Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,890,2,0,5.551685393296017,0,16.00000000144064,15.964044943820225,14.83640545641714,0.03334023698071267,16,16
GET,/square/1,967,2,0,5.478800413649291,0,16.00000000144064,12.97311271975181,16.120004580174577,0.03334023698071267,16,16
GET,/square/10,966,2,0,5.3457556935881225,0,16.00000000144064,14.968944099378882,16.10333446168422,0.03334023698071267,16,16
GET,/square/2,966,2,0,5.55279503107806,0,16.00000000144064,12.973084886128364,16.10333446168422,0.03334023698071267,16,16
GET,/square/3,966,2,0,5.737060041399778,0,31.9999999992433,12.973084886128364,16.10333446168422,0.03334023698071267,32,32
GET,/square/4,966,2,0,5.564182194632041,0,16.00000000144064,13.971014492753623,16.10333446168422,0.03334023698071267,16,16
GET,/square/5,966,2,0,5.325051759827078,0,31.000000000858563,13.971014492753623,16.10333446168422,0.03334023698071267,31,31
GET,/square/6,966,1,0,5.992753623157087,0,30.999999999039574,13.985507246376812,16.10333446168422,0.016670118490356337,31,31
GET,/square/7,966,1,0,5.532091097288769,0,16.00000000144064,13.985507246376812,16.10333446168422,0.016670118490356337,16,16
GET,/square/8,966,1,0,5.618012422337321,0,30.999999999039574,13.985507246376812,16.10333446168422,0.016670118490356337,31,31
GET,/square/9,966,2,0,5.79606625259569,0,31.000000000858563,13.971014492753623,16.10333446168422,0.03334023698071267,31,31
,Aggregated,10551,19,0,5.590654914225716,0,31.9999999992433,13.960288124348404,175.8864201917497,0.3167322513167704,32,32
