Timestamp,User Count,Type,Name,Requests/s,Failures/s,9000%,9500%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1612453815,0,,Aggregated,0.000000,0.000000,N/A,N/A,0,0,0,0,0,0,0
1612453816,1,GET,/healthcheck,0.000000,0.000000,31,31,28,0,0,6.678571428502827,0,31.000000000858563,16.0
1612453816,1,GET,/square/1,0.000000,0.000000,16,16,12,0,0,2.6666666666036085,0,15.99999999962165,13.0
1612453816,1,GET,/square/10,0.000000,0.000000,16,16,11,0,0,5.727272727116625,0,15.99999999962165,15.0
1612453816,1,GET,/square/2,0.000000,0.000000,31,31,12,0,0,9.166666666715173,0,31.000000000858563,13.0
1612453816,1,GET,/square/3,0.000000,0.000000,16,16,12,0,0,6.416666666761254,0,15.99999999962165,13.0
1612453816,1,GET,/square/4,0.000000,0.000000,15,15,12,0,0,3.750000000006063,0,15.000000001236913,14.0
1612453816,1,GET,/square/5,0.000000,0.000000,31,31,12,0,0,7.750000000063058,0,31.000000000858563,14.0
1612453816,1,GET,/square/6,0.000000,0.000000,16,16,12,0,0,5.250000000160071,0,16.00000000144064,14.0
1612453816,1,GET,/square/7,0.000000,0.000000,16,16,12,0,0,6.666666666812186,0,16.00000000144064,14.0
1612453816,1,GET,/square/8,0.000000,0.000000,16,16,12,0,0,7.833333333413369,0,16.00000000144064,14.0
1612453816,1,GET,/square/9,0.000000,0.000000,16,16,12,0,0,6.499999999959982,0,16.00000000144064,14.0
1612453816,1,,Aggregated,0.000000,0.000000,31,31,147,0,0,6.272108843553056,0,31.000000000858563,14.210884353741497
1612453817,1,GET,/healthcheck,0.000000,0.000000,31,31,44,0,0,7.4772727272251025,0,31.000000000858563,16.0
1612453817,1,GET,/square/1,0.000000,0.000000,16,16,26,0,0,2.423076923080841,0,15.99999999962165,13.0
1612453817,1,GET,/square/10,0.000000,0.000000,16,16,25,0,0,6.83999999986554,0,15.99999999962165,15.0
1612453817,1,GET,/square/2,0.000000,0.000000,31,31,26,0,0,9.038461538553888,0,31.000000000858563,13.0
1612453817,1,GET,/square/3,0.000000,0.000000,16,16,25,0,0,6.840000000083819,0,16.00000000144064,13.0
1612453817,1,GET,/square/4,0.000000,0.000000,16,16,25,0,0,4.319999999934225,0,15.99999999962165,14.0
1612453817,1,GET,/square/5,0.000000,0.000000,31,31,25,0,0,7.440000000060536,0,31.000000000858563,14.0
1612453817,1,GET,/square/6,0.000000,0.000000,16,16,25,0,0,6.320000000050641,0,16.00000000144064,14.0
1612453817,1,GET,/square/7,0.000000,0.000000,16,16,25,0,0,5.080000000089058,0,16.00000000144064,14.0
1612453817,1,GET,/square/8,0.000000,0.000000,16,16,25,0,15,8.799999999973807,0,16.00000000144064,14.0
1612453817,1,GET,/square/9,0.000000,0.000000,31,31,25,0,0,6.2000000000261934,0,31.000000000858563,14.0
1612453817,1,,Aggregated,0.000000,0.000000,31,31,296,0,0,6.496621621630077,0,31.000000000858563,14.121621621621621
1612453818,1,GET,/healthcheck,1.000000,0.000000,31,31,56,0,0,7.017857142792699,0,31.000000000858563,16.0
1612453818,1,GET,/square/1,1.000000,0.000000,31,31,39,0,0,4.025641025621623,0,31.000000000858563,13.0
1612453818,1,GET,/square/10,0.000000,0.000000,31,31,39,0,0,6.769230769070698,0,30.999999999039574,15.0
1612453818,1,GET,/square/2,1.000000,0.000000,31,31,39,0,0,8.461538461676518,0,31.000000000858563,13.0
1612453818,1,GET,/square/3,1.000000,0.000000,16,16,39,0,0,5.974358974363452,0,16.00000000144064,13.0
1612453818,1,GET,/square/4,1.000000,0.000000,31,31,39,0,0,5.179487179423002,0,30.999999999039574,14.0
1612453818,1,GET,/square/5,1.000000,0.000000,32,32,39,0,15,8.743589743691981,0,31.9999999992433,14.0
1612453818,1,GET,/square/6,1.000000,0.000000,16,16,39,0,0,6.0512820513022,0,16.00000000144064,14.0
1612453818,1,GET,/square/7,1.000000,0.000000,16,16,39,0,0,3.6666666667140535,0,16.00000000144064,14.0
1612453818,1,GET,/square/8,1.000000,0.000000,31,31,39,0,15,10.025641025584683,0,31.000000000858563,14.0
