Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,897,20,0,5.703455964386349,0,16.00000000144064,15.643255295429208,14.953308099409448,0.33340709251749046,16,16
GET,/square/1,927,33,0,6.092772384051348,0,31.000000000858563,12.537216828478964,15.453418738185682,0.5501217026538593,31,31
GET,/square/10,926,33,0,5.6825053995746035,0,16.00000000144064,14.465442764578833,15.436748383559808,0.5501217026538593,16,16
GET,/square/2,927,34,0,5.625674217907385,0,16.00000000144064,12.52319309600863,15.453418738185682,0.5667920572797338,16,16
GET,/square/3,927,33,0,5.710895361372808,0,16.00000000144064,12.537216828478964,15.453418738185682,0.5501217026538593,16,16
GET,/square/4,927,33,0,6.277238403459311,0,16.00000000144064,13.501618122977346,15.453418738185682,0.5501217026538593,16,16
GET,/square/5,926,32,0,5.4870410367014895,0,16.00000000144064,13.516198704103672,15.436748383559808,0.5334513480279848,16,16
GET,/square/6,926,29,0,5.640388768867012,0,31.000000000858563,13.561555075593953,15.436748383559808,0.48344028415036117,31,31
GET,/square/7,926,30,0,6.375809935203707,0,16.00000000144064,13.546436285097192,15.436748383559808,0.5001106387762357,16,16
GET,/square/8,926,32,0,5.565874729994585,0,16.00000000144064,13.516198704103672,15.436748383559808,0.5334513480279848,16,16
GET,/square/9,926,32,0,5.861771058315209,0,16.00000000144064,13.516198704103672,15.436748383559808,0.5334513480279848,16,16
,Aggregated,10161,341,0,5.820686940262346,0,31.000000000858563,13.526818226552505,169.38747335351104,5.684590927423212,31,31
