,CPU,Memory,Pods
1,100,500,1
2,100,500,2
3,100,500,3
4,100,500,4
5,100,500,5
6,100,550,1
7,100,550,2
8,100,550,3
9,100,550,4
10,100,550,5
11,100,600,1
12,100,600,2
13,100,600,3
14,100,600,4
15,100,600,5
16,100,650,1
17,100,650,2
18,100,650,3
19,100,650,4
20,100,650,5
21,100,700,1
22,100,700,2
23,100,700,3
24,100,700,4
25,100,700,5
26,150,500,1
27,150,500,2
28,150,500,3
29,150,500,4
30,150,500,5
31,150,550,1
32,150,550,2
33,150,550,3
34,150,550,4
35,150,550,5
36,150,600,1
37,150,600,2
38,150,600,3
39,150,600,4
40,150,600,5
41,150,650,1
42,150,650,2
43,150,650,3
44,150,650,4
45,150,650,5
46,150,700,1
47,150,700,2
48,150,700,3
49,150,700,4
50,150,700,5
51,200,500,1
52,200,500,2
53,200,500,3
54,200,500,4
55,200,500,5
56,200,550,1
57,200,550,2
58,200,550,3
59,200,550,4
60,200,550,5
61,200,600,1
62,200,600,2
63,200,600,3
64,200,600,4
65,200,600,5
66,200,650,1
67,200,650,2
68,200,650,3
69,200,650,4
70,200,650,5
71,200,700,1
72,200,700,2
73,200,700,3
74,200,700,4
75,200,700,5
76,250,500,1
77,250,500,2
78,250,500,3
79,250,500,4
80,250,500,5
81,250,550,1
82,250,550,2
83,250,550,3
84,250,550,4
85,250,550,5
86,250,600,1
87,250,600,2
88,250,600,3
89,250,600,4
90,250,600,5
91,250,650,1
92,250,650,2
93,250,650,3
94,250,650,4
95,250,650,5
96,250,700,1
97,250,700,2
98,250,700,3
99,250,700,4
100,250,700,5
101,300,500,1
102,300,500,2
103,300,500,3
104,300,500,4
105,300,500,5
106,300,550,1
107,300,550,2
108,300,550,3
109,300,550,4
110,300,550,5
111,300,600,1
112,300,600,2
113,300,600,3
114,300,600,4
115,300,600,5
116,300,650,1
117,300,650,2
118,300,650,3
119,300,650,4
120,300,650,5
121,300,700,1
122,300,700,2
123,300,700,3
124,300,700,4
125,300,700,5
