timestamp,__name__,endpoint,id,instance,job,metrics_path,node,service,value,namespace,pod,container,image,name
1609947927.504,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8908754944,,,,,
1609947957.605,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8909123584,,,,,
1609947987.719,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8909160448,,,,,
1609948017.849,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8909807616,,,,,
1609948047.954,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8910385152,,,,,
1609948078.052,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8910848000,,,,,
1609948108.171,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8911618048,,,,,
1609948138.272,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8911872000,,,,,
1609948168.369,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8912568320,,,,,
1609948198.432,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8913096704,,,,,
1609947925.674,container_memory_usage_bytes,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,18673664,,,,,
1609947941.416,container_memory_usage_bytes,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,18673664,,,,,
