Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size 
1609948174,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948175,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948176,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948177,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948178,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948179,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948180,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948181,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948182,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948183,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948184,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948185,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948186,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948187,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948188,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948189,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948190,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948191,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948192,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948193,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948194,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948195,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948196,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948197,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948198,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948199,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948200,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948201,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948202,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948203,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948204,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948205,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948206,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948207,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948208,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948209,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948210,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948211,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948212,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948213,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948214,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948215,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948216,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948217,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948218,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948219,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948220,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948221,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948222,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948223,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948224,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948225,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948226,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948227,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948228,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948229,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948230,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948231,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948232,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948233,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948234,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948235,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948236,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948237,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948238,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948239,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948240,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948242,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948243,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948244,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948245,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948246,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948247,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948248,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948249,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948250,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948251,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948252,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948253,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948254,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948255,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948256,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948257,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948258,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948259,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948260,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948261,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948262,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948263,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948264,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948265,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948266,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948267,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948268,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948269,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948270,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948271,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948272,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948273,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948274,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948275,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948276,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948277,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948278,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948279,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948280,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948281,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948282,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948283,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948284,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948285,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948286,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948287,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948288,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948289,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948290,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948291,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948292,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948293,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948294,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948295,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948296,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948297,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948298,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948299,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948300,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948301,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948302,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948303,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948304,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948305,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948306,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948307,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948308,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948309,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948310,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948311,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948312,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948313,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948314,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948315,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948316,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948317,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948318,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948319,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948320,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948321,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948322,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948323,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948324,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948325,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948326,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948327,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948328,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948330,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948331,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948332,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948333,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948334,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948335,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948336,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948337,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948338,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948339,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948340,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948341,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948342,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948343,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948344,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948345,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948346,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948347,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948348,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948349,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948350,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948351,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948352,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948353,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948354,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948355,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948356,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948357,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948358,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
1609948359,0,,Aggregated,106.100000,0.000000,94,94,110,110,110,160,170,190,360,380,380,4582,0,94,92.34744652981038,0,375.0,14.00261894369271
