timestamp,__name__,cpu,endpoint,id,instance,job,metrics_path,node,service,value,namespace,pod,container,image,name
1609947153.765,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,44835.244181778,,,,,
1609947183.96,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,44845.447735392,,,,,
1609947214.117,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,44855.21841073,,,,,
1609947244.296,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,44865.468017913,,,,,
1609947274.485,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,44876.728317634,,,,,
1609947304.658,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,44886.894851383,,,,,
1609947334.918,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,44968.111204569,,,,,
1609947355.371,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,45069.041013824,,,,,
1609947385.579,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,45124.137502978,,,,,
1609947415.713,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,45132.740932347,,,,,
1609947175.479,container_cpu_usage_seconds_total,total,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.365112241,,,,,
1609947211.909,container_cpu_usage_seconds_total,total,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.365112241,,,,,
1609947238.444,container_cpu_usage_seconds_total,total,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.365112241,,,,,
1609947249.786,container_cpu_usage_seconds_total,total,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.365112241,,,,,
1609947296.486,container_cpu_usage_seconds_total,total,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.365112241,,,,,
1609947333.004,container_cpu_usage_seconds_total,total,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.365112241,,,,,
1609947355.557,container_cpu_usage_seconds_total,total,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.365112241,,,,,
1609947392.127,container_cpu_usage_seconds_total,total,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.365112241,,,,,
1609947407.831,container_cpu_usage_seconds_total,total,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.365112241,,,,,
1609947144.671,container_cpu_usage_seconds_total,total,https-metrics,/001-binfmt,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.163018141,,,,,
1609947161.015,container_cpu_usage_seconds_total,total,https-metrics,/001-binfmt,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.163018141,,,,,
1609947198.858,container_cpu_usage_seconds_total,total,https-metrics,/001-binfmt,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.163018141,,,,,
1609947234.881,container_cpu_usage_seconds_total,total,https-metrics,/001-binfmt,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.163018141,,,,,
1609947264.459,container_cpu_usage_seconds_total,total,https-metrics,/001-binfmt,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.163018141,,,,,
1609947303.304,container_cpu_usage_seconds_total,total,https-metrics,/001-binfmt,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.163018141,,,,,
1609947334.253,container_cpu_usage_seconds_total,total,https-metrics,/001-binfmt,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.163018141,,,,,
1609947349.518,container_cpu_usage_seconds_total,total,https-metrics,/001-binfmt,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.163018141,,,,,
1609947385.225,container_cpu_usage_seconds_total,total,https-metrics,/001-binfmt,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.163018141,,,,,
1609947412.974,container_cpu_usage_seconds_total,total,https-metrics,/001-binfmt,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.163018141,,,,,
1609947185.181,container_cpu_usage_seconds_total,total,https-metrics,/002-bridge,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.179531817,,,,,
1609947197.029,container_cpu_usage_seconds_total,total,https-metrics,/002-bridge,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.179531817,,,,,
1609947234.596,container_cpu_usage_seconds_total,total,https-metrics,/002-bridge,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.179531817,,,,,
1609947267.99,container_cpu_usage_seconds_total,total,https-metrics,/002-bridge,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.179531817,,,,,
1609947286.491,container_cpu_usage_seconds_total,total,https-metrics,/002-bridge,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.179531817,,,,,
1609947333.529,container_cpu_usage_seconds_total,total,https-metrics,/002-bridge,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.179531817,,,,,
1609947349.033,container_cpu_usage_seconds_total,total,https-metrics,/002-bridge,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.179531817,,,,,
1609947380.8,container_cpu_usage_seconds_total,total,https-metrics,/002-bridge,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.179531817,,,,,
1609947417.173,container_cpu_usage_seconds_total,total,https-metrics,/002-bridge,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.179531817,,,,,
1609947150.059,container_cpu_usage_seconds_total,total,https-metrics,/docker,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,206.127510964,,,,,
