timestamp,__name__,cpu,endpoint,id,instance,job,metrics_path,node,service,value,namespace,pod,container,image,name
1609947807.112,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,45243.11309575,,,,,
1609947837.21,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,45250.959071835,,,,,
1609947867.311,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,45259.513253093,,,,,
1609947897.408,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,45267.432530577,,,,,
1609947927.504,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,45275.717019684,,,,,
1609947957.605,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,45284.285207658,,,,,
1609947987.719,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,45293.495830018,,,,,
1609948017.849,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,45302.150193276,,,,,
1609948047.954,container_cpu_usage_seconds_total,total,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,45311.583612072,,,,,
1609947808.106,container_cpu_usage_seconds_total,total,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,0.365112241,,,,,
