timestamp,__name__,endpoint,id,instance,job,metrics_path,node,service,value,namespace,pod,container,image,name
1609942528.432,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8750845952,,,,,
1609942558.58,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8751583232,,,,,
1609942588.692,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8751517696,,,,,
1609942618.772,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8752214016,,,,,
1609942648.843,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8752226304,,,,,
1609942678.92,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8754700288,,,,,
1609942708.984,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8755351552,,,,,
1609942739.045,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8755466240,,,,,
1609942769.112,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8758190080,,,,,
1609942799.177,container_memory_usage_bytes,https-metrics,/,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,8758468608,,,,,
1609942532.538,container_memory_usage_bytes,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,18673664,,,,,
1609942559.421,container_memory_usage_bytes,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,18673664,,,,,
1609942591.861,container_memory_usage_bytes,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,18673664,,,,,
1609942606.307,container_memory_usage_bytes,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,18673664,,,,,
1609942642.823,container_memory_usage_bytes,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,18673664,,,,,
1609942684.015,container_memory_usage_bytes,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,18673664,,,,,
1609942710.809,container_memory_usage_bytes,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,18673664,,,,,
1609942728.875,container_memory_usage_bytes,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,18673664,,,,,
1609942757.556,container_memory_usage_bytes,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,18673664,,,,,
1609942789.513,container_memory_usage_bytes,https-metrics,/000-metadata,192.168.65.3:10250,kubelet,/metrics/cadvisor,docker-desktop,prometheus-prometheus-oper-kubelet,18673664,,,,,
