,timestamp,container_cpu_cfs_throttled_seconds_total,kube_deployment_spec_replicas,kube_pod_container_resource_limits_cpu_cores,kube_pod_container_resource_limits_memory_bytes,kube_pod_container_resource_requests_cpu_cores,kube_pod_container_resource_requests_memory_bytes
0,0.0,,1.0,400.0,400.0,0.4,419430400.0
1,0.0199333376,159.1814111,,,,,
2,0.4518,0.0,,,,,
3,0.4758,0.0,,,,,
4,0.5,,2.0,432.0,408.6666666666667,0.4000000000000001,419430400.0
5,0.6181833344,226.1531694,,,,,
6,0.8718333312,0.0,,,,,
7,0.8955666645333333,249.5558096,,,,,
8,1.0,,2.0,447.99999999999994,413.0,0.4,419430400.0
9,1.0706,44.8353992,,,,,
10,1.1119666645333333,34.4249109,,,,,
11,1.4638166656,0.0,,,,,
12,1.4690166656,260.6637654,,,,,
13,1.4893666688,49.4946118,,,,,
14,1.4901166677333333,0.0,,,,,
15,1.5,,4.0,540.5714285714286,500.57142857142856,0.39999999999999997,419430400.0
16,1.5141499989333334,0.0,,,,,
17,1.6243499989333334,99.421667,,,,,
18,1.8101499989333334,4.2637222,,,,,
19,1.9705000021333334,66.0711838,,,,,
20,2.0,,4.0,612.5714285714287,582.5714285714286,0.39999999999999997,419430400.0
21,2.0266833365333334,0.0,,,,,
22,2.0512500010666668,3.1404659,,,,,
23,2.0616666666666665,12.1138706,,,,,
24,2.0674500010666668,111.6462304,,,,,
25,2.0707166677333335,7.6994599,,,,,
26,2.4193333333333333,19.1663036,,,,,
27,2.4831666688,7.373748,,,,,
28,2.4871000021333334,4.367266,,,,,
29,2.5,,10.0,674.5000000000001,665.75,0.39999999999999997,419430400.0
30,2.5574666666666666,116.5929332,,,,,
31,2.594316667733333,0.0,,,,,
32,2.6118,19.0327975,,,,,
33,2.8856,22.7571044,,,,,
34,2.924816669866667,19.5021665,,,,,
35,2.934499997866667,17.0077456,,,,,
36,3.0,,10.0,700.0,588.0769230769231,0.4,419430400.0
37,3.0098166656,4.7147325,,,,,
38,3.0269333333333335,3.0513958,,,,,
39,3.0611166677333332,11.350885,,,,,
40,3.3657666688,15.9058738,,,,,
41,3.3910333354666666,20.5198666,,,,,
42,3.4924000042666665,22.2496011,,,,,
43,3.5,,10.0,700.0,588.0769230769231,0.4,419430400.0
44,3.5019666688,9.1855652,,,,,
45,3.5225333333333335,8.9018397,,,,,
46,3.582100002133333,3.6765715,,,,,
47,3.6152666709333334,23.9153163,,,,,
48,3.852650001066667,24.4889793,,,,,
49,3.9069166677333333,17.3766428,,,,,
50,3.9705666645333335,16.3220925,,,,,
51,3.982066666666667,22.1357188,,,,,
52,4.0,,4.0,700.0000000000001,663.625,0.39999999999999997,419430400.0
53,4.002699997866666,14.0633607,,,,,
54,4.009050001066667,12.6680531,,,,,
55,4.0292333312,23.5829951,,,,,
56,4.474200004266667,0.0,,,,,
57,4.5,,4.0,700.0,641.8,0.4,419430400.0
58,4.588316667733333,34.7028404,,,,,
59,4.615916667733333,28.8513864,,,,,
60,4.619266670933333,31.7546559,,,,,
61,4.9474333312,23.6502785,,,,,
62,4.9917500032,0.0,,,,,
63,5.0,,5.0,700.0000000000001,606.1428571428571,0.39999999999999997,419430400.0
64,5.0194166656,6.4616437,,,,,
65,5.029949998933334,5.7679085,,,,,
66,5.044083332266666,31.9596166,,,,,
67,5.074316667733333,35.2639239,,,,,
68,5.077433335466667,29.1666184,,,,,
69,5.337416669866666,35.2758604,,,,,
70,5.463316667733333,29.2490881,,,,,
71,5.5,,5.0,700.0000000000001,578.3333333333334,0.39999999999999997,419430400.0
72,5.504033335466667,17.7340478,,,,,
73,5.511949998933333,13.2901289,,,,,
74,5.5211833344,22.1199937,,,,,
75,5.5796,32.0437576,,,,,
76,6.0,,7.0,700.0000000000001,590.5,0.39999999999999997,419430400.0
77,6.0014333312,35.9327158,,,,,
78,6.033316667733334,32.12854,,,,,
79,6.073149998933333,4.1621872,,,,,
80,6.086116667733333,34.4894234,,,,,
81,6.090216669866667,4.2833203,,,,,
82,6.1058333354666665,25.0549624,,,,,
83,6.107866670933333,0.0,,,,,
84,6.3983833344,28.0323856,,,,,
85,6.439650001066667,32.1326834,,,,,
86,6.4884000042666665,36.9701574,,,,,
87,6.496483332266667,10.5456656,,,,,
88,6.5,,7.0,700.0000000000001,612.4,0.39999999999999997,419430400.0
89,6.580700002133334,35.3850704,,,,,
90,6.595566664533333,11.2500342,,,,,
91,6.5991666688,6.8016996,,,,,
92,6.8553500032,36.5735694,,,,,
93,6.964450001066667,28.8156242,,,,,
94,6.9734,30.6622653,,,,,
95,6.9865500032,37.4135633,,,,,
96,7.0,,7.0,700.0000000000001,612.4,0.39999999999999997,419430400.0
97,7.0649666688,35.6310407,,,,,
98,7.0740500010666665,32.1751381,,,,,
99,7.323316667733334,9.5346264,,,,,
100,7.4994,39.1641572,,,,,
101,7.5,,7.0,700.0000000000001,634.3,0.39999999999999997,419430400.0
102,7.5006,41.4576045,,,,,
103,7.505900002133333,33.1473545,,,,,
104,7.5458833322666665,32.1977724,,,,,
105,7.571916667733333,29.8331449,,,,,
106,7.623050001066667,38.8050074,,,,,
107,7.9155666688,39.4086926,,,,,
108,7.967466666666667,0.0,,,,,
109,7.9719666688,34.3248736,,,,,
110,8.0,,7.0,700.0000000000001,651.3333333333334,0.39999999999999997,419430400.0
111,8.038933333333333,32.2106088,,,,,
112,8.088483332266666,59.2926422,,,,,
113,8.095200004266667,39.1629787,,,,,
114,8.127466666666667,44.4402905,,,,,
115,8.388283332266667,60.2285558,,,,,
