,timestamp,container_cpu_cfs_throttled_seconds_total,kube_deployment_spec_replicas,kube_pod_container_resource_limits_cpu_cores,kube_pod_container_resource_limits_memory_bytes,kube_pod_container_resource_requests_cpu_cores,kube_pod_container_resource_requests_memory_bytes
116,8.4605500032,32.6232661,,,,,
117,8.5,,7.0,700.0000000000001,651.3333333333334,0.39999999999999997,419430400.0
118,8.538400004266666,39.8798326,,,,,
119,8.584400004266667,35.8265363,,,,,
120,8.598900002133334,39.2729163,,,,,
121,8.606300002133333,44.8411305,,,,,
122,8.6144166656,57.1923615,,,,,
123,8.8575833344,39.2956795,,,,,
124,8.901500002133334,61.8977574,,,,,
125,8.993883336533333,32.7061147,,,,,
126,9.0,,1.0,692.4285714285716,626.5714285714286,0.39999999999999997,419430400.0
127,9.016549998933334,15.3521318,,,,,
128,9.0464,44.9042211,,,,,
129,9.101416669866667,36.279073,,,,,
130,9.106883336533333,60.7119553,,,,,
131,9.5,,1.0,673.5,552.5,0.4,419430400.0
132,9.604650001066666,57.3150997,,,,,
