,CPU,Memory,Pods
1,500,500,1
2,500,500,2
3,500,500,3
4,500,500,4
5,500,500,5
6,500,600,1
7,500,600,2
8,500,600,3
9,500,600,4
10,500,600,5
11,600,500,1
12,600,500,2
13,600,500,3
14,600,500,4
15,600,500,5
16,600,600,1
17,600,600,2
18,600,600,3
19,600,600,4
20,600,600,5
