,CPU,Memory,Pods
1,100,500,1
2,100,500,2
3,100,500,3
4,100,600,1
5,100,600,2
6,100,600,3
7,100,700,1
8,100,700,2
9,100,700,3
10,200,500,1
11,200,500,2
12,200,500,3
13,200,600,1
14,200,600,2
15,200,600,3
16,200,700,1
17,200,700,2
18,200,700,3
19,300,500,1
20,300,500,2
21,300,500,3
22,300,600,1
23,300,600,2
24,300,600,3
25,300,700,1
26,300,700,2
27,300,700,3
