,Iteration,pod,cpu throttled total,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
0,1,cart,20.9385544,2.917036111532919,61.311428571428564,200.0,150.0,1.0,838.2201954397393
1,1,catalogue,14.69281015,3.5704610119215765,53.66285714285714,200.0,150.0,1.0,223.5139358108108
2,1,dispatch,0.9952386499999999,4.203718506328469,24.029999999999998,200.0,150.0,1.0,
3,1,mongodb,7.12129895,2.4084505538689913,85.65999999999998,200.0,200.0,1.0,
4,1,mysql,326.39791764999995,63.17236702122414,84.42,200.0,800.0,1.0,
5,1,payment,5.6750349,0.4894096655964773,44.550000000000004,200.0,150.0,1.0,
7,1,rabbitmq,189.8059548,31.99870332464124,33.02428571428571,200.0,356.0,1.0,
8,1,ratings,3.2375379,5.899016079909814,90.59000000000002,200.0,150.0,1.0,583.4179104477612
9,1,redis,0.0850907,0.5840509310538556,15.115714285714287,,,,
10,1,shipping,401.36711535,36.47290145382699,54.188571428571436,200.0,600.0,1.0,5970.613924050633
11,1,user,11.335568,1.3660093993883495,60.69,200.0,150.0,1.0,5.192746809939557
12,1,web,0.1059463,1.1785122720959922,20.409999999999997,200.0,150.0,1.0,704.5791061770567
13,2,cart,20.25781946,0.758541630149621,25.964571428571432,200.0,150.0,2.0,272.75798154329476
14,2,catalogue,16.280820900000002,1.3064253819535532,23.780571428571438,200.0,150.0,2.0,61.89942093834309
15,2,dispatch,3.6861296100000005,4.653865004677048,13.408571428571426,200.0,150.0,2.0,
16,2,mongodb,7.556047,2.870208183575433,91.76714285714286,200.0,200.0,2.0,
17,2,mysql,2281.2677392,11.75738532888958,85.85142857142856,200.0,800.0,2.0,
18,2,payment,6.3503904,0.21161482682188537,22.495714285714275,200.0,150.0,2.0,345.71428571428567
20,2,rabbitmq,974.201059,13.809790895019363,35.17000000000001,200.0,356.0,2.0,
21,2,ratings,272.69018815000004,9.385849701411773,61.28228571428572,200.0,150.0,2.0,3268.3429282455413
22,2,redis,0.1627026,0.8784813003301245,20.0,,,,
23,2,shipping,434.50019753,60.58025150257433,82.71028571428572,200.0,600.0,2.0,4866.0328646748685
24,2,user,15.018855400000003,0.8222838669844944,24.43285714285713,200.0,150.0,2.0,50.81545257034098
25,2,web,0.12045225999999998,0.3156201043346815,11.27085714285714,200.0,150.0,2.0,2055.8463933143553
26,3,cart,6.444097425000001,0.5909649186492921,14.432857142857149,200.0,150.0,3.0,60.941914237668165
27,3,catalogue,4.9077424,0.845012187962613,13.639142857142854,200.0,150.0,3.0,11.427197636560955
28,3,dispatch,0.027817999999999996,2.6316449469697645,7.4434285714285755,200.0,150.0,3.0,
29,3,mongodb,9.1739933,2.626224874817994,100.0757142857143,200.0,200.0,3.0,
30,3,mysql,30216.2614581,28.862695779026293,88.97714285714285,200.0,800.0,3.0,
31,3,payment,2.780864522222222,0.19403659285310615,14.30714285714286,200.0,150.0,3.0,417.62307692307695
33,3,rabbitmq,8001.91064355,13.098438346227981,28.990000000000002,200.0,356.0,3.0,
34,3,ratings,450.6653019899999,6.307556223075659,35.41828571428571,200.0,150.0,3.0,2570.224075039083
35,3,redis,1.5276748,0.8398606450804907,21.490000000000002,,,,
36,3,shipping,258.53221735999995,18.157599535473803,85.87742857142855,200.0,600.0,3.0,5243.086845466156
37,3,user,5.760394985714285,0.4454196350524103,13.651714285714288,200.0,150.0,3.0,17.498146306175965
38,3,web,0.025158175000000005,0.20510212681282022,6.984000000000002,200.0,150.0,3.0,1750.463165706612
39,4,cart,6.320218199999999,1.5873266838402904,40.10428571428571,200.0,150.0,4.0,268.7728454101258
40,4,catalogue,6.0095949,2.1294411839918808,31.45428571428571,200.0,150.0,4.0,70.17827536922344
41,4,dispatch,0.0,1.5728279927919444,17.244285714285713,200.0,150.0,4.0,
42,4,mongodb,9.2115908,2.225876539403667,99.99000000000001,200.0,200.0,4.0,
43,4,mysql,30480.791718250002,4.0629030772472605,88.92714285714285,200.0,800.0,4.0,
44,4,payment,2.3024696,0.36630878836874375,29.022857142857138,200.0,150.0,4.0,
46,4,rabbitmq,8062.3962749,8.916199104967905,35.43,200.0,356.0,4.0,
47,4,ratings,0.0,1.4668622765190165,62.535714285714285,200.0,150.0,4.0,741.9487179487179
48,4,redis,1.581684,0.664662210960568,21.509999999999998,,,,
49,4,shipping,75.8838769,12.624747745429712,68.59857142857143,200.0,600.0,4.0,2291.4511873350925
50,4,user,5.3297083999999995,1.0612325928039843,38.61000000000001,200.0,150.0,4.0,5.06437125748503
51,4,web,0.0,0.6998906173913333,14.505714285714285,200.0,150.0,4.0,708.5076863607982
52,5,cart,13.364580050000002,0.9824123270364316,42.20071428571429,200.0,150.0,5.0,184.0490721511355
53,5,catalogue,10.122587150000001,1.3279586674097348,43.379999999999995,200.0,150.0,5.0,46.26842734885433
54,5,dispatch,0.0,1.800489731497936,17.55357142857143,200.0,150.0,5.0,
55,5,mongodb,9.23275215,2.1817977347591295,99.93714285714285,200.0,200.0,5.0,
56,5,mysql,30543.16111335,5.489272726647185,88.87714285714286,200.0,800.0,5.0,
