,Iteration,pod,cpu throttled total,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
30,3,mysql,30515.2739529,41.59282861915989,74.22857142857143,200.0,800.0,3.0,
31,3,payment,2.63861986,0.14849315495471918,14.603428571428562,200.0,150.0,3.0,464.983498349835
33,3,rabbitmq,8185.6999554,13.733922420116915,33.53,200.0,356.0,3.0,
34,3,ratings,555.94442896,6.083863359298199,35.90942857142856,200.0,150.0,3.0,2966.6812089220102
35,3,redis,2.6746507,0.8985233435665663,23.44,,,,
36,3,shipping,269.00217749999996,25.606816209744302,86.02028571428569,200.0,600.0,3.0,5760.2549554191055
37,3,user,5.75913812,0.5125989392170381,13.966857142857142,200.0,150.0,3.0,17.972658107465527
38,3,web,0.01645004,0.22901478560680907,6.903714285714283,200.0,150.0,3.0,1835.917232213369
39,4,cart,13.81519995,2.9298480195229684,43.31857142857143,200.0,150.0,4.0,255.5256675357368
40,4,catalogue,10.02533935,3.754941598048793,36.855714285714285,200.0,150.0,4.0,50.58907469342252
41,4,dispatch,0.0,1.6787566547152786,15.56142857142857,200.0,150.0,4.0,
42,4,mongodb,12.2636426,2.801486564607494,99.12571428571428,200.0,200.0,4.0,
43,4,mysql,30839.22843735,3.5258835284008794,74.14571428571428,200.0,800.0,4.0,
44,4,payment,2.831306,0.06539477733337384,29.24285714285714,200.0,150.0,4.0,
46,4,rabbitmq,8277.082792199999,11.62733007444981,25.497142857142855,200.0,356.0,4.0,
47,4,ratings,10.4389799,1.3666886736261954,41.941428571428574,200.0,150.0,4.0,1009.7433920704846
48,4,redis,2.7366194,0.8568377816238918,23.460000000000004,,,,
49,4,shipping,28.8904551,18.29509529324536,92.06571428571428,200.0,600.0,4.0,1883.34375
50,4,user,5.8387256,1.5798515695133637,38.6,200.0,150.0,4.0,10.182226762002042
51,4,web,0.0284275,1.2213260635290868,16.16857142857143,200.0,150.0,4.0,509.9834120514968
52,5,cart,14.981689849999999,1.5130332448189319,44.22142857142857,200.0,150.0,5.0,162.73286231460938
53,5,catalogue,10.557165350000002,1.8149001023971822,44.34571428571428,200.0,150.0,5.0,39.082444899369904
54,5,dispatch,0.0,1.8645485306858853,16.327142857142857,200.0,150.0,5.0,
55,5,mongodb,12.45829535,2.633426208798524,99.08000000000001,200.0,200.0,5.0,
56,5,mysql,30941.277219,5.75505255292417,74.11857142857141,200.0,800.0,5.0,
57,5,payment,2.27407775,0.07889642199831685,29.408571428571424,200.0,150.0,5.0,
59,5,rabbitmq,8340.026542399999,10.410066232517774,34.0,200.0,356.0,5.0,
60,5,ratings,0.0,1.5139371994407462,42.915000000000006,200.0,150.0,5.0,977.5061047656558
61,5,redis,2.7366194,0.8695287594774855,23.520000000000003,,,,
62,5,shipping,135.76103146666665,9.419637729326642,75.94642857142857,200.0,600.0,5.0,2188.960244648318
63,5,user,5.490152325,0.6884549474226613,35.44214285714286,200.0,150.0,5.0,8.992087554536715
64,5,web,0.01421375,0.7422135470308062,16.59714285714286,200.0,150.0,5.0,449.8179309306673
65,6,cart,13.641547333333335,0.8852556434307937,40.07428571428571,200.0,200.0,1.0,130.75071320182093
66,6,catalogue,9.449933533333335,1.1206959545988182,34.65666666666665,200.0,200.0,1.0,33.48413140846966
67,6,dispatch,0.0,1.973434579269907,16.63761904761905,200.0,200.0,1.0,
68,6,mongodb,12.6070676,2.4737122482871037,99.27,200.0,250.0,1.0,
69,6,mysql,31050.278789149997,7.121958435680041,74.13142857142859,200.0,850.0,1.0,
70,6,payment,2.2393491333333335,0.12596583112060766,30.562380952380945,200.0,200.0,1.0,321.53061224489795
72,6,rabbitmq,8412.3642764,10.463195993965627,25.5,200.0,406.0,1.0,
73,6,ratings,0.33089025,1.8319091292247323,54.16809523809521,200.0,200.0,1.0,1006.9827124922824
74,6,redis,2.8121353,0.8900414104349297,23.66,,,,
75,6,shipping,224.34763844,14.359455636646208,78.60095238095239,200.0,650.0,1.0,3130.717706013363
76,6,user,5.298958233333334,0.4524091207600008,34.05809523809525,200.0,200.0,1.0,8.249689642143897
77,6,web,0.009475833333333334,0.3852905995400494,15.969047619047618,200.0,200.0,1.0,558.4011611636513
78,7,cart,11.2931091625,0.5794745813760912,36.589285714285715,200.0,200.0,2.0,118.79746079973957
79,7,catalogue,7.962513575000001,0.9224851850327254,33.3257142857143,200.0,200.0,2.0,30.52342876503473
80,7,dispatch,0.0,2.1274461437978887,17.87642857142857,200.0,200.0,2.0,
81,7,mongodb,12.6070676,2.5989980235398407,98.17142857142858,200.0,250.0,2.0,
82,7,mysql,31408.417700700003,7.897574904512445,74.2057142857143,200.0,850.0,2.0,
83,7,payment,2.19851335,0.10507440636928374,32.085357142857156,200.0,200.0,2.0,313.28930817610063
85,7,rabbitmq,8482.73254985,11.734586081094088,33.11000000000001,200.0,406.0,2.0,
86,7,ratings,92.088099275,5.684060321048075,76.3889285714286,200.0,200.0,2.0,1241.4239182576673
87,7,redis,2.8571585,0.936518578637609,23.66,,,,
88,7,shipping,205.04283944999997,21.502393705452132,72.7482142857143,200.0,650.0,2.0,4179.559233742229
89,7,user,5.020110025000001,0.5007112360775821,33.83464285714286,200.0,200.0,2.0,8.035530821917808
90,7,web,0.008122142857142857,0.23428046900867308,15.707142857142859,200.0,200.0,2.0,699.9450542538135
91,8,cart,9.925186120000001,0.6543610754122747,35.8797142857143,200.0,200.0,3.0,110.93533593969086
92,8,catalogue,7.16576486,0.9767088479297257,33.245428571428576,200.0,200.0,3.0,29.13032638952617
93,8,dispatch,0.03778538,2.337158821801795,18.047714285714292,200.0,200.0,3.0,
94,8,mongodb,12.6070676,3.087495440451835,98.61428571428571,200.0,250.0,3.0,
95,8,mysql,31973.78063035,13.605450876694755,74.24428571428572,200.0,850.0,3.0,
96,8,payment,2.2935295000000004,0.2430807788462198,32.92285714285715,200.0,200.0,3.0,440.05964912280695
98,8,rabbitmq,8572.053271100001,13.118385538053904,34.300000000000004,200.0,406.0,3.0,
99,8,ratings,130.35680928999997,5.423249645752594,84.03771428571429,200.0,200.0,3.0,1425.1672687062292
100,8,redis,2.8571585,0.917893494252363,23.66,,,,
101,8,shipping,213.92625804999997,32.42540971539998,82.49285714285713,200.0,650.0,3.0,4588.273002210073
102,8,user,4.8832821299999996,0.5394578573355449,32.53399999999999,200.0,200.0,3.0,8.163254706773426
103,8,web,0.01390568888888889,0.2229646324414731,15.358857142857147,200.0,200.0,3.0,809.9185493164132
104,9,cart,9.2701101,1.5970327484715585,32.16142857142857,200.0,200.0,4.0,276.5772802442437
105,9,catalogue,5.16152985,3.0546488027486802,25.63,200.0,200.0,4.0,48.43076651359944
106,9,dispatch,0.0,1.5930323264606223,11.588571428571429,200.0,200.0,4.0,
107,9,mongodb,12.6070676,2.2607743570114787,99.41,200.0,250.0,4.0,
108,9,mysql,32279.63328075,5.450148493833599,74.12857142857142,200.0,850.0,4.0,
109,9,payment,2.2518203,0.3511430166651549,22.937142857142856,200.0,200.0,4.0,
111,9,rabbitmq,8646.640179,10.75370790333177,31.737142857142853,200.0,406.0,4.0,
112,9,ratings,0.0,1.4145941440300338,17.599999999999998,200.0,200.0,4.0,1577.113936927772
113,9,redis,3.0584926,0.7704040174543249,23.69,,,,
114,9,shipping,94.47453870000001,16.154073573485146,65.41571428571429,200.0,650.0,4.0,965.082901554404
115,9,user,4.1740302499999995,1.5817606599877523,30.97,200.0,200.0,4.0,21.91418120427687
116,9,web,0.0240574,0.8643357049376886,12.78,200.0,200.0,4.0,660.9034559576133
117,10,cart,10.9586684,1.0169762882206859,32.92642857142858,200.0,200.0,5.0,178.1399031811895
118,10,catalogue,9.766244324999999,1.1106547179670954,32.795,200.0,200.0,5.0,42.706229825693995
119,10,dispatch,0.0,1.817191189875506,11.848571428571432,200.0,200.0,5.0,
120,10,mongodb,12.609878,2.1203425887969667,98.92428571428572,200.0,250.0,5.0,
121,10,mysql,32355.258747,6.275972643760355,74.14428571428572,200.0,850.0,5.0,
122,10,payment,1.9850158333333334,0.16188706301695563,22.625,200.0,200.0,5.0,
124,10,rabbitmq,8713.0641914,10.843180909162951,31.180000000000003,200.0,406.0,5.0,
125,10,ratings,21.78771456666667,3.320540177002174,46.89857142857143,200.0,200.0,5.0,1560.1949152542372
126,10,redis,3.0782417,0.7295404116273639,23.75,,,,
127,10,shipping,72.7650864,6.969940753042816,71.7457142857143,200.0,650.0,5.0,2684.1590277777777
128,10,user,4.4353248333333335,0.49875502043004805,26.91571428571429,200.0,200.0,5.0,15.187201714230056
129,10,web,0.0171787,0.3171580242986721,12.917857142857144,200.0,200.0,5.0,602.4124174593866
130,11,cart,12.96810984,0.7600795724882877,27.519523809523808,200.0,250.0,1.0,148.24769209697303
131,11,catalogue,7.978913016666667,0.9007411150518327,24.792380952380945,200.0,250.0,1.0,35.16715615510976
132,11,dispatch,0.057145800000000004,2.0743440569984335,12.232857142857139,200.0,250.0,1.0,
133,11,mongodb,12.6894867,2.546840520130948,99.36,200.0,300.0,1.0,
134,11,mysql,32510.75426505,5.391236262212909,74.16714285714286,200.0,900.0,1.0,
135,11,payment,2.05951738,0.16067603950549886,23.024285714285707,200.0,250.0,1.0,421.425
137,11,rabbitmq,8772.39735305,9.87803947320417,32.89571428571429,200.0,456.0,1.0,
138,11,ratings,105.66740752000001,6.101192954506057,72.90333333333332,200.0,250.0,1.0,1882.913662526507
139,11,redis,3.1531543,0.8646605136341261,23.770000000000003,,,,
140,11,shipping,192.16236808333335,15.012594762344685,68.87476190476188,200.0,700.0,1.0,4043.3767541183647
141,11,user,4.70646792,0.5379512529991385,26.39285714285715,200.0,250.0,1.0,12.363943337176742
142,11,web,0.00858935,0.2882025236678863,11.896190476190478,200.0,250.0,1.0,837.4910538762624
143,12,cart,7.623628871428571,0.6571832242727191,26.260714285714293,200.0,250.0,2.0,129.34905283913523
144,12,catalogue,7.922914400000001,0.7834915156231318,24.77607142857143,200.0,250.0,2.0,31.05950591672135
145,12,dispatch,0.027222771428571428,2.1445975459585394,12.85642857142858,200.0,250.0,2.0,
146,12,mongodb,12.6894867,2.8646807575186406,99.40857142857142,200.0,300.0,2.0,
147,12,mysql,32950.449804799995,8.367360879404234,74.18714285714285,200.0,900.0,2.0,
148,12,payment,2.083385342857143,0.20458011368466236,24.461071428571433,200.0,250.0,2.0,408.0717131474103
150,12,rabbitmq,8853.9408046,12.751100211182058,32.31,200.0,456.0,2.0,
151,12,ratings,195.81943822857144,5.647765184435928,67.91821428571428,200.0,250.0,2.0,1819.8962421895626
152,12,redis,3.2019644,0.921737798434321,23.78,,,,
153,12,shipping,189.0481442857143,24.477325216192412,74.00321428571428,200.0,700.0,2.0,5113.037881384985
154,12,user,4.503024616666667,0.46684502659661387,23.963571428571434,200.0,250.0,2.0,11.776008954666999
155,12,web,0.01825576,0.23386645121157223,11.475714285714279,200.0,250.0,2.0,960.8322342471475
156,13,cart,10.1199898,0.9436171377391381,23.13,200.0,250.0,3.0,591.506300630063
157,13,catalogue,14.2332531,2.3273018978937037,19.77,200.0,250.0,3.0,99.78184826282202
158,13,dispatch,0.8073348,3.154838356106825,10.065714285714288,200.0,250.0,3.0,
159,13,mongodb,9.3496419,1.6340794538888603,94.09142857142858,200.0,300.0,3.0,
160,13,mysql,2550.40964195,2.7199861803229477,84.51142857142857,200.0,900.0,3.0,
161,13,payment,7.1596969,0.13869608689357668,18.310000000000002,200.0,250.0,3.0,
163,13,rabbitmq,1062.0289361,9.219297206389891,23.78,200.0,456.0,3.0,
164,13,ratings,310.3212533,9.11387469049591,64.34,200.0,250.0,3.0,4770.092664092664
165,13,redis,0.4501146,0.587766958504098,20.514285714285712,,,,
166,13,shipping,349.5155312,30.657258190400206,63.62714285714286,200.0,700.0,3.0,1392.7045454545453
167,13,user,11.5894345,1.414657728083212,23.979999999999997,200.0,250.0,3.0,37.82370225269344
168,13,web,0.0955351,0.611112985361976,8.598571428571429,200.0,250.0,3.0,1970.9758323691995
169,14,cart,8.951459100000001,0.6027748775889432,26.139999999999997,200.0,250.0,4.0,116.44121987211017
170,14,catalogue,6.9445750375,0.7729840562846318,24.680000000000003,200.0,250.0,4.0,28.90324886656508
171,14,dispatch,0.026558614285714287,2.4407562942337893,12.732285714285718,200.0,250.0,4.0,
172,14,mongodb,12.6894867,2.839355167981624,99.57857142857144,200.0,300.0,4.0,
173,14,mysql,33715.8154071,27.06643187093461,74.26714285714284,200.0,900.0,4.0,
174,14,payment,2.1622495375,0.1697909684752578,24.733714285714296,200.0,250.0,4.0,445.1189189189189
176,14,rabbitmq,8935.6030837,15.203882468218142,32.06428571428572,200.0,456.0,4.0,
177,14,ratings,223.65081327000001,5.247273792384353,48.53000000000002,200.0,250.0,4.0,1661.9814153846155
178,14,redis,3.2760541,0.9915241608061401,23.78,,,,
179,14,shipping,201.23249904999997,34.575036697588395,91.92257142857144,200.0,700.0,4.0,5431.560370490263
180,14,user,4.510017042857142,0.4226490706742842,24.600857142857148,200.0,250.0,4.0,11.719571460128119
181,14,web,0.018169312500000003,0.19179914896654196,11.406285714285717,200.0,250.0,4.0,1061.5406499241976
182,15,cart,8.3674939,1.671868687363173,23.58285714285714,200.0,250.0,5.0,282.5537175989086
183,15,catalogue,3.8747326,2.0254229683759415,19.70571428571429,200.0,250.0,5.0,32.72200158856235
184,15,dispatch,0.0,1.6735667729458832,10.17,200.0,250.0,5.0,
185,15,mongodb,12.6894867,1.9186252772231356,99.50714285714285,200.0,300.0,5.0,
186,15,mysql,34076.1591384,5.298558015803792,74.17714285714285,200.0,900.0,5.0,
187,15,payment,2.6744752,0.07189369097254547,17.52142857142857,200.0,250.0,5.0,
189,15,rabbitmq,9024.3896445,12.208071161675232,33.550000000000004,200.0,456.0,5.0,
190,15,ratings,6.8629536,1.3615051748676528,18.208571428571428,200.0,250.0,5.0,1909.9312977099235
191,15,redis,3.4917352,0.753049272470345,23.81,,,,
192,15,shipping,0.0,16.812926127807405,61.34000000000002,200.0,700.0,5.0,3254.770676691729
193,15,user,4.2402739,0.6851849289468721,20.371428571428574,200.0,250.0,5.0,6.006517016654598
194,15,web,0.0,0.858099839451471,8.944285714285714,200.0,250.0,5.0,1047.6895151975184
195,16,cart,11.793794349999999,0.9797683784309513,25.070000000000004,200.0,300.0,1.0,204.55057024135797
196,16,catalogue,6.467513866666667,1.1849491329552067,22.652857142857147,200.0,300.0,1.0,31.515730883148564
197,16,dispatch,0.0,1.8198697060310036,9.772142857142859,200.0,300.0,1.0,
198,16,mongodb,14.9355772,2.1625229689143706,98.20000000000002,200.0,350.0,1.0,
199,16,mysql,34093.75859195,4.161193454973657,74.15571428571427,200.0,950.0,1.0,
200,16,payment,2.3265245333333335,0.06492235293334261,17.562142857142856,200.0,300.0,1.0,894.1578947368421
202,16,rabbitmq,9090.5474479,10.737841386996442,31.38,200.0,506.0,1.0,
203,16,ratings,0.0,1.5046011610733672,21.530714285714282,200.0,300.0,1.0,2038.9507575757575
204,16,redis,3.4917352,0.7553691423155298,23.789999999999996,,,,
205,16,shipping,274.7574775,10.161558514056654,69.91,200.0,750.0,1.0,4694.3007641921395
206,16,user,4.324949650000001,0.5012051767076272,21.33857142857143,200.0,300.0,1.0,6.232654600301659
207,16,web,0.0,0.3772802419175355,10.06,200.0,300.0,1.0,870.8620760614998
208,17,cart,9.5449514,0.6518302653458877,20.855714285714278,200.0,300.0,2.0,166.1854655033463
209,17,catalogue,8.131435475,0.8641021870796554,19.224285714285717,200.0,300.0,2.0,29.00611267140261
210,17,dispatch,0.0,1.959886221272719,10.542857142857141,200.0,300.0,2.0,
211,17,mongodb,14.9355772,2.459980776089168,98.28999999999999,200.0,350.0,2.0,
212,17,mysql,34540.4535766,7.510936424428272,74.16999999999999,200.0,950.0,2.0,
213,17,payment,2.5030092666666666,0.14234131855494386,19.205238095238098,200.0,300.0,2.0,811.8770491803278
215,17,rabbitmq,9172.2212969,11.378429972735736,33.09,200.0,506.0,2.0,
216,17,ratings,173.80529779999998,6.3250949187953855,53.57142857142856,200.0,300.0,2.0,2001.5008377760853
217,17,redis,3.4917352,0.8483294449119269,23.78,,,,
218,17,shipping,188.42413296666666,20.91086944574435,70.19333333333333,200.0,750.0,2.0,6099.607906514172
219,17,user,4.3275941,0.45243225146009614,19.873809523809523,200.0,300.0,2.0,6.4311751082469035
220,17,web,0.0,0.2668384531117082,10.07904761904762,200.0,300.0,2.0,1076.1747366131087
221,18,cart,8.069221025,0.6121708204483386,19.39071428571429,200.0,300.0,3.0,137.68549327418026
222,18,catalogue,5.843054925,0.7425586374704898,18.49535714285714,200.0,300.0,3.0,25.365292347727088
223,18,dispatch,0.0,2.1973731215247017,10.90142857142857,200.0,300.0,3.0,
224,18,mongodb,14.9355772,2.678666906956283,98.34000000000002,200.0,350.0,3.0,
225,18,mysql,35165.9309734,15.548495334325322,74.22857142857143,200.0,950.0,3.0,
226,18,payment,2.4949884,0.14359026531326352,19.35571428571428,200.0,300.0,3.0,662.4687500000001
228,18,rabbitmq,9260.9891562,13.268923569583526,33.32999999999999,200.0,506.0,3.0,
229,18,ratings,240.01889765,6.224809127732361,51.019999999999996,200.0,300.0,3.0,1823.1734824867049
230,18,redis,3.4917352,0.933848423613452,23.72,,,,
231,18,shipping,179.530155,24.53339038697997,77.5564285714286,200.0,750.0,3.0,6413.6991481094
232,18,user,4.172093025000001,0.3761816681700168,19.26392857142857,200.0,300.0,3.0,6.372144985104271
233,18,web,0.0075402,0.23325440090323896,9.445357142857146,200.0,300.0,3.0,1212.7006625843933
234,19,cart,7.5634913699999995,0.8015736090056133,20.573714285714278,200.0,300.0,4.0,124.57602638746594
235,19,catalogue,5.6506083799999995,1.0485760737942609,18.81285714285715,200.0,300.0,4.0,24.928273600374794
236,19,dispatch,0.0217709,2.599277492798275,10.816000000000004,200.0,300.0,4.0,
237,19,mongodb,15.1110421,3.708369626062597,99.17999999999999,200.0,350.0,4.0,
238,19,mysql,35906.857867900006,21.41534489853083,74.34714285714286,200.0,950.0,4.0,
239,19,payment,2.56906097,0.17978143333567156,19.512857142857147,200.0,300.0,4.0,641.350332594235
241,19,rabbitmq,9367.39126145,17.162549004509525,33.800000000000004,200.0,506.0,4.0,
242,19,ratings,286.45928448,7.273392084101698,57.118571428571435,200.0,300.0,4.0,1871.6215024796422
243,19,redis,3.5458176,1.1199533832463353,23.72,,,,
244,19,shipping,200.13911314,24.34348003026467,79.26685714285719,200.0,750.0,4.0,5943.3062333510925
245,19,user,4.46831708,0.5652349589978433,19.052857142857135,200.0,300.0,4.0,8.477289113193944
246,19,web,0.00603216,0.2335608310830515,9.220285714285712,200.0,300.0,4.0,1280.6052544154409
247,20,cart,6.093226625,1.634955876368629,17.680000000000003,200.0,300.0,5.0,
248,20,catalogue,4.9448985,2.2031615990313003,17.782857142857143,200.0,300.0,5.0,44.81434058898848
249,20,dispatch,0.04358045,1.701486509776247,8.955714285714285,200.0,300.0,5.0,
250,20,mongodb,15.1110421,2.245834437160589,99.61999999999999,200.0,350.0,5.0,
251,20,mysql,36143.77687945,5.534938410155635,74.27999999999999,200.0,950.0,5.0,
252,20,payment,2.4877613,0.3316606498634804,15.36,200.0,300.0,5.0,
254,20,rabbitmq,9444.2726269,10.28752520840889,30.81,200.0,506.0,5.0,
255,20,ratings,44.21801645,3.1923615907862266,60.30142857142857,200.0,300.0,5.0,2364.3025830258302
256,20,redis,3.7633724,0.7556387045559738,23.72,,,,
257,20,shipping,115.29044475,15.920258812591467,69.63285714285715,200.0,750.0,5.0,1459.3366336633662
258,20,user,6.242911149999999,1.8861310341948234,20.669999999999998,200.0,300.0,5.0,23.007101086048458
259,20,web,0.010868,0.7925976669431483,8.16,200.0,300.0,5.0,1317.0521507115134
260,21,cart,11.969267783333335,0.9198900607417342,16.95357142857143,200.0,350.0,1.0,51.757382282521945
261,21,catalogue,7.089663775,2.196911298274868,17.942857142857143,200.0,350.0,1.0,38.221007685738684
262,21,dispatch,0.170972,2.4701006330298343,8.753571428571428,200.0,350.0,1.0,
263,21,mongodb,15.5673785,3.099931780007421,99.51,200.0,400.0,1.0,
264,21,mysql,36212.5787291,4.924422313687472,74.26571428571427,200.0,1000.0,1.0,
265,21,payment,2.1724964499999997,0.23680183903531185,15.339999999999995,200.0,350.0,1.0,500.8333333333333
267,21,rabbitmq,9517.82368115,12.527947241839456,33.52,200.0,556.0,1.0,
268,21,ratings,61.483452633333336,5.158129134956728,56.74285714285713,200.0,350.0,1.0,3675.5709677419354
269,21,redis,3.7983045,1.1090506141305856,23.699999999999996,,,,
270,21,shipping,221.05578889999998,11.516945296295999,63.45785714285713,200.0,800.0,1.0,1930.1884164222874
271,21,user,5.83903235,1.1977191822256377,17.26928571428571,200.0,350.0,1.0,30.851366469554097
272,21,web,0.050193650000000006,0.6569959978765427,9.17357142857143,200.0,350.0,1.0,1395.7473915943963
273,22,cart,10.342294587500001,0.7216579713783251,15.234761904761907,200.0,350.0,2.0,28.744657889056764
274,22,catalogue,6.138451116666666,0.8585941354307798,17.111904761904764,200.0,350.0,2.0,29.861977139579665
275,22,dispatch,0.11398133333333334,2.0089331144652296,8.571904761904761,200.0,350.0,2.0,
276,22,mongodb,15.8576052,2.516970401490989,98.47285714285714,200.0,400.0,2.0,
277,22,mysql,36435.262073,6.941782000783216,74.29714285714284,200.0,1000.0,2.0,
278,22,payment,2.10427212,0.17599998517825327,15.890476190476187,200.0,350.0,2.0,471.7647058823529
280,22,rabbitmq,9591.07830945,11.706734497255699,33.12,200.0,556.0,2.0,
281,22,ratings,149.71096433333332,5.824734142599391,54.34476190476192,200.0,350.0,2.0,3199.730930537352
282,22,redis,3.8122755,0.843072937655015,23.680000000000003,,,,
283,22,shipping,188.24776690000002,20.833043876568038,64.27857142857142,200.0,800.0,2.0,4627.447596988998
284,22,user,5.33727266,0.5078647081829625,17.600952380952382,200.0,350.0,2.0,24.289949050486335
285,22,web,0.02932786,0.2525682302122537,8.555714285714286,200.0,350.0,2.0,1705.9295407724924
286,23,cart,9.15754921,0.6184631315611389,15.798214285714286,200.0,350.0,3.0,22.91422805247225
287,23,catalogue,5.4948182125,0.8174616528084219,16.25964285714286,200.0,350.0,3.0,25.024518388791595
288,23,dispatch,0.085486,2.213205529057866,9.096785714285712,200.0,350.0,3.0,
289,23,mongodb,15.8576052,2.3542169467491765,98.58000000000001,200.0,400.0,3.0,
290,23,mysql,37354.261154349995,36.15318721537756,74.37714285714286,200.0,1000.0,3.0,
291,23,payment,2.0520250125,0.1680410684936983,16.419642857142854,200.0,350.0,3.0,395.64016736401675
293,23,rabbitmq,9673.02618075,13.177666241315844,25.610000000000007,200.0,556.0,3.0,
294,23,ratings,244.1556917375,6.075490349681316,48.78964285714284,200.0,350.0,3.0,2663.3487606028166
295,23,redis,3.8122755,0.9095340348726761,23.66,,,,
296,23,shipping,181.9148689625,29.091085939857248,86.78714285714288,200.0,800.0,3.0,5365.70329852478
297,23,user,5.2493723125,0.4305536898323036,16.392142857142854,200.0,350.0,3.0,21.056129409471836
298,23,web,0.025334750000000003,0.24936574156731336,8.228571428571431,200.0,350.0,3.0,1735.8412619999117
299,24,cart,16.03650645,0.8577592098510415,24.33000000000001,200.0,350.0,4.0,507.199819880671
300,24,catalogue,17.9373645,1.6066328769377567,21.18928571428571,200.0,350.0,4.0,105.92781386171174
301,24,dispatch,1.54275245,4.06922451840318,10.576428571428574,200.0,350.0,4.0,
302,24,mongodb,9.3496419,2.021656279358664,95.08000000000001,200.0,400.0,4.0,
303,24,mysql,2608.9645047,3.8719565698069047,84.52,200.0,1000.0,4.0,
304,24,payment,6.0797999,0.1623607232794213,18.065,200.0,350.0,4.0,
306,24,rabbitmq,1131.9983768,11.322710466258572,32.31,200.0,556.0,4.0,
307,24,ratings,120.90774035,5.340739430969791,83.02571428571427,200.0,350.0,4.0,4300.316209317166
308,24,redis,0.4501146,0.6784917843747981,20.789999999999996,,,,
309,24,shipping,332.4358777,30.417594382902337,66.57571428571428,200.0,800.0,4.0,3295.8315315315313
310,24,user,13.310432850000002,0.9091851710586746,22.185000000000006,200.0,350.0,4.0,83.00889920680983
311,24,web,0.17232219999999998,0.5474324960782216,9.727142857142857,200.0,350.0,4.0,2111.646954334983
312,25,cart,8.393565075,0.5763387561781639,15.872,200.0,350.0,5.0,22.782031440905758
313,25,catalogue,5.15088175,0.7460647583629338,16.54514285714286,200.0,350.0,5.0,23.532710280373834
314,25,dispatch,0.0896073,2.3910740658206024,9.443142857142854,200.0,350.0,5.0,
315,25,mongodb,16.0443438,2.8723723069442006,98.72857142857143,200.0,400.0,5.0,
316,25,mysql,38417.506183499994,47.181993915780424,74.38571428571429,200.0,1000.0,5.0,
317,25,payment,2.034896233333333,0.19221737751464296,16.57428571428572,200.0,350.0,5.0,394.2518703241895
319,25,rabbitmq,9772.539549,15.438940782860419,32.13999999999999,200.0,556.0,5.0,
320,25,ratings,281.95930099,6.121394059914862,39.258571428571436,200.0,350.0,5.0,2305.374129353234
321,25,redis,3.8122755,0.8944091998402157,23.66,,,,
322,25,shipping,175.83617565,31.478354749060355,88.89428571428569,200.0,800.0,5.0,5105.24631285565
