,CPU usage [%],Memory usage [%],Average response time [ms],Failures [%],Number of pods,CPU limit,Memory limit,Given memory limit
0,0.0515052351529,0.00021199350129428042,,,,200.0,200.0,
11,,,,,,,,
13,,,,,,200.0,200.0,
26,,,,,,200.0,400.0,
32,,,,,,,,
39,,,,,,200.0,400.0,
43,,,,,,,,
52,,,,,,400.0,200.0,
53,,,,,,,,
64,,,,,,,,
65,,,,,,400.0,200.0,
74,,,,,,,,
78,,,,,,400.0,400.0,
90,,,,,,400.0,400.0,
