,index,Iteration,pod,datapoint_x,cpu throttled total,datapoint_y,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
0,6,1,webui,135.82258064516128,275.29914652499997,13.5,42.06054767904096,52.294615384615376,200.0,600.0,1.0,5626.591171251109
1,13,2,webui,257.1732026143791,831.64312897,65.5,59.66000727413301,53.63430769230767,200.0,600.0,2.0,1122.8773904160992
2,20,3,webui,268.6304347826087,343.80284187777767,65.5,38.8892532048735,40.977076923076865,200.0,600.0,3.0,590.2123268075368
3,27,4,webui,140.92307692307693,165.9283249,13.5,25.976244706918635,61.96000000000002,200.0,600.0,4.0,726.805795245783
4,34,5,webui,172.37313432835822,223.2436485125,26.5,43.598308520140684,68.53346153846157,200.0,600.0,5.0,662.475364946032
5,41,6,webui,203.11167512690355,264.97359086666665,39.5,44.91971038540401,66.99435897435897,200.0,700.0,1.0,582.2199105131053
6,48,7,webui,242.25283018867924,269.6419877461538,52.5,39.88154896029491,65.56153846153846,200.0,700.0,2.0,552.2589090631125
7,55,8,webui,269.5869565217391,257.52097799374997,65.5,32.73086201356149,64.4144615384616,200.0,700.0,3.0,546.9637119928968
8,62,9,webui,141.98461538461538,162.334395,13.5,25.354125015679934,49.73692307692308,200.0,700.0,4.0,716.9006999255398
9,69,10,webui,174.48461538461538,246.36463496666667,26.5,42.753674889388364,55.08846153846153,200.0,700.0,5.0,633.4906475523535
10,76,11,webui,204.04188481675394,267.1483000222222,39.5,45.77487971234696,53.345128205128205,200.0,800.0,1.0,554.8241596890049
11,83,12,webui,239.48461538461538,262.69889852500006,52.5,39.886574295529044,53.39653846153847,200.0,800.0,2.0,536.5788694638456
12,90,13,webui,132.16666666666666,322.38304615,13.5,41.00929987936093,40.62384615384615,200.0,800.0,3.0,5710.937085213698
13,97,14,webui,270.70588235294116,252.36505611333334,65.5,33.43187711552694,53.60030769230769,200.0,800.0,4.0,535.3682131354786
14,104,15,webui,140.83333333333334,180.1203059,13.5,24.811511545302707,44.3246153846154,200.0,800.0,5.0,737.5104569032117
15,111,16,webui,174.47761194029852,254.35081836250004,26.5,43.43063665299281,48.6573076923077,200.0,900.0,1.0,644.4551960638139
16,118,17,webui,205.78787878787878,261.4073582583333,39.5,44.900130577079885,49.3425641025641,200.0,900.0,2.0,579.7405855187519
17,125,18,webui,239.37313432835822,258.65102888125,52.5,38.47243747791306,49.007692307692345,200.0,900.0,3.0,565.9849683013098
