,index,Iteration,pod,datapoint_x,cpu throttled total,datapoint_y,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
0,6,1,webui,132.16666666666666,312.40282755,13.5,41.18541330584814,52.30384615384616,200.0,600.0,1.0,4896.2127101987335
1,13,2,webui,253.16666666666666,816.92193104,65.5,61.468838365768974,53.815384615384644,200.0,600.0,2.0,1127.2637915562773
2,20,3,webui,264.258785942492,347.02668204666674,65.5,37.51563482490825,39.40184615384611,200.0,600.0,3.0,583.7432012333821
3,27,4,webui,140.83333333333334,175.0690024,13.5,25.88503346340804,62.346923076923076,200.0,600.0,4.0,729.5359076622382
4,34,5,webui,173.83333333333334,246.490614475,26.5,43.50791509888451,66.23076923076925,200.0,600.0,5.0,676.8411679209328
5,41,6,webui,205.78787878787878,257.5659304583333,39.5,44.934606052668066,66.82923076923075,200.0,700.0,1.0,601.3925451484038
6,48,7,webui,238.78787878787878,254.6987283375,52.5,38.71902674620394,64.61480769230772,200.0,700.0,2.0,559.258426314591
7,55,8,webui,272.23952095808386,243.01746805500005,65.5,31.807885015526075,63.74507692307689,200.0,700.0,3.0,547.8051950344084
8,62,9,webui,138.74242424242425,173.87752934999997,13.5,25.008499112844227,47.54846153846153,200.0,700.0,4.0,733.2815250927001
9,69,10,webui,172.1153846153846,249.751832525,26.5,43.59326128856659,56.709615384615404,200.0,700.0,5.0,625.9567318855635
10,76,11,webui,206.83333333333334,266.4003298083333,39.5,46.19593664255237,55.688974358974356,200.0,800.0,1.0,549.5922048454902
11,83,12,webui,241.18421052631578,258.63760546249995,52.5,39.484337100852606,54.3828846153846,200.0,800.0,2.0,528.0733167982511
12,90,13,webui,133.16666666666666,274.66271185,13.5,40.78758249636586,40.464615384615385,200.0,800.0,3.0,5056.178118266699
13,97,14,webui,265.07232704402514,251.974324455,65.5,33.6871956596451,54.76523076923075,200.0,800.0,4.0,524.1522548219494
14,104,15,webui,140.83333333333334,163.471605925,13.5,24.68819857860135,45.24,200.0,800.0,5.0,730.5777058518902
15,111,16,webui,172.1153846153846,243.03973181249998,26.5,44.865463555932706,49.15346153846154,200.0,900.0,1.0,626.3922957728646
16,118,17,webui,206.83333333333334,261.7593205916666,39.5,45.75961678978547,49.335384615384605,200.0,900.0,2.0,557.6761371864515
17,125,18,webui,238.4770992366412,260.59267750000004,52.5,39.31989403697196,49.09173076923074,200.0,900.0,3.0,539.5062373619536
18,132,19,webui,274.1144578313253,252.05593611999993,65.5,33.924231206329594,49.06553846153845,200.0,900.0,4.0,540.4440333975593
19,139,20,webui,139.78787878787878,161.23971202500002,13.5,27.35667732882168,42.04076923076923,200.0,900.0,5.0,723.1421535414603
20,146,21,webui,166.92307692307693,236.1390489875,26.5,44.86101074763471,45.73384615384613,200.0,1000.0,1.0,631.5945879635448
21,153,22,webui,203.06532663316582,266.7674637636364,39.5,45.748864729067144,44.81897435897434,200.0,1000.0,2.0,565.3243723952554
22,160,23,webui,236.16666666666666,264.8351992125,52.5,39.783134951260564,44.96346153846155,200.0,1000.0,3.0,560.8136423945765
23,167,24,webui,165.21875,457.0476444125,26.5,57.35056660766573,48.761923076923054,200.0,1000.0,4.0,2641.9725360171356
24,174,25,webui,272.4878048780488,264.3676745833333,65.5,33.784618256116765,44.12584615384617,200.0,1000.0,5.0,560.8042680516209
25,181,26,webui,140.83333333333334,156.94977595,13.5,26.650336861234102,36.02692307692307,300.0,600.0,1.0,715.1822558074447
26,188,27,webui,172.78125,258.4449385,26.5,44.58373212024578,38.889615384615375,300.0,600.0,2.0,625.0310147125739
27,195,28,webui,206.83333333333334,264.9091334166667,39.5,45.982196249351226,40.548461538461524,300.0,600.0,3.0,561.9134523136155
28,202,29,webui,238.38697318007664,244.76752338,52.5,39.75501685697073,39.727115384615374,300.0,600.0,4.0,538.3147679936999
29,209,30,webui,272.6595744680851,258.3682850789474,65.5,32.907084736725636,39.23015384615384,300.0,600.0,5.0,535.9652241379029
30,216,31,webui,200.92592592592592,573.8161861181819,39.5,59.32066450383129,48.95615384615382,300.0,700.0,1.0,1725.8154584054098
31,223,32,webui,225.55128205128204,753.9130846571428,52.5,60.81750229068833,49.054615384615396,300.0,700.0,2.0,1319.02940373342
32,230,33,webui,269.75232198142413,761.0316285588236,65.5,59.35482430738211,49.30907692307687,300.0,700.0,3.0,1083.6938102985523
33,237,34,webui,133.16666666666666,266.3238018,13.5,40.866926299257166,35.77846153846154,300.0,700.0,4.0,4441.1258051529785
34,244,35,webui,162.05172413793105,472.88048265,26.5,57.061850793640296,40.16538461538461,300.0,700.0,5.0,2523.323744246548
35,251,36,webui,196.42307692307693,590.2664015500001,39.5,58.52408240536548,42.467948717948744,300.0,800.0,1.0,1757.8318971827746
36,258,37,webui,235.42125984251967,725.9200881583333,52.5,59.10938744535208,42.7109615384615,300.0,800.0,2.0,1372.6830939119063
37,265,38,webui,167.28125,484.97300700000005,26.5,58.066261802160774,62.022307692307706,300.0,800.0,3.0,2759.30722725265
38,272,39,webui,254.51324503311258,778.7509414888888,65.5,60.153555715103344,42.58600000000003,300.0,800.0,4.0,1140.24197573717
