,Iteration,pod,cpu throttled total,cpu usage,latency95,median latency,memory usage,average response time,average rps,cpu limit,memory limit,number of pods,RPS,rps delta,ratio response time,ratio cpu usage,ratio memory usage
0,1,webui,230.251374,64.18509924408842,13027.042857142853,7540.088704144567,88.17857142857143,6051.726323375679,8.950374328796372,300.0,400.0,1.0,50.0,-0.8209925134240725,13730.445080800673,116.88058519686611,160.5725184158584
1,2,webui,298.24202149999996,63.35856196997921,6804.854321188221,917.1425613979625,88.53714285714285,5340.788997078746,24.213062321967747,300.0,400.0,2.0,50.0,-0.515738753560645,1390.148522850765,96.03502774777118,134.19917855810647
2,3,webui,316.8581869166667,59.99876226417285,7813.476007925442,529.2979182236191,88.69238095238096,4265.844195292252,34.09655719624229,300.0,400.0,3.0,50.0,-0.3180688560751543,697.6511015959662,79.08249994346345,116.90266510448657
3,4,webui,394.01372159999994,60.3945728742905,5433.277106131128,385.028708283637,90.91321428571428,3027.8763567670726,37.39826702083027,300.0,400.0,4.0,50.0,-0.25203465958339466,482.0692877057376,75.61609848934683,113.82649529984648
4,5,webui,421.4965631,63.950299998241945,6550.733457961213,341.5466954197087,92.08685714285711,2538.486984174683,50.12949851679769,300.0,400.0,5.0,50.0,0.0025899703359537796,340.66209961022867,63.78467061827116,91.8483549145259
5,6,webui,181.7708314,80.47045324647318,19932.575757575756,7540.088704144567,77.23285714285714,5987.192805674795,11.6,300.0,450.0,1.0,50.0,-0.768,13330.876828927594,142.2717613397646,136.54769142857143
6,7,webui,277.879612825,71.19930716221742,11983.636688123059,2904.351427991577,83.31500000000001,5663.051776789829,22.885991468002775,300.0,450.0,2.0,50.0,-0.5422801706399445,4479.323615961216,109.80927959959051,128.495072416867
7,8,webui,339.68469208,57.1253363922249,7290.118918481442,582.8237742728669,85.51761904761904,4134.2553857889425,34.21467659579126,300.0,450.0,3.0,50.0,-0.3157064680841748,766.825009564042,75.1601745827346,112.5160845161108
8,9,webui,379.12829815,67.33517035180279,6348.402842005344,490.917615510679,84.30178571428574,3073.155601853061,40.30016350140733,300.0,450.0,4.0,50.0,-0.19399672997185335,586.1540276053304,80.39797321215022,100.6560564736451
9,10,webui,386.90543841249996,52.43600800166154,7677.352162676668,244.5393026656304,84.79942857142856,2687.240889003081,46.84181425668464,300.0,450.0,5.0,50.0,-0.06316371486630715,259.9853134528079,55.74806105980589,90.15567549854005
