,Iteration,pod,cpu throttled total,cpu usage,latency95,median latency,memory usage,average response time,average rps,cpu limit,memory limit,number of pods,RPS,rps delta,ratio response time,ratio cpu usage,ratio memory usage
0,1,webui,217.81834725,49.38104442617733,11054.084909903535,1141.2570290820315,77.66571428571429,4338.502698028724,7.671428571428572,300.0,400.0,1.0,10.0,-0.23285714285714282,1407.0068801397047,60.87977334255863,95.75073061224491
1,2,webui,228.978963325,51.3481092967618,7409.206349206346,400.71138533164464,82.81500000000001,3503.9257056543684,8.771428571428572,300.0,400.0,2.0,10.0,-0.12285714285714278,449.9416412438181,57.65659129607825,92.98941428571429
2,3,webui,255.86570043333333,39.948532705268285,5438.424931376054,95.40580933653689,84.90333333333335,2424.493080848628,10.528571428571428,300.0,400.0,3.0,10.0,0.052857142857142846,90.36293084303423,37.836967405132675,80.41558571428574
3,4,webui,285.4940456375,37.98041536046559,4379.287878787878,77.29192434549577,84.45357142857141,2209.3557146224693,10.414285714285715,300.0,400.0,4.0,10.0,0.04142857142857146,74.08983033689665,36.40694100981773,80.95478061224487
4,5,webui,284.27552141,31.355060102528796,2099.0972222222194,53.550925925925924,84.84714285714284,1799.1065946614622,11.585714285714285,300.0,400.0,5.0,10.0,0.15857142857142853,45.059279100529096,26.383043429127802,71.39281020408161
5,6,webui,152.986748,70.3504868984477,12958.886562998403,1141.2570290820315,68.09714285714287,3395.0945236539396,9.96,300.0,450.0,1.0,10.0,-0.003999999999999915,1145.8220571983597,70.63188884604149,68.36953142857145
6,7,webui,196.00908566666666,57.604904315606625,8507.441963988149,1141.2570290820315,72.91714285714285,3582.9476839797276,9.071354300568458,300.0,450.0,2.0,10.0,-0.09286456994315415,1247.239372282336,62.95435898149197,79.68856197005495
7,8,webui,247.1481084333333,39.386017204517856,3900.3294489240266,131.31450363956424,74.20047619047621,2455.0063169156833,9.557127157856984,300.0,450.0,3.0,10.0,-0.044287284214301614,137.13006638370956,41.13031694252371,77.48661376836034
8,9,webui,266.163974475,32.819225368451534,1391.9047619047599,45.54615027829315,75.675,1934.179042834832,10.857142857142858,300.0,450.0,4.0,10.0,0.08571428571428577,41.64219454015373,30.006148908298545,69.18857142857142
9,10,webui,266.39034961,29.864178003861426,2182.4730300081646,33.25126816293524,76.42085714285713,1512.8387333608366,11.885747161000328,300.0,450.0,5.0,10.0,0.1885747161000328,26.980919709143667,24.23254911522241,62.00981570302168
10,11,webui,158.96555015,68.70198781522856,13845.166666666666,1141.2570290820315,63.21,3439.6737554886795,9.666666666666666,300.0,500.0,1.0,10.0,-0.033333333333333395,1179.2989300514328,70.99205407573619,65.31700000000001
11,12,webui,211.7550744,62.403447444662355,5706.394557823128,157.43724293772274,65.26285714285714,3172.917067135982,10.642857142857142,300.0,500.0,2.0,10.0,0.06428571428571424,147.3162773202977,58.3917972517912,61.06738775510204
12,13,webui,247.50970126666667,35.673810023281035,3990.8496662328857,93.80250058446349,67.15000000000002,2223.763285635241,11.343525938704401,300.0,500.0,3.0,10.0,0.1343525938704401,81.19989131940734,30.880941113411925,58.12822332159997
13,14,webui,258.87548911249996,29.710192609133536,3616.6480747449064,54.159984005965875,68.65892857142858,1657.022288134305,11.085435065024438,300.0,500.0,4.0,10.0,0.10854350650244378,48.28126942984206,26.48534412447519,61.20644771158489
14,15,webui,263.51930108,28.131988564232312,2975.833562382106,35.77557491686682,68.7577142857143,1370.9652897199255,11.500067185860216,300.0,500.0,5.0,10.0,0.15000671858602158,30.40899831805925,23.91200127241234,58.44359518823908
15,16,webui,166.21029555,86.48032610940754,15345.916597526759,1141.2570290820315,55.607142857142854,4413.310150805455,10.233333333333333,300.0,550.0,1.0,10.0,0.02333333333333325,1114.627698403451,84.46245183352137,54.30964285714286
16,17,webui,208.79455145,53.96509463176828,6938.4195159184765,882.3007385009107,58.860000000000014,3609.3458438967123,9.157090005285186,300.0,550.0,2.0,10.0,-0.08429099947148141,956.6707495835785,58.5138663948531,63.82136822889141
17,18,webui,244.4597494,32.79711965930698,4410.2551020408155,116.3948848770277,60.602380952380955,2416.5065085850824,11.042857142857143,300.0,550.0,3.0,10.0,0.10428571428571427,104.25656116842339,29.376848609122106,54.28241836734694
18,19,webui,262.162775775,38.01111800157969,4676.595037054472,60.86213959245681,62.79857142857145,1893.240435973717,11.342822872571087,300.0,550.0,4.0,10.0,0.13428228725710872,52.689432280620274,32.906898135127705,54.36583562066395
19,20,webui,263.02764106999996,24.857945134915717,3228.186166459682,45.654294826865595,63.18828571428575,1583.2553928495654,9.514290003285756,300.0,550.0,5.0,10.0,-0.04857099967142435,47.871769565900394,26.06532037989599,66.25740391895219
20,21,webui,144.243996,71.05412409536476,11097.963320463317,1141.2570290820315,50.33142857142857,3027.6094925060675,11.25,300.0,600.0,1.0,10.0,0.125,998.5999004467776,62.172358583444165,44.04
21,22,webui,240.36394884999999,56.14067732270908,4921.992469336218,198.2133838383838,55.70214285714287,2648.461844854334,10.800062865714915,300.0,600.0,2.0,10.0,0.08000628657149153,182.35506704870502,51.64907020451078,51.24562125306813
22,23,webui,245.95513223333333,33.165308997067015,3960.0427597406756,76.22325577237338,56.44666666666666,1780.2358124746054,11.585768590857686,300.0,600.0,3.0,10.0,0.15857685908576863,64.13601128269923,27.906058465703147,47.49553156080531
23,24,webui,264.838314625,31.159715368719468,4499.130275974741,41.43663569207978,58.668928571428566,1371.5779528301152,11.27144287971443,300.0,600.0,4.0,10.0,0.12714428797144298,36.16820415107822,27.197935544770804,51.20950942216683
24,25,webui,258.25335238,28.53685498678706,3666.735499411366,39.932449196108315,58.83257142857141,1158.9339541719517,12.114360100288172,300.0,600.0,5.0,10.0,0.2114360100288172,31.489291467404726,22.50313622960985,46.393247265978886
25,26,webui,125.0286791,72.41524144463855,9693.395440895441,1141.2570290820315,70.04714285714286,2870.2434926423684,10.816666666666668,350.0,400.0,1.0,10.0,0.08166666666666682,1048.0543717069988,66.50133005999307,64.32662619047619
26,27,webui,190.16520429999997,52.751492604342836,3788.6698717948707,106.41361089890502,83.99285714285715,1955.0013105373084,11.12857142857143,350.0,400.0,2.0,10.0,0.11285714285714299,94.40407481174287,46.79810986756699,74.51366326530612
27,28,webui,212.06989472499998,28.57768202324798,1142.0833611129622,25.4689149015236,82.58904761904763,1352.8394180760326,11.014308573714514,350.0,400.0,3.0,10.0,0.10143085737145138,22.885581026741527,25.679023233941223,74.211969709556
28,29,webui,205.56848055,24.860989104519472,1101.3560173160135,29.781343823432913,82.49535714285716,1035.3685543775557,8.771467153571814,350.0,400.0,4.0,10.0,-0.12285328464281857,33.44007973321876,27.915243275479014,92.63018273563956
29,30,webui,212.91591533000002,24.312918560347445,2403.337962962962,37.77003205128205,83.10742857142857,851.9367378002844,11.057142857142859,350.0,400.0,5.0,10.0,0.10571428571428587,33.77720009157508,21.742695741110712,74.32178612244897
30,31,webui,150.37269595,63.799003349773386,11767.599206349205,1141.2570290820315,69.8957142857143,2815.332845748224,12.7001800792018,350.0,450.0,1.0,10.0,0.27001800792018005,833.0970795643984,46.572123557974685,51.02261275212766
31,32,webui,187.00250742500003,50.918846937424604,3788.7374175824157,118.93095169365309,74.23928571428573,2145.2206564038524,11.45738166870623,350.0,450.0,2.0,10.0,0.14573816687062296,101.59817280964147,43.4980275255985,63.419788304501296
32,33,webui,235.67496688,30.24436481360216,2559.7984191890455,34.83538289376789,76.24809523809525,1587.0457096698156,11.128715895608805,350.0,450.0,3.0,10.0,0.11287158956088046,30.903457853586406,26.83063528183172,67.64185152758203
33,34,webui,185.19514654,28.087755675646626,3052.3285399525994,42.350788144560276,76.36535714285718,1202.0712722261376,11.35725064044827,350.0,450.0,4.0,10.0,0.13572506404482693,36.60272471129094,24.275543237694038,66.00066415383681
34,35,webui,216.0822457,21.75358943526172,1060.6394046932762,29.806646973322177,76.10171428571427,1014.8903704103432,11.214297402571662,350.0,450.0,5.0,10.0,0.12142974025716616,26.18723357341462,19.112056720476858,66.86070288687492
35,36,webui,150.6096315,70.12381757395914,10341.31864143116,1141.2570290820315,61.542857142857144,3107.084449519461,10.899999999999999,350.0,500.0,1.0,10.0,0.08999999999999986,1038.543896464649,63.812673992302834,56.00400000000001
36,37,webui,189.37810617500003,38.943187770514434,5342.94521299956,115.63504749725978,66.53142857142856,2274.8097496636506,9.72857142857143,350.0,500.0,2.0,10.0,-0.027142857142857045,118.7737130721854,40.00021715285697,68.33728163265305
37,38,webui,195.12795108333333,37.79622325346443,1235.1040181075462,31.47958908277914,67.27095238095238,1480.8735364341517,11.728657151429429,350.0,500.0,3.0,10.0,0.1728657151429429,26.037847403578546,31.262552091051976,55.64211108927219
38,39,webui,217.09646809999998,25.321554021673457,3287.7473741404638,56.30006521802632,66.12142857142855,1096.262916416945,11.257084322142271,350.0,500.0,4.0,10.0,0.1257084322142271,49.22267228590949,22.13842116438103,57.80940744994927
