,Iteration,pod,cpu throttled total,cpu usage,latency95,median latency,memory usage,average response time,average rps,cpu limit,memory limit,number of pods,RPS,rps delta,ratio response time,ratio cpu usage,ratio memory usage
0,1,webui,157.424878,42.09893064813959,12358.313662470571,1738.158111794585,71.58,4367.617704670041,7.314282875999972,300.0,400.0,1.0,10.0,-0.2685717124000028,2204.9782123012124,53.4055125425194,90.80436317359221
1,2,webui,252.74637969999998,49.74159437099334,8566.203699526888,1282.1621580898898,83.76285714285714,4444.373168356188,8.728260796716926,300.0,400.0,2.0,10.0,-0.1271739203283074,1445.219746230784,56.06742793053303,94.41530806361425
2,3,webui,259.2656008833333,43.95008444009198,4291.540517924621,114.63635955448625,85.33476190476192,3168.1162885709296,10.914370054429416,300.0,400.0,3.0,10.0,0.09143700544294156,104.15435412194368,39.931420329925544,77.53200681600408
3,4,webui,270.7817020375,38.74728641485989,4711.070664792038,78.34724828808696,84.43107142857143,2499.404372101952,9.30125609257594,300.0,400.0,4.0,10.0,-0.06987439074240598,83.82171452856105,41.45472944601973,90.33064110437142
4,5,webui,287.64745081250004,30.807746294513287,4421.1955661249785,72.18677634922383,85.21428571428572,2170.4779821799084,12.114472440110848,300.0,400.0,5.0,10.0,0.21144724401108483,56.923081436135895,24.293533246345742,67.19595984962685
5,6,webui,198.6853078,73.08658438212565,14268.262460072805,1738.158111794585,65.56857142857142,3878.253987667103,9.132931015215926,300.0,450.0,1.0,10.0,-0.08670689847840744,1888.8684107333784,79.42369543428018,71.25381889480276
6,7,webui,239.051297825,60.61438288299151,8075.979012236502,246.92388425246767,74.0557142857143,3652.7669671886465,11.850100037985653,300.0,450.0,2.0,10.0,0.1850100037985653,201.24049548896213,49.40011567556155,60.35466630440883
7,8,webui,259.76620180000003,34.11006285399981,3906.876454557226,59.25555257552577,74.57904761904761,2368.213346124383,10.899587685786903,300.0,450.0,3.0,10.0,0.08995876857869031,53.92499603438163,31.041563603512255,67.87000833346659
8,9,webui,260.5554367285714,42.480156606883206,3277.506412895308,76.7415060936503,75.05535714285713,1874.8026227968014,10.956863205924282,300.0,450.0,4.0,10.0,0.09568632059242824,69.3983937388275,38.41538672298042,67.8735861771065
9,10,webui,292.28237041666665,34.32905179747368,1255.8938398102966,65.48930960870014,74.96400000000001,1582.9912885667873,11.471636002759285,300.0,450.0,5.0,10.0,0.14716360027592845,55.85166702709887,29.277064940898622,63.93202786891531
