,Iteration,pod,cpu throttled total,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
0,1,auth,,,,,,,7.336211160573767
1,1,image,,,,,,,3.8389216349405735
3,1,persistence,,,,,,,6.858934169278998
4,1,recommender,,,,,,,4.207520540349816
5,1,registry,,,,,,,1.467045800751498
6,1,webui,755.01279151,80.5517349763631,69.53064516129031,100.0,500.0,1.0,12509.717322050772
7,2,auth,,,,,,,4.443650949119728
8,2,image,,,,,,,3.827522700198704
10,2,persistence,,,,,,,4.134220274787507
11,2,recommender,,,,,,,3.8819575970431934
12,2,registry,,,,,,,0.7626405053359335
13,2,webui,2746.3418781180003,89.38027990591983,71.95400000000015,100.0,500.0,2.0,1767.672446456998
14,3,auth,,,,,,,4.453943984888321
15,3,image,,,,,,,3.8619733516822383
17,3,persistence,,,,,,,4.204680758097111
18,3,recommender,,,,,,,3.8216349304908763
19,3,registry,,,,,,,0.7691146854745803
20,3,webui,772.1551804333334,81.11098467627625,58.762903225806454,100.0,500.0,3.0,13763.444884177898
21,4,auth,,,,,,,4.384255020253144
22,4,image,,,,,,,3.8092711592343984
24,4,persistence,,,,,,,4.1423309696133614
25,4,recommender,,,,,,,3.7121402252363866
26,4,registry,,,,,,,0.7336893772784788
27,4,webui,1358.303541738889,89.7111736295538,65.94580645161285,100.0,500.0,4.0,5817.111300941207
28,5,auth,,,,,,,4.3006257026859025
29,5,image,,,,,,,3.741954000751324
31,5,persistence,,,,,,,4.038556657335571
32,5,recommender,,,,,,,3.6046380038031627
33,5,registry,,,,,,,0.7077128615344236
34,5,webui,1943.9967353666664,93.10309545167271,68.82559139784954,100.0,500.0,5.0,3236.6450686727862
35,6,auth,,,,,,,4.235576049259073
36,6,image,,,,,,,3.717762328113945
38,6,persistence,,,,,,,3.9945303463710813
39,6,recommender,,,,,,,3.643245943576358
40,6,registry,,,,,,,0.6939872941779373
41,6,webui,2422.9943354274997,89.56570713522461,68.21443548387106,100.0,550.0,1.0,2138.212338734332
42,7,auth,,,,,,,4.276712004759968
43,7,image,,,,,,,3.7886472962940045
45,7,persistence,,,,,,,4.09433822823453
46,7,recommender,,,,,,,3.567083643954078
47,7,registry,,,,,,,0.712725606432356
48,7,webui,2896.236723444898,87.20455741239583,67.40361290322585,100.0,550.0,2.0,1630.6493371568156
49,8,auth,,,,,,,4.314943799045701
50,8,image,,,,,,,3.862637064428324
52,8,persistence,,,,,,,4.209514510359657
53,8,recommender,,,,,,,3.534050891427941
54,8,registry,,,,,,,0.7191658856607309
55,8,webui,725.9293554888889,81.60102887441901,61.08451612903225,100.0,550.0,3.0,10638.750515265336
56,9,auth,,,,,,,4.251206790304595
57,9,image,,,,,,,3.8159811085492175
59,9,persistence,,,,,,,4.159231420900089
60,9,recommender,,,,,,,3.478269953193114
61,9,registry,,,,,,,0.6937177611958341
62,9,webui,1353.47235426,89.33761227876752,65.48709677419352,100.0,550.0,4.0,4707.194427664875
63,10,auth,,,,,,,4.1802055919452865
64,10,image,,,,,,,3.7516049675645124
66,10,persistence,,,,,,,4.0840330494057
67,10,recommender,,,,,,,3.4065158251619065
68,10,registry,,,,,,,0.6733158719452309
69,10,webui,1857.3978653666666,88.9793976029915,66.50096774193551,100.0,550.0,5.0,2888.64866052648
70,11,auth,,,,,,,4.183734046475534
71,11,image,,,,,,,3.7212024305810805
73,11,persistence,,,,,,,4.051472697343573
74,11,recommender,,,,,,,3.328317513877664
75,11,registry,,,,,,,0.6686407361447542
76,11,webui,2366.6158018350006,88.10510690347535,65.89604838709677,100.0,600.0,1.0,1987.0801671130773
77,12,auth,,,,,,,6.215150923122009
78,12,image,,,,,,,4.515859258583463
80,12,persistence,,,,,,,3.794728129377308
81,12,recommender,,,,,,,2.3713894980075927
82,12,registry,,,,,,,1.0343334732130367
83,12,webui,1330.9760425,89.08993490226277,74.74467741935489,100.0,600.0,2.0,5628.990859887009
84,13,auth,,,,,,,4.24257236158745
85,13,image,,,,,,,3.772517654580423
87,13,persistence,,,,,,,4.1278855388543505
88,13,recommender,,,,,,,3.3812895790511717
89,13,registry,,,,,,,0.6859804586647934
90,13,webui,2854.994428329166,87.0656545823205,65.98503225806456,100.0,600.0,3.0,1548.006800117359
91,14,auth,,,,,,,4.306871949054947
92,14,image,,,,,,,3.831786100144921
94,14,persistence,,,,,,,4.22577459720219
95,14,recommender,,,,,,,3.3741281799991834
96,14,registry,,,,,,,0.6893772813728891
97,14,webui,778.1014531100001,81.05217725398614,53.726451612903226,100.0,600.0,4.0,12992.183136851545
98,15,auth,,,,,,,4.259349771614221
99,15,image,,,,,,,3.804523422802593
101,15,persistence,,,,,,,4.188152541195839
102,15,recommender,,,,,,,3.3375444957086473
103,15,registry,,,,,,,0.6720729287942178
104,15,webui,1348.58549095,89.89632035303171,59.07451612903229,100.0,600.0,5.0,5266.910493047362
105,16,auth,,,,,,,4.206089071800627
106,16,image,,,,,,,3.764017416416859
108,16,persistence,,,,,,,4.129569884999006
109,16,recommender,,,,,,,3.3442381412969393
