,Iteration,pod,cpu throttled total,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
0,1,auth,,,,,,,3.941610706291375
1,1,image,,,,,,,6.294622477859947
3,1,persistence,,,,,,,8.740561805507628
4,1,recommender,,,,,,,5.220526261691849
5,1,registry,,,,,,,2.3332863458704427
6,1,webui,776.26435005,81.95400366319767,63.39870967741936,100.0,500.0,1.0,1091.3963714285715
7,2,auth,,,,,,,4.1449508181290495
8,2,image,,,,,,,3.934795499048512
10,2,persistence,,,,,,,3.821526423474567
11,2,recommender,,,,,,,2.907952826006514
12,2,registry,,,,,,,0.6122567507100002
13,2,webui,2176.2049611279995,69.53062364951575,69.66993548387106,100.0,500.0,2.0,532.5893697225099
14,3,auth,,,,,,,4.198592518102515
15,3,image,,,,,,,3.962091090229131
17,3,persistence,,,,,,,3.8665061042083857
18,3,recommender,,,,,,,2.8568791745787245
19,3,registry,,,,,,,0.6145610493942124
20,3,webui,774.04102663,81.94116233717824,54.81,100.0,500.0,3.0,875.6404686878576
21,4,auth,,,,,,,4.1794200253605585
22,4,image,,,,,,,3.8712185863547472
24,4,persistence,,,,,,,3.811696606019078
25,4,recommender,,,,,,,2.795020257272063
26,4,registry,,,,,,,0.583846103002968
27,4,webui,1226.7810038947368,85.41047411802533,61.56483870967741,100.0,500.0,4.0,922.9457760678611
28,5,auth,,,,,,,4.082325970218373
29,5,image,,,,,,,3.8055003225393387
31,5,persistence,,,,,,,3.727423313668167
32,5,recommender,,,,,,,2.7491664612169666
33,5,registry,,,,,,,0.5604316074864439
34,5,webui,1628.1311288866666,77.78539156172948,65.83247311827952,100.0,500.0,5.0,817.1797665886415
35,6,auth,,,,,,,4.017485365391131
36,6,image,,,,,,,3.7628410313387297
38,6,persistence,,,,,,,3.6693058516801296
39,6,recommender,,,,,,,2.813912305271525
40,6,registry,,,,,,,0.5526457418195583
41,6,webui,1904.3910053179488,71.90320569992748,65.37709677419359,100.0,550.0,1.0,644.0250939340792
42,7,auth,,,,,,,4.064773393212531
43,7,image,,,,,,,3.8192082798147062
45,7,persistence,,,,,,,3.7126909851892904
46,7,recommender,,,,,,,2.8546888845131435
47,7,registry,,,,,,,0.5654695502907992
48,7,webui,2178.5527672173903,64.5780774715362,66.3774838709678,100.0,550.0,2.0,531.2822726308393
49,8,auth,,,,,,,4.092235894750622
50,8,image,,,,,,,3.8525951416280115
52,8,persistence,,,,,,,3.7363897671974318
53,8,recommender,,,,,,,2.8705921490352626
54,8,registry,,,,,,,0.5680368364909345
55,8,webui,774.4797156300001,82.36880131248971,52.501612903225826,100.0,550.0,3.0,961.7132841829119
56,9,auth,,,,,,,4.031912507195132
57,9,image,,,,,,,3.824750498762181
59,9,persistence,,,,,,,3.6971238463301592
60,9,recommender,,,,,,,2.8319679808872693
61,9,registry,,,,,,,0.554464010999971
62,9,webui,1268.398803455,85.06185509158665,59.247419354838726,100.0,550.0,4.0,872.6402471853366
63,10,auth,,,,,,,3.9443645470176496
64,10,image,,,,,,,3.781903057175949
66,10,persistence,,,,,,,3.6315897356391154
67,10,recommender,,,,,,,2.7772225387038403
68,10,registry,,,,,,,0.5387226492158574
69,10,webui,1635.4120961266665,75.976643712958,60.07967741935483,100.0,550.0,5.0,725.04939961426
70,11,auth,,,,,,,3.895185399509834
71,11,image,,,,,,,3.7538638661422743
73,11,persistence,,,,,,,3.5691067424427927
74,11,recommender,,,,,,,2.7043367626993713
75,11,registry,,,,,,,0.5275760893237997
76,11,webui,1972.8531930305555,70.36033666168106,60.06048387096771,100.0,600.0,1.0,572.7623056862119
77,12,auth,,,,,,,4.277648825778263
78,12,image,,,,,,,4.543537728183739
80,12,persistence,,,,,,,4.585195125879006
81,12,recommender,,,,,,,2.035804458769809
82,12,registry,,,,,,,1.3527391334995162
83,12,webui,1245.9528256199999,82.4548142647071,71.86225806451614,100.0,600.0,2.0,942.2020961411763
84,13,auth,,,,,,,3.905414805659887
85,13,image,,,,,,,3.742786287125821
87,13,persistence,,,,,,,3.5603820463324065
88,13,recommender,,,,,,,2.6959718385978784
89,13,registry,,,,,,,0.5305909313372159
90,13,webui,2243.1720060222215,67.93815870108155,60.31335483870975,100.0,600.0,3.0,473.4320202168081
91,14,auth,,,,,,,3.9222352953739485
92,14,image,,,,,,,3.7465024291986384
94,14,persistence,,,,,,,3.569460870526448
95,14,recommender,,,,,,,2.6968186834655166
96,14,registry,,,,,,,0.5325741366077948
97,14,webui,768.56492081,80.62710042807667,49.61096774193548,100.0,600.0,4.0,1383.7196720397121
98,15,auth,,,,,,,4.2059298452591625
99,15,image,,,,,,,4.018008934119661
101,15,persistence,,,,,,,3.8665212803376714
102,15,recommender,,,,,,,2.2772474806266008
103,15,registry,,,,,,,0.977924207221838
104,15,webui,1585.3127203066665,72.50829071058331,73.53505376344089,100.0,600.0,5.0,765.7921538450577
105,16,auth,,,,,,,4.260852174502559
106,16,image,,,,,,,3.921323130607524
108,16,persistence,,,,,,,3.7584213384032172
109,16,recommender,,,,,,,2.5447799581915094
110,16,registry,,,,,,,0.8285693448148321
111,16,webui,1914.0341077750004,74.21705355152243,74.82774193548383,100.0,650.0,1.0,611.1771729606045
112,17,auth,,,,,,,4.488101120264479
113,17,image,,,,,,,4.081336074216877
115,17,persistence,,,,,,,4.0814302028217835
116,17,recommender,,,,,,,2.884737488510053
117,17,registry,,,,,,,0.783664062123364
118,17,webui,2193.267743210001,68.69566421291312,74.64083870967745,100.0,650.0,2.0,511.6316139772779
119,18,auth,,,,,,,4.529150118004348
120,18,image,,,,,,,4.080485581857812
122,18,persistence,,,,,,,4.197221383943042
123,18,recommender,,,,,,,3.153436760387108
124,18,registry,,,,,,,0.7651765978386299
125,18,webui,775.933124988889,81.33632584394972,59.12903225806452,100.0,650.0,3.0,1908.7370867116265
126,19,auth,,,,,,,4.325789030731148
127,19,image,,,,,,,3.8780506062614526
129,19,persistence,,,,,,,4.060810953608065
130,19,recommender,,,,,,,2.9416589938896793
131,19,registry,,,,,,,0.6969643866036542
132,19,webui,1178.9291179263157,83.11361859936432,65.65645161290325,100.0,650.0,4.0,1188.1770799970436
133,20,auth,,,,,,,4.1392774045123
134,20,image,,,,,,,3.910570953849206
136,20,persistence,,,,,,,3.8718910517411738
137,20,recommender,,,,,,,2.787056037884767
138,20,registry,,,,,,,0.6422959976548425
139,20,webui,1540.3928597499998,77.58447292527964,67.98720430107525,100.0,650.0,5.0,869.395717492452
140,21,auth,,,,,,,4.089336388418
141,21,image,,,,,,,3.896435277335846
