,index,Iteration,pod,datapoint_x,cpu throttled total,datapoint_y,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
0,6,1,webui,142.18965517241378,310.09857705,13.5,42.693947460118075,52.199230769230766,200.0,600.0,1.0,7008.971830985916
1,13,2,webui,265.1666666666667,843.71151713,65.5,61.5779970918905,54.63215384615387,200.0,600.0,2.0,1363.0603497425861
2,20,3,webui,286.0572289156627,350.15899851000006,65.5,40.730077689010905,40.4430769230769,200.0,600.0,3.0,673.9767440225058
3,27,4,webui,152.33333333333334,165.95366669999999,13.5,28.232739309111953,56.777692307692305,200.0,600.0,4.0,804.5560337956322
4,34,5,webui,188.15671641791045,245.29001133750003,26.5,44.10381500586365,64.10269230769228,200.0,600.0,5.0,741.2565760031824
5,41,6,webui,217.8469387755102,273.1824873,39.5,47.63117715453617,63.81358974358973,200.0,700.0,1.0,650.6079860799684
6,48,7,webui,250.93869731800766,269.2573817133333,52.5,40.835776568983,63.024615384615394,200.0,700.0,2.0,623.1329020138335
7,55,8,webui,287.86486486486484,257.76306386315787,65.5,34.21741410099985,62.93153846153846,200.0,700.0,3.0,623.9101938024136
8,62,9,webui,153.37878787878788,142.519914025,13.5,27.193951121837024,52.22461538461538,200.0,700.0,4.0,838.6597701149426
9,69,10,webui,186.793893129771,275.3619601857143,26.5,45.96738834387213,57.48461538461539,200.0,700.0,5.0,729.5286262599525
10,76,11,webui,213.87113402061857,257.27376268,39.5,46.78379969901135,56.1623076923077,200.0,800.0,1.0,639.6450418714537
11,83,12,webui,246.40613026819923,258.3664135266667,52.5,41.21824281429659,56.35153846153847,200.0,800.0,2.0,614.4040210784613
12,90,13,webui,145.59322033898306,318.3700172,13.5,41.59853088327739,41.23153846153847,200.0,800.0,3.0,6620.755889281508
13,97,14,webui,282.9756097560976,275.9608761875,65.5,34.48386435920305,56.74353846153848,200.0,800.0,4.0,612.4937136450404
14,104,15,webui,154.72307692307692,164.82428713333334,13.5,26.20519114760844,42.05307692307693,200.0,800.0,5.0,798.1745412390081
15,111,16,webui,187.50375939849624,274.88699504285717,26.5,45.05489374321448,48.80538461538461,200.0,900.0,1.0,727.9661977442267
16,118,17,webui,218.54591836734693,299.3537123,39.5,46.7725611335426,48.15051282051281,200.0,900.0,2.0,643.3253669130266
17,125,18,webui,249.4669260700389,272.7236994153846,52.5,40.71067793428626,47.33326923076924,200.0,900.0,3.0,616.3691103406537
18,132,19,webui,288.76506024096386,261.8428277625,65.5,34.626085788063634,47.92523076923079,200.0,900.0,4.0,619.2962272483745
19,139,20,webui,153.37878787878788,130.700347575,13.5,25.322385299698738,39.356923076923074,200.0,900.0,5.0,798.8026175136511
20,146,21,webui,185.0,266.4650319285714,26.5,45.41415276393793,44.88269230769231,200.0,1000.0,1.0,740.0394749281844
21,153,22,webui,218.2020725388601,282.08776042222223,39.5,45.42990444846193,44.51487179487177,200.0,1000.0,2.0,648.9185034823587
22,160,23,webui,250.05725190839695,277.970947075,52.5,39.77387569249992,44.71403846153844,200.0,1000.0,3.0,628.7242698911635
23,167,24,webui,175.63025210084032,521.0705131000001,26.5,59.76724487373356,44.243461538461546,200.0,1000.0,4.0,3652.1569105330796
24,174,25,webui,278.9283489096573,266.56100133999996,65.5,32.80219830088622,44.51769230769234,200.0,1000.0,5.0,617.0454946972432
25,181,26,webui,153.37878787878788,182.020896225,13.5,25.169756531635578,36.42615384615385,300.0,600.0,1.0,768.2624639076035
26,188,27,webui,183.83846153846153,268.2358716,26.5,44.700037303481324,40.916923076923084,300.0,600.0,2.0,737.4482046780618
27,195,28,webui,216.80612244897958,281.0516547666667,39.5,46.262658090784804,40.29564102564101,300.0,600.0,3.0,649.0292543405445
28,202,29,webui,251.33333333333334,267.28533563750005,52.5,39.02106284389878,40.16903846153847,300.0,600.0,4.0,633.7424975939452
29,209,30,webui,285.3787878787879,254.06133845999997,65.5,32.60269565284851,40.21584615384616,300.0,600.0,5.0,645.6507534458902
30,216,31,webui,208.41304347826087,626.9738078666667,39.5,62.350688312487165,48.14179487179485,300.0,700.0,1.0,2318.3440217791185
31,223,32,webui,243.86454183266932,718.5245673333334,52.5,62.06786372597873,47.88999999999999,300.0,700.0,2.0,1675.0717532490628
32,230,33,webui,273.2475884244373,831.0880389263158,65.5,60.92087098660241,47.75753846153844,300.0,700.0,3.0,1317.008534643009
33,237,34,webui,142.18965517241378,278.32896225,13.5,41.37023995600465,35.504615384615384,300.0,700.0,4.0,6807.269103985617
34,244,35,webui,178.66935483870967,490.86897301666676,26.5,57.598918125758374,40.556923076923084,300.0,700.0,5.0,3367.0031988442884
35,251,36,webui,202.42134831460675,661.54147185,39.5,60.27409547719468,41.5253846153846,300.0,800.0,1.0,2252.10533043421
36,258,37,webui,246.65217391304347,747.3566129538463,52.5,61.51585826008492,42.50307692307692,300.0,800.0,2.0,1766.3281920650227
37,265,38,webui,173.1949152542373,484.92728442500004,26.5,58.84901858232752,61.32769230769232,300.0,800.0,3.0,3458.782928344608
38,272,39,webui,270.41503267973854,832.2838064777776,65.5,60.86132020835842,42.439846153846126,300.0,800.0,4.0,1437.4911710765202
39,279,40,webui,145.16666666666666,255.31672987500002,13.5,39.48397923042486,32.68538461538462,300.0,800.0,5.0,6820.591127739178
40,286,41,webui,171.6695652173913,482.0655617428571,26.5,58.16329698431528,37.4176923076923,300.0,900.0,1.0,3275.0740054321777
41,293,42,webui,216.54166666666666,647.9775696099999,39.5,61.11182311151192,39.880769230769246,300.0,900.0,2.0,2048.543512735435
42,300,43,webui,248.06274509803922,698.762272776923,52.5,61.795094943101034,39.62442307692308,300.0,900.0,3.0,1555.6620301713117
43,307,44,webui,265.42,825.5649601687501,65.5,61.42291109620042,39.785538461538465,300.0,900.0,4.0,1270.3397606544377
44,314,45,webui,148.984126984127,225.4560266333333,13.5,24.353398639923675,52.31923076923076,300.0,900.0,5.0,2335.7576313594664
45,321,46,webui,186.37878787878788,412.42532028749997,26.5,49.37805179803395,61.05846153846154,300.0,1000.0,1.0,1685.6317432225887
46,328,47,webui,213.18421052631578,520.078670325,39.5,54.050590378837946,61.43102564102564,300.0,1000.0,2.0,1205.8416621528545
47,335,48,webui,248.53846153846155,595.154260875,52.5,55.93889975900135,61.6157692307693,300.0,1000.0,3.0,992.4601173641173
48,342,49,webui,208.5,635.6632496416668,39.5,59.89906248079847,61.83769230769227,300.0,1000.0,4.0,2338.371551334238
49,349,50,webui,272.3525641025641,635.3897235900001,65.5,55.89794303631819,62.34261538461543,300.0,1000.0,5.0,871.1421721190457
50,356,51,webui,150.75,240.78601605,13.5,34.88506634462579,49.41692307692308,400.0,600.0,1.0,2419.8722176422093
51,363,52,webui,183.22131147540983,403.04683305000003,26.5,53.46017989834184,54.826153846153865,400.0,600.0,2.0,1721.3639246878777
52,370,53,webui,219.37878787878788,518.7672850416667,39.5,55.96564863613076,54.52743589743589,400.0,600.0,3.0,1245.33613393251
