,Iteration,pod,cpu throttled total,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
0,1,webui,535.9402107799999,66.98565290054641,20.71157894736842,100.0,2000.0,1.0,6392.030473737861
1,2,webui,1708.297530256667,70.93588162595636,25.92294736842107,100.0,2000.0,2.0,802.9286780785042
2,3,webui,920.3383937379311,51.80787253021807,24.221052631578956,100.0,2000.0,3.0,294.49644843909084
3,4,webui,306.5372545833334,46.2425163977125,25.60894736842105,100.0,2000.0,4.0,530.545668006879
4,5,webui,544.8971304,56.27494149315217,29.70052631578947,100.0,2000.0,5.0,396.5406133738798
5,6,webui,741.6534407588234,55.96513069819897,28.76385964912279,100.0,2050.0,1.0,300.51864776477856
6,7,webui,797.4921079818181,52.81680704673019,27.63473684210526,100.0,2050.0,2.0,281.2209901678836
7,8,webui,732.1904311758623,45.000371746831135,26.688210526315753,100.0,2050.0,3.0,277.19154747369595
8,9,webui,344.69662156000004,44.60751025168336,23.723684210526315,100.0,2050.0,4.0,513.8671133889818
9,10,webui,570.86949426,54.18803167612761,28.583157894736832,100.0,2050.0,5.0,385.1097987259147
10,11,webui,719.4254482812499,56.50324305151846,28.03789473684215,100.0,2100.0,1.0,298.2320937159304
11,12,webui,756.6251521649999,52.090761520560996,26.448026315789463,100.0,2100.0,2.0,278.0994952043302
12,13,webui,504.150371,67.21509767854002,18.972631578947365,100.0,2100.0,3.0,5758.6461993981175
13,14,webui,711.8619262038462,45.06709114630344,26.152421052631563,100.0,2100.0,4.0,273.98460509110305
14,15,webui,332.15055298,46.14592259326857,22.9842105263158,100.0,2100.0,5.0,517.1030116779349
15,16,webui,559.67526287,55.33345299627436,26.952368421052626,100.0,2150.0,1.0,386.82400282335544
16,17,webui,711.1559043666668,54.46839857347279,26.58701754385961,100.0,2150.0,2.0,299.2397015828208
17,18,webui,739.72527012,51.56627253039505,26.142894736842102,100.0,2150.0,3.0,276.5358337295636
18,19,webui,719.287993772,44.142813911336106,25.31747368421052,100.0,2150.0,4.0,273.71337392323784
19,20,webui,318.727616,45.955487911535016,22.62578947368421,100.0,2150.0,5.0,519.662786528741
20,21,webui,562.5802111300001,52.32173793205142,26.672631578947374,100.0,2200.0,1.0,394.45790844915587
21,22,webui,735.0149710833333,54.052428919258375,25.888070175438585,100.0,2200.0,2.0,299.266767338004
22,23,webui,760.3461094999999,51.532416229010906,25.58960526315791,100.0,2200.0,3.0,283.1976755747689
23,24,webui,869.6590723333333,75.46197461255049,24.103421052631575,100.0,2200.0,4.0,2679.8330951751695
24,25,webui,740.6114879066668,45.12676866614605,25.06431578947369,100.0,2200.0,5.0,280.65584450674777
25,26,webui,346.73855781666674,46.14201255420567,21.861052631578946,150.0,2000.0,1.0,529.2834403929718
26,27,webui,589.4669948999999,55.05381811335773,25.894999999999996,150.0,2000.0,2.0,395.87087580289267
27,28,webui,726.0266644722224,55.463009596113096,25.399298245614016,150.0,2000.0,3.0,298.90601657180366
28,29,webui,755.4532367375,51.61288855630058,24.662500000000023,150.0,2000.0,4.0,280.1250446022454
29,30,webui,727.5702715833336,44.31936137908591,24.220315789473645,150.0,2000.0,5.0,273.66698763747365
30,31,webui,1191.0129022375002,74.58321406021517,25.037017543859644,150.0,2050.0,1.0,1518.5775093560605
31,32,webui,1438.4472698238094,71.37028865247859,25.095789473684185,150.0,2050.0,2.0,1092.2719451346811
32,33,webui,1688.6226088320002,68.63231418423173,25.301999999999996,150.0,2050.0,3.0,837.2507631680514
33,34,webui,549.902465,67.28825412011496,18.370526315789476,150.0,2050.0,4.0,5726.002047694211
34,35,webui,913.3904633750002,77.14254724619268,23.89131578947368,150.0,2050.0,5.0,2644.9678102224466
35,36,webui,1220.616733516667,74.63838991396344,25.692807017543853,150.0,2100.0,1.0,1450.7828872796817
36,37,webui,1492.9418365833335,72.21467397345971,26.052631578947388,150.0,2100.0,2.0,996.727895757709
37,38,webui,943.3897522999999,79.73950394485495,24.772631578947365,150.0,2100.0,3.0,3040.2635798350207
38,39,webui,1735.1123665066668,69.93502070011978,25.907157894736844,150.0,2100.0,4.0,785.5946221739599
39,40,webui,525.0028474166667,65.80244246988309,17.861052631578946,150.0,2100.0,5.0,6317.929548910289
40,41,webui,884.8375274666665,76.38226579551336,23.172894736842107,150.0,2150.0,1.0,2908.0750340563523
41,42,webui,1183.9964479888893,74.2684470163679,25.175789473684226,150.0,2150.0,2.0,1540.5068764200696
42,43,webui,1513.6732456260872,73.08409528073298,25.216447368421075,150.0,2150.0,3.0,1077.5279871913283
43,44,webui,1711.6607792166665,70.59954041438749,24.461789473684206,150.0,2150.0,4.0,818.563227645231
44,45,webui,405.98823078333334,60.20852230310037,22.95842105263158,150.0,2150.0,5.0,1807.3341787935897
45,46,webui,685.1513775583334,64.43535665042262,27.050000000000008,150.0,2200.0,1.0,1162.3147320793375
46,47,webui,972.8250151388887,67.51049692590264,27.091754385964933,150.0,2200.0,2.0,727.9057995914934
47,48,webui,1231.7342757800002,65.11370892007227,26.606315789473673,150.0,2200.0,3.0,536.5828055432479
48,49,webui,1269.2820387888887,78.73630231761936,26.30543859649123,150.0,2200.0,4.0,1782.7342363263938
49,50,webui,1355.6470641296298,62.944650661968595,26.58778947368425,150.0,2200.0,5.0,436.5287618351478
50,51,webui,427.30875342,58.13250267051456,22.262631578947367,200.0,2000.0,1.0,1854.5162238538592
51,52,webui,784.7732441416665,68.97471813982736,25.406315789473698,200.0,2000.0,2.0,1207.4527007332792
52,53,webui,1044.0284903222223,67.43153778577194,26.066140350877205,200.0,2000.0,3.0,772.3654934569626
53,54,webui,1255.5771296666665,66.07736010682898,25.856710526315815,200.0,2000.0,4.0,559.156817873141
54,55,webui,1437.2652463866673,64.00437045821587,25.734210526315767,200.0,2000.0,5.0,447.5175481860914
55,56,webui,436.7144779,57.51151112542119,21.75578947368421,200.0,2050.0,1.0,1931.1680308202745
56,57,webui,745.7673244333332,64.44786340720654,25.106315789473683,200.0,2050.0,2.0,1239.9712455073943
57,58,webui,1002.3123890277778,67.4547667103707,26.331929824561396,200.0,2050.0,3.0,747.855765605102
58,59,webui,1236.2777530874998,64.3461605425247,25.578289473684215,200.0,2050.0,4.0,541.2608921644468
59,60,webui,1527.8982500250002,73.00856862706283,26.877763157894723,200.0,2050.0,5.0,1209.5129372956055
60,61,webui,1421.6049297499999,63.72096491439214,25.518421052631545,200.0,2100.0,1.0,421.85297356242256
61,62,webui,424.67143211666667,58.21233404112634,20.405263157894733,200.0,2100.0,2.0,1891.6507609340147
62,63,webui,749.0601710416666,68.21192680552754,24.271315789473693,200.0,2100.0,3.0,1119.771000724801
63,64,webui,1007.6568825166669,67.99050318104693,25.164385964912253,200.0,2100.0,4.0,736.9079803984165
64,65,webui,1230.179492525,63.886684639322674,24.918815789473715,200.0,2100.0,5.0,552.4437406515489
65,66,webui,1408.028043746667,63.045933189991516,24.997052631578917,200.0,2150.0,1.0,443.89249475394394
66,67,webui,405.26576005,59.5340398223497,20.872631578947367,200.0,2150.0,2.0,1888.0764065176886
67,68,webui,736.1773399583335,69.68704095538658,24.586315789473673,200.0,2150.0,3.0,1231.7742925056853
68,69,webui,960.54954526875,64.38348787450568,24.64929824561405,200.0,2150.0,4.0,778.2374775675395
69,70,webui,1185.1410387590909,65.70593993253159,24.661578947368398,200.0,2150.0,5.0,560.2013864067928
70,71,webui,1766.6542682699999,71.53236347276454,26.374315789473666,200.0,2200.0,1.0,895.7637009481464
71,72,webui,1354.3165796724138,64.16193365752348,24.536947368421075,200.0,2200.0,2.0,440.7078375392893
72,73,webui,341.81068325,52.46221298086216,23.408421052631578,200.0,2200.0,3.0,1136.4156761353972
73,74,webui,674.7817726363637,61.03654298286702,26.533947368421053,200.0,2200.0,4.0,649.9008792330709
74,75,webui,884.0501723266668,59.72503432747731,26.84000000000001,200.0,2200.0,5.0,432.16596562686453
75,76,webui,1048.1680575199998,58.926802628910366,26.441973684210524,250.0,2000.0,1.0,344.19398464621287
76,77,webui,1130.76075836,57.527990726307834,26.27884210526316,250.0,2000.0,2.0,308.6294736669115
77,78,webui,354.8869194,52.1918345305673,22.916315789473682,250.0,2000.0,3.0,1023.9395779021505
78,79,webui,692.4480345500001,61.36946742554722,26.414736842105274,250.0,2000.0,4.0,643.1873835157705
79,80,webui,914.0520535999999,59.89882139949127,26.216666666666633,250.0,2000.0,5.0,453.88629843859707
80,81,webui,1094.5888954875,62.223322918479546,25.800921052631555,250.0,2050.0,1.0,367.30393685058374
81,82,webui,502.43335064999997,65.39943923016025,19.96526315789474,250.0,2050.0,2.0,5630.410429299054
82,83,webui,1194.5286160533333,59.03149273693163,25.590315789473664,250.0,2050.0,3.0,320.01386897546814
83,84,webui,401.9922024333334,53.673895938461484,22.406842105263163,250.0,2050.0,4.0,1094.9559855880184
84,85,webui,675.0472406999999,60.58439724029325,25.303684210526328,250.0,2050.0,5.0,680.0419142783564
85,86,webui,899.2076592,61.098695762468374,25.74280701754383,250.0,2100.0,1.0,448.5409188848596
86,87,webui,1065.4857027125001,59.66448273362829,25.33223684210527,250.0,2100.0,2.0,356.0190709440548
87,88,webui,1162.4520428700005,60.00957768474685,25.23231578947365,250.0,2100.0,3.0,315.10020678720343
88,89,webui,376.12519010000005,54.017598945877715,22.328421052631576,250.0,2100.0,4.0,1076.7234277282942
89,90,webui,654.1719289083334,61.07053326964123,25.272894736842098,250.0,2100.0,5.0,695.6665105168455
90,91,webui,882.1427459166666,61.87541173784536,25.651228070175456,250.0,2150.0,1.0,475.48129734019125
91,92,webui,1051.8876483333333,57.77732494788092,24.884605263157894,250.0,2150.0,2.0,369.45250649075996
92,93,webui,868.2420210416666,76.30886917787062,23.799473684210533,250.0,2150.0,3.0,2780.724892567965
93,94,webui,1196.780498613793,59.690552367221386,24.795999999999996,250.0,2150.0,4.0,321.26077613798543
