,Iteration,pod,cpu throttled total,cpu usage,latency95,median latency,memory usage,average response time,average rps,cpu limit,memory limit,number of pods,RPS,rps delta,ratio response time,ratio cpu usage,ratio memory usage
0,1,webui,204.76845485,61.24045848712909,12669.642197802197,904.0277777777784,67.76285714285714,3239.984135970575,2.8571757284289,300.0,400.0,1.0,5.0,-0.42856485431422,1291.46231065712,87.48596665680161,96.80363614220101
1,2,webui,267.8689501,57.52072291102536,7676.470128125118,254.8535939010567,78.90142857142858,3253.0950098582753,5.4999785912855,300.0,400.0,2.0,5.0,0.09999571825710003,229.36932572851725,51.76889690886975,71.0116235499173
2,3,webui,282.01220871666663,39.224064013895934,4030.853702871958,105.29018491430743,82.53476190476192,2099.636912988952,5.914292874142928,300.0,400.0,3.0,5.0,0.18285857482858567,86.03697175743892,32.05160756932971,67.44257296904051
3,4,webui,278.818292425,28.68366933587058,1717.1425590206595,66.90750675482002,83.16928571428568,1666.3679482948355,5.82858573142983,300.0,400.0,4.0,5.0,0.16571714628596598,55.81978567030225,23.93029350851984,69.3867090270721
4,5,webui,277.65932135555556,26.51925745350909,3461.0817360268816,96.52042926334398,82.67342857142854,1388.8626704451556,5.871358608714786,300.0,400.0,5.0,5.0,0.1742717217429572,79.69964787225172,21.89770079774131,68.2657878318923
5,6,webui,155.6430658,55.555262434677985,12614.711538461537,904.0277777777784,59.84571428571428,4618.549718992553,4.383333333333333,300.0,450.0,1.0,5.0,-0.12333333333333343,1015.5245370370379,62.40707813495494,67.22668571428572
6,7,webui,221.47159342499998,50.65794662045536,3711.4925000000026,148.47149942524533,67.91714285714285,2505.4373670498544,4.257225756003316,300.0,450.0,2.0,5.0,-0.1485548487993368,170.52766057337348,58.18343022114199,78.00656374516866
7,8,webui,249.68024376666668,43.32122963742191,3570.5666555559965,67.44044122531494,71.85619047619048,1662.0570656578054,5.300011444571886,300.0,450.0,3.0,5.0,0.06000228891437729,63.39386038640051,40.72185670059123,67.54465457495156
8,9,webui,245.97870827500003,29.518908479552643,4495.6956046572595,74.7717960717979,72.61821428571429,1289.8897418971576,5.399946015115419,300.0,450.0,4.0,5.0,0.07998920302308381,68.79085969541023,27.157714516161878,66.80954120004048
9,10,webui,247.08028631000002,22.21608779059543,192.03004476445355,27.068326404970534,71.56057142857144,1054.109197163564,5.4287643075800265,300.0,450.0,5.0,5.0,0.0857528615160053,24.74713995929507,20.310994690861087,65.42404765685095
10,11,webui,164.0324908,71.09188407723622,10573.684909861378,904.0277777777784,53.892857142857146,3033.604919197842,4.5000600160006,300.0,500.0,1.0,5.0,-0.09998799679987994,994.4197043292255,78.20021915484836,59.281495970393536
11,12,webui,220.66074915,48.15126735388424,4807.755525002552,119.13162225294728,60.665714285714294,2089.244471645169,5.314250013571071,300.0,500.0,2.0,5.0,0.06285000271421418,111.6441994710008,45.124960069999766,56.85287397819741
12,13,webui,227.56820331666665,36.729910692608385,4199.106756541414,82.03232347444052,64.35333333333332,1434.9252961205798,4.542787310877356,300.0,500.0,3.0,5.0,-0.09144253782452871,89.53356731658602,40.08858694040879,70.23796545080116
13,14,webui,256.7922663333333,23.694826880355336,1098.3504989694231,36.403464904315165,64.67071428571428,1169.8182794442334,5.5280514058049475,300.0,500.0,4.0,5.0,0.1056102811609895,32.55888474053623,21.192409551460038,57.84082196711798
14,15,webui,241.9101152888889,24.982965038186336,1285.6191467744945,33.865264374729875,66.62485714285717,953.2717181938407,5.099929724183951,300.0,500.0,5.0,5.0,0.01998594483679028,33.188435069053206,24.483656877073685,65.29329642324099
15,16,webui,171.8041969,68.45295255944292,13240.104166666666,904.0277777777784,48.57857142857143,3260.547253046901,3.5833333333333335,300.0,550.0,1.0,5.0,-0.2833333333333333,1160.1689814814822,87.8479557846184,62.342499999999994
16,17,webui,221.993702,47.708674227179856,3028.5416666666647,92.95763760049473,55.80785714285714,2088.2719769727782,5.700000000000001,300.0,550.0,2.0,5.0,0.1400000000000002,79.94356833642546,41.02945983537467,47.994757142857125
17,18,webui,233.0191986333333,36.77693299587204,3354.7222222222226,63.219246031746025,58.10904761904763,1419.196089730966,5.4,300.0,550.0,3.0,5.0,0.08000000000000007,58.16170634920634,33.83477835620227,53.460323809523814
18,19,webui,256.5280255285715,29.915468332474077,3035.613801818653,66.49184103670304,60.620357142857166,1129.9981181886506,5.842908588857658,300.0,550.0,4.0,5.0,0.16858171777153164,55.282532256944016,24.87226729304574,50.40087320379057
19,20,webui,247.32639759999998,20.660241209043374,858.5564285714269,27.068326404970534,60.27828571428574,961.3752616806734,5.728540003142543,300.0,550.0,5.0,5.0,0.14570800062850858,23.124254684142414,17.649878769970943,51.49525722154318
20,21,webui,198.9482121,84.3844091961818,11347.916666666666,904.0277777777784,44.58857142857143,2816.2114105576647,5.166589753021554,300.0,600.0,1.0,5.0,0.03331795060431073,873.9074249328536,81.57289361880947,43.1029716081975
21,22,webui,218.77311555,57.60623682004311,5459.944862901348,138.8016505539811,51.23714285714285,2000.880577320288,5.399997231438063,300.0,600.0,2.0,5.0,0.07999944628761266,127.69759536585589,52.997769771726574,47.13819979921211
22,23,webui,218.05978477999997,40.04245693682801,3937.25652804063,64.98554613348377,52.56047619047619,1495.6676391746169,5.157071461421003,300.0,600.0,3.0,5.0,0.03141429228420058,62.94407119299811,38.78455149083698,50.909326028831806
23,24,webui,242.60536524285712,31.92903868202647,3086.008818457874,43.153926753160476,53.662500000000016,1195.8985873453603,5.414224458737881,300.0,600.0,4.0,5.0,0.08284489174757628,39.57884436281206,29.28388092880981,49.216835996595705
24,25,webui,251.11906248,26.473637997470146,1944.8780463219966,51.773124098502144,55.567142857142855,1014.8427283508241,5.485815801865464,300.0,600.0,5.0,5.0,0.09716316037309287,46.74268373870334,23.901375663062748,50.168063644239716
25,26,webui,146.10574775,69.15070719583588,8749.38492063492,337.6285714285715,70.44857142857143,2028.0059804092925,5.7,350.0,400.0,1.0,5.0,0.14000000000000004,290.36057142857146,59.46960818841885,60.58577142857143
26,27,webui,183.954488525,42.69690160188817,2833.055555555553,70.12531565656565,78.82928571428575,1344.1697690282651,5.457142857142857,350.0,400.0,2.0,5.0,0.09142857142857146,63.71385822510822,38.793184884001256,71.6220367346939
27,28,webui,177.3198289,29.65005330812011,2207.5714285714284,55.80658627087199,80.68238095238095,1007.3402490612067,3.914285714285714,350.0,400.0,3.0,5.0,-0.21714285714285717,67.92458786111847,36.088350597883334,98.20198367346939
28,29,webui,204.7936171,22.86444001679779,3424.9991665833236,65.97217592129583,81.4385714285714,890.7953703194077,4.057144285857158,350.0,400.0,4.0,5.0,-0.1885711428285685,78.41262452966195,27.176013600900603,96.79553591318312
29,30,webui,198.61142210000003,19.713574469652215,1017.0526587488392,29.00312872731543,82.05542857142859,748.0693903661576,5.399990002142757,350.0,400.0,5.0,5.0,0.07999800042855139,26.68293642295832,18.136527930780698,75.49115836140648
30,31,webui,142.1889922,67.78829002321476,8587.272727272724,904.0277777777784,59.88714285714286,2662.7075336320745,4.7826954319154344,350.0,450.0,1.0,5.0,-0.04346091361691311,943.3176509350683,70.73443104015195,62.48989279962088
31,32,webui,172.837362175,42.88653372288563,4055.5448829134875,96.83077441067844,68.37785714285714,1357.3009776945607,4.628956296154221,350.0,450.0,2.0,5.0,-0.07420874076915585,104.0164642473971,46.06908938641491,73.4520918179218
32,33,webui,175.42928250000003,33.73152780981633,1475.7549136891023,63.30517172592905,72.04333333333335,935.4858401171323,6.155993989976305,350.0,450.0,3.0,5.0,0.231198797995261,48.669092116010674,25.932839125643074,55.38700126309476
33,34,webui,173.76662145999998,27.31262150878458,2166.6739067897856,37.00384685214451,73.6675,738.2717176534064,5.714211448854344,350.0,450.0,4.0,5.0,0.1428422897708687,31.718132637453635,23.411224112824712,63.14466561830453
34,35,webui,197.82951092000002,23.898563392130182,1291.116384923928,53.71009111050687,73.63142857142853,645.523984460452,4.60038484554642,350.0,450.0,5.0,5.0,-0.07992303089071609,58.002764381475096,25.808609012363142,79.51627551167037
