,Iteration,pod,cpu throttled total,cpu usage,latency95,median latency,memory usage,average response time,average rps,cpu limit,memory limit,number of pods,RPS,rps delta,ratio response time,ratio cpu usage,ratio memory usage
0,1,webui,208.87885185,66.36980754507674,15382.0423245614,6388.442675043487,80.59714285714287,5393.137909021655,7.4142857142857155,300.0,400.0,1.0,50.0,-0.8517142857142856,11829.570564844811,122.89792077132638,149.24288081632656
1,2,webui,161.8582072,81.71244340637958,22789.72228692386,6388.442675043487,74.875,10111.66425373141,11.571371461999428,300.0,400.0,2.0,50.0,-0.7685725707600115,11298.424484954625,144.51438609830268,132.42187123565586
2,3,webui,303.8474731666667,61.08229075414853,5401.245801518241,618.1547378368633,85.12333333333333,6481.732198104229,29.74305112639336,300.0,400.0,3.0,50.0,-0.4051389774721328,868.5933162436444,85.82910757193977,119.61011355901952
3,4,webui,337.0390957375,58.4304160297532,5276.9836971393315,477.78259980548165,88.25714285714288,4223.701732491106,34.08502313593423,300.0,400.0,4.0,50.0,-0.31829953728131544,629.8605802446305,77.0287904151784,116.34935059034242
4,5,webui,323.9377641285714,54.945207097546415,7306.000723040611,421.9775368098289,89.02885714285712,3458.578035065027,35.62795557616024,300.0,400.0,5.0,50.0,-0.2874408884767952,543.2711349076957,70.73870624320666,114.61939094007364
5,6,webui,187.10029600000001,75.98683292945819,21482.58928571428,6388.442675043487,70.10428571428571,5744.50215473791,8.433333333333334,300.0,450.0,1.0,50.0,-0.8313333333333333,11699.368018896304,139.15722003814776,128.3843152380952
6,7,webui,246.3784218,58.7709584474047,6095.453992613843,675.8552374697884,76.27214285714285,7249.660305071231,21.228571428571428,300.0,450.0,2.0,50.0,-0.5754285714285714,1064.7616512595466,92.58944710828273,120.16131306122448
7,8,webui,315.68538213333335,64.47843029434331,2770.685876623377,290.1723104496036,82.82619047619048,4275.674698993637,29.3,300.0,450.0,3.0,50.0,-0.414,410.3036469757394,91.17250043620143,117.11623333333333
8,9,webui,319.59241602000003,59.500565361195235,7163.6150705977925,318.5526559192984,82.5557142857143,3250.3800219220584,42.17142857142857,300.0,450.0,4.0,50.0,-0.15657142857142858,368.42890033180566,68.81665388060523,95.48158040816328
9,10,webui,400.10555669999997,53.062300753505625,4477.705954315957,232.77290122667972,83.37285714285713,2587.7064615789195,48.32912377683323,300.0,450.0,5.0,50.0,-0.033417524463335437,240.55159534782385,54.83551148701676,86.15897163600673
10,11,webui,162.40850615,87.20825196203167,21282.08803258145,6388.442675043487,67.25428571428571,4731.745559195058,10.250551728172185,300.0,500.0,1.0,50.0,-0.7949889654365563,11467.184108027055,156.53784996685775,120.72070073546028
11,12,webui,295.3088598,67.77893898666878,11893.553025074765,3095.5297776922234,72.32857142857142,5578.939778853081,23.257138571857098,300.0,500.0,2.0,50.0,-0.534857228562858,4751.196255522486,104.0309944480095,111.01403068876786
12,13,webui,326.2463233,64.82495964829488,10762.304399680066,676.9889373162093,75.42380952380952,3587.497601344027,32.91427299130994,300.0,500.0,3.0,50.0,-0.34171454017380115,908.3259007339681,86.97659092629718,101.19722191339446
13,14,webui,403.57377575,73.5370009601561,2333.1632293316206,355.03725562708786,76.19107142857146,2663.8982117633154,48.37037811311492,300.0,500.0,4.0,50.0,-0.03259243773770166,366.60878527567814,75.93375108536729,78.67432418027595
14,15,webui,404.80886453999995,49.14215268353807,3413.193557280321,275.0559855258347,74.6337142857143,2392.048142365368,49.41355247517236,300.0,500.0,5.0,50.0,-0.011728950496552813,278.2821035638478,49.718538559657325,75.5090894259453
15,16,webui,154.50856855,76.1683483780292,22693.311632953577,6388.442675043487,69.13428571428571,6076.98992026401,8.783218350165516,300.0,550.0,1.0,50.0,-0.8243356329966898,11654.663611438526,138.95663205254428,126.12414089034543
16,17,webui,272.484079,74.89491021975088,9639.225574438993,2740.778883623238,69.42571428571429,5377.226627727361,28.041987514083093,300.0,550.0,2.0,50.0,-0.4391602497183381,3944.4200225779673,107.7857776944892,99.91472830830259
17,18,webui,305.70524040000004,56.57256281962391,3188.75189532385,426.004818804251,68.88285714285715,3832.3090086832635,36.428153082403476,300.0,550.0,3.0,50.0,-0.2714369383519305,541.6382625436457,71.92844606610488,87.58020899064769
18,19,webui,372.9578402,58.2838956225884,3412.0293092870957,306.55499376394357,69.58285714285714,2557.8590973839387,46.87209945245177,300.0,550.0,4.0,50.0,-0.06255801095096458,325.7324644209013,61.93002020321117,73.9358222819994
19,20,webui,409.38012075999995,50.84337299328895,2728.525031505704,133.41108900656477,70.30742857142856,2235.4073359984327,44.241918400766636,300.0,550.0,5.0,50.0,-0.11516163198466728,148.77492774141248,56.698578802801265,78.4041467863597
20,21,webui,151.50578965,73.61432143440005,21639.791145181476,6388.442675043487,58.371428571428574,7711.908914452441,8.483333333333333,300.0,600.0,1.0,50.0,-0.8303333333333334,11692.979576221262,134.7387463320969,106.83917142857143
21,22,webui,255.33421679999998,68.25498468058494,9267.44359282174,4042.796132060699,62.031428571428584,6355.539511100951,21.285714285714285,300.0,600.0,2.0,50.0,-0.5742857142857143,6364.5161964727,107.45284731143515,97.65519183673472
22,23,webui,324.43287475000005,69.9857144856546,8752.18579115739,447.6876536994525,65.7242857142857,4482.022260271946,36.87197192415095,300.0,600.0,3.0,50.0,-0.26256056151698104,565.2327754390005,88.36120297917518,82.98089107673104
23,24,webui,376.76704441999993,47.983824967901775,6193.75189657243,318.9590211646993,65.56821428571429,3089.464726138092,47.91477495453495,300.0,600.0,4.0,50.0,-0.04170450090930103,332.26104795289234,49.98496643990738,68.30270393801412
24,25,webui,405.02545844,46.00489000782441,5045.769174552908,232.6578843324826,65.53914285714285,2473.6540725683276,52.027309770216796,300.0,600.0,5.0,50.0,0.04054619540433592,223.22449229197838,44.13956674801218,62.88177996422445
25,26,webui,156.4567203,73.41630681266916,19152.04265781073,6388.442675043487,90.13857142857144,4796.113240014026,11.382336865960141,350.0,400.0,1.0,50.0,-0.7723532626807972,11322.577218562563,130.11963091340863,159.75739116481466
26,27,webui,192.26764513333333,52.53723076880038,9492.890087395193,2989.3438587458813,94.03642857142857,4686.49610642957,27.31430611028653,350.0,400.0,2.0,50.0,-0.4537138777942694,4345.650652957959,76.3741014694852,136.70206123249525
27,28,webui,175.96028679999998,65.42974622108653,12647.916666666666,2813.834101382488,82.69190476190475,4001.116642487602,19.914292857857212,350.0,400.0,3.0,50.0,-0.6017141428428557,4506.957875797849,104.79974988493319,132.44879335575732
