,index,Iteration,pod,datapoint_x,cpu throttled total,datapoint_y,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
0,3,1,webui,58.891891891891895,185.01972653333337,13.5,26.714771446310092,40.332307692307694,200.0,500.0,1.0,945.0
1,6,2,webui,107.2360248447205,163.69042215789474,59.0,24.13860897910726,31.104000000000017,200.0,500.0,2.0,942.0
2,9,3,webui,93.48251748251748,41.914953915789475,59.0,6.802316807928062,21.349833333333333,200.0,500.0,3.0,278.0
3,12,4,webui,59.05050505050505,39.84685092307692,54.5,6.69172490488138,23.41406779661017,200.0,500.0,4.0,237.4
4,15,5,webui,48.39622641509434,29.94604525714286,22.5,4.75806612573097,34.58192307692306,200.0,500.0,5.0,356.0
5,22,6,webui,104.96610169491525,70.407757525,39.0,8.97804448253984,45.99641025641028,200.0,600.0,1.0,704.5603566529493
6,29,7,webui,139.87755102040816,144.95060594666666,46.0,18.88798953718036,59.32489361702126,200.0,600.0,2.0,517.1539114614918
7,36,8,webui,141.9880239520958,124.9519375473684,59.0,16.991411222015625,56.544333333333306,200.0,600.0,3.0,491.70981415063574
8,43,9,webui,75.9247311827957,99.5208036846154,49.5,14.167456050291046,52.70673469387754,200.0,600.0,4.0,485.6273604699958
9,50,10,webui,73.18867924528301,30.19231382857143,21.0,5.180299906328485,36.33043478260869,200.0,600.0,5.0,451.0
10,57,11,webui,81.31645569620254,30.632537236363643,33.0,5.884023592821106,33.42941176470589,200.0,700.0,1.0,259.0
11,64,12,webui,106.74358974358974,29.212636186666664,47.0,6.747519015695248,32.89291666666666,200.0,700.0,2.0,251.54545454545453
12,67,13,webui,61.09090909090909,158.0205409769231,53.0,22.27046754240361,30.286545454545454,200.0,700.0,3.0,957.0
13,74,14,webui,112.61538461538461,30.718009015789477,59.0,6.937552316940896,32.980500000000006,200.0,700.0,4.0,206.0
14,79,15,webui,59.474747474747474,30.91363461538462,54.5,6.573791951140692,31.979655172413796,200.0,700.0,5.0,198.07142857142858
15,82,16,webui,48.735849056603776,26.331687228571433,23.5,6.895720175952463,26.712962962962955,200.0,800.0,1.0,271.0
16,85,17,webui,59.44303797468354,27.81029198181818,33.5,8.616606907483142,26.404285714285713,200.0,800.0,2.0,155.71428571428572
17,88,18,webui,81.97435897435898,30.431494213333334,46.0,8.749378167740856,27.45829787234043,200.0,800.0,3.0,204.54545454545456
18,91,19,webui,95.06896551724138,30.81953305789473,59.5,7.328006212197985,27.507377049180327,200.0,800.0,4.0,181.1086956521739
19,94,20,webui,52.795180722891565,30.95809732307692,46.0,6.437455693242483,27.47173913043477,200.0,800.0,5.0,182.76923076923077
20,97,21,webui,48.735849056603776,26.59731565714286,21.0,6.455027174985387,22.46652173913043,200.0,900.0,1.0,374.0
21,100,22,webui,76.5,30.726425390000003,34.0,7.750044726706555,23.299999999999994,200.0,900.0,2.0,370.14285714285717
22,103,23,webui,82.6694214876033,29.700925586666663,47.5,8.058719829896486,22.568775510204087,200.0,900.0,3.0,266.28125
23,106,24,webui,51.27272727272727,120.93521327142857,22.5,22.609833525622726,24.689999999999998,200.0,900.0,4.0,1763.0
24,109,25,webui,97.19014084507042,30.754766583333335,60.5,7.948785697457198,23.748709677419356,200.0,900.0,5.0,262.7674418604651
25,112,26,webui,55.87951807228916,29.637124715384616,49.0,7.852292586316788,23.415576923076912,300.0,500.0,1.0,262.5
