,Iteration,pod,cpu throttled total,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
0,1,auth,172.01262145,28.501986155431556,45.94384615384615,200.0,500.0,1.0,386.97607739665784
1,1,db,1.7751515,3.1996597021873687,66.37692307692308,400.0,200.0,1.0,
2,1,image,70.05773675,17.03298667968168,25.190000000000005,600.0,1600.0,1.0,105.9622082897945
4,1,persistence,222.618532675,30.24009891191463,47.02692307692307,200.0,550.0,1.0,220.80511811023624
5,1,recommender,94.6577608,8.839713793543451,13.602307692307692,250.0,1800.0,1.0,22.946428571428573
6,1,registry,58.330006675,9.081055623887696,33.79384615384616,200.0,350.0,1.0,5.692192192192192
7,1,webui,328.275440475,47.33046238739349,58.968461538461526,300.0,300.0,1.0,1748.3698875108162
8,2,auth,312.20879156666666,14.919000545018168,66.56999999999996,200.0,500.0,2.0,38.59724373049809
9,2,db,1.7751515,0.568842344440392,67.77846153846154,400.0,200.0,2.0,
10,2,image,89.08470273333334,4.652681358708197,30.350000000000005,600.0,1600.0,2.0,9.012823460147468
12,2,persistence,381.07797516666665,15.547512542429969,55.610769230769215,200.0,550.0,2.0,24.303942765578103
13,2,recommender,94.7214253,0.7122412495828012,13.89846153846154,250.0,1800.0,2.0,
14,2,registry,81.8032567,5.0402538024213,39.72538461538462,200.0,350.0,2.0,1.6700945607754933
15,2,webui,194.93198416,61.569693499369244,100.44953846153861,300.0,300.0,2.0,483.6042810939426
16,3,auth,564.571002225,24.704255112622203,68.80153846153846,200.0,500.0,3.0,9.995130770925488
17,3,db,1.7751515,1.5852199538258906,67.40461538461537,400.0,200.0,3.0,
18,3,image,98.0952237,11.638063822606256,31.95769230769232,600.0,1600.0,3.0,3.23736599166273
20,3,persistence,697.7965197,36.36834084797884,59.78769230769228,200.0,550.0,3.0,8.636985923016278
21,3,recommender,95.3228189,0.5976384561867326,14.19,250.0,1800.0,3.0,
22,3,registry,86.4208603,11.04011248868183,41.3123076923077,200.0,350.0,3.0,2.295731098884755
23,3,webui,449.482777145,47.95588507094436,77.3821538461539,300.0,300.0,3.0,145.01099596638628
