,Iteration,pod,cpu throttled total,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
0,1,cart,3.2705882,0.5195530606647445,41.987142857142864,150.0,100.0,1.0,6.681481481481482
1,1,catalogue,3.0221044,1.015126183530567,43.82857142857143,150.0,100.0,1.0,2.816176470588235
2,1,dispatch,0.0041303,2.004278953046578,29.52,150.0,100.0,1.0,
3,1,mongodb,2.8890592,1.2605006885959822,75.51,150.0,150.0,1.0,
4,1,mysql,207.21364284999999,43.64261775420869,75.92999999999999,150.0,750.0,1.0,
5,1,payment,2.0156125,0.10408740226671338,48.26571428571428,150.0,100.0,1.0,1874.7884615384617
7,1,rabbitmq,73.9582669,10.01132507396473,20.53,150.0,306.0,1.0,
8,1,ratings,140.40289705,9.747684943696722,101.09571428571428,150.0,100.0,1.0,353.2103250478011
9,1,redis,0.0,0.3501698358621414,15.3,,,,
10,1,shipping,281.46392355,23.851027412300713,47.32142857142857,150.0,550.0,1.0,3075.7048192771085
11,1,user,3.4921778,0.6563490168800817,57.807142857142864,150.0,100.0,1.0,3.449050086355786
12,1,web,0.0,0.2687884043266182,16.66857142857143,150.0,100.0,1.0,632.8582979583585
13,2,cart,5.951334500000001,0.9704128035871855,63.035000000000004,150.0,100.0,2.0,7.825149700598801
14,2,catalogue,4.8756956,1.8246603028076487,43.660000000000004,150.0,100.0,2.0,7.036853002070393
15,2,dispatch,0.3886911,2.1366739170043116,16.317857142857143,150.0,100.0,2.0,
16,2,mongodb,2.8890592,1.168167331202573,63.47428571428572,150.0,150.0,2.0,
17,2,mysql,222.3524,2.571816810660548,44.79857142857143,150.0,750.0,2.0,
18,2,payment,3.2625542,0.5533764499962648,40.18142857142857,150.0,100.0,2.0,
20,2,rabbitmq,91.3418296,4.868965504613994,27.03,150.0,306.0,2.0,
21,2,ratings,80.52408439999999,8.633936732178432,91.94071428571428,150.0,100.0,2.0,1825.3045786330458
22,2,redis,0.0,0.4349798348735566,15.83857142857143,,,,
23,2,shipping,165.83909747500002,40.625326305616056,74.91999999999997,150.0,550.0,2.0,889.0753880266075
24,2,user,6.0789496,0.8013784944031175,57.225,150.0,100.0,2.0,5.385644768856448
25,2,web,0.0122301,0.31978676194234273,13.565714285714284,150.0,100.0,2.0,1245.1065307008028
26,3,cart,7.939133,1.1379131940546194,30.857142857142858,150.0,150.0,1.0,119.28023133543638
27,3,catalogue,5.759241149999999,1.478938691634167,30.155714285714282,150.0,150.0,1.0,40.00941176470588
28,3,dispatch,0.38948154999999995,2.200028718080486,15.032857142857141,150.0,150.0,1.0,
29,3,mongodb,2.8890592,1.0984072762956365,61.33142857142857,150.0,200.0,1.0,
30,3,mysql,234.644583,1.7158010620152748,46.104285714285716,150.0,800.0,1.0,
31,3,payment,3.1038885,0.30455774618887244,27.74285714285714,150.0,150.0,1.0,
33,3,rabbitmq,108.19397945,4.518337119642907,26.544285714285714,150.0,356.0,1.0,
34,3,ratings,19.18386475,3.87129530685364,94.37428571428572,150.0,150.0,1.0,1126.2136181575434
35,3,redis,0.0,0.39519646327530344,15.739999999999998,,,,
36,3,shipping,164.03438935,33.35334312456501,67.46000000000001,150.0,600.0,1.0,2038.8657142857141
37,3,user,7.56725555,1.2059502343269166,39.96,150.0,150.0,1.0,2.258868648130393
38,3,web,0.0,0.49268932968143914,12.374285714285715,150.0,150.0,1.0,1061.968729580883
39,4,cart,10.309850549999998,0.6589360130391223,34.30785714285714,150.0,150.0,2.0,139.23975569128262
40,4,catalogue,9.482329825,1.1716063198792064,30.645714285714288,150.0,150.0,2.0,65.83183969388783
41,4,dispatch,0.4691594,2.2056541510485417,14.983571428571429,150.0,150.0,2.0,
42,4,mongodb,2.8890592,1.1362808038765617,62.050000000000004,150.0,200.0,2.0,
43,4,mysql,273.00440000000003,4.167076095508693,47.65857142857143,150.0,800.0,2.0,
44,4,payment,3.0670691999999997,0.23636651276083936,28.053571428571423,150.0,150.0,2.0,
46,4,rabbitmq,126.815288,4.542133024864265,20.569999999999997,150.0,356.0,2.0,
47,4,ratings,73.954520525,7.2526262435244835,66.88285714285713,150.0,150.0,2.0,1200.5669233590027
48,4,redis,0.0,0.433093849533269,15.78,,,,
49,4,shipping,150.492794,25.18438822395891,73.51071428571427,150.0,600.0,2.0,2322.479030754893
50,4,user,6.263162975,0.7081032039859058,32.142142857142865,150.0,150.0,2.0,5.161830690996112
51,4,web,0.0132864,0.281859201906287,11.626428571428571,150.0,150.0,2.0,932.0627920492851
52,5,cart,9.7398586,1.9024538756289207,68.75285714285714,200.0,100.0,1.0,59.83949762658227
53,5,catalogue,6.3383676,2.718534353809448,53.56142857142857,200.0,100.0,1.0,25.709111329495997
54,5,dispatch,0.0052879,1.6572689274897507,21.048571428571428,200.0,100.0,1.0,
55,5,mongodb,2.8890592,1.4718970819056456,57.50428571428571,200.0,150.0,1.0,
56,5,mysql,286.45703595,2.243155668520513,47.31142857142857,200.0,750.0,1.0,
57,5,payment,2.4090859,0.2745751119215205,47.54000000000001,200.0,100.0,1.0,
59,5,rabbitmq,145.4270172,4.490011246777037,25.648571428571433,200.0,306.0,1.0,
60,5,ratings,0.0,2.0657912332502444,37.25,200.0,100.0,1.0,515.5547752808989
61,5,redis,0.0,0.4863143416775519,15.83,,,,
62,5,shipping,151.6089525,23.19316433890524,84.36857142857143,200.0,550.0,1.0,1542.9362880886426
63,5,user,4.699127949999999,1.3293480015581067,54.45142857142857,200.0,100.0,1.0,2.119878090077887
64,5,web,0.0,1.0830022795532421,17.595714285714287,200.0,100.0,1.0,240.543906729208
65,6,cart,10.945758525,1.2617574215853509,77.64999999999999,200.0,100.0,2.0,46.34873821830344
66,6,catalogue,11.4101731,1.5045967917447773,59.72000000000001,200.0,100.0,2.0,20.18351343007101
67,6,dispatch,0.009154266666666667,1.747368108403732,21.79928571428572,200.0,100.0,2.0,
68,6,mongodb,2.8890592,1.544729767707546,59.88,200.0,150.0,2.0,
69,6,mysql,304.1053866,2.1846322937202465,47.339999999999996,200.0,750.0,2.0,
70,6,payment,2.29767495,0.1779248150092001,45.142857142857146,200.0,100.0,2.0,
72,6,rabbitmq,163.29818755,4.156970197713862,26.345714285714283,200.0,306.0,2.0,
73,6,ratings,27.053037449999998,4.1239586400821935,89.39214285714287,200.0,100.0,2.0,601.651179941003
74,6,redis,0.0,0.5531765900053999,15.960000000000004,,,,
75,6,shipping,88.33496016666668,13.838585896741908,79.78428571428572,200.0,550.0,2.0,1248.3848167539268
76,6,user,4.07566005,0.6477695384508994,46.729285714285716,200.0,100.0,2.0,2.186023444544635
77,6,web,0.0,0.5216578288181358,16.7,200.0,100.0,2.0,195.3459646854085
78,7,cart,6.0254909,0.7918141771413285,39.14857142857142,200.0,150.0,1.0,85.39988655700512
79,7,catalogue,3.7500208500000003,1.3837756604159648,30.962857142857143,200.0,150.0,1.0,26.93692119517735
80,7,dispatch,0.0,1.5144528192295594,16.807142857142857,200.0,150.0,1.0,
81,7,mongodb,2.8890592,1.0271222688256294,54.49571428571428,200.0,200.0,1.0,
82,7,mysql,326.45935695000003,1.8293859636917953,45.40285714285714,200.0,800.0,1.0,
83,7,payment,2.1843938,0.10770107518825214,28.42428571428572,200.0,150.0,1.0,
85,7,rabbitmq,181.1252976,4.267669282307952,20.3,200.0,356.0,1.0,
86,7,ratings,0.0,1.9930339307690015,32.128571428571426,200.0,150.0,1.0,610.2091603053435
87,7,redis,0.0,0.38792989717300824,15.879999999999999,,,,
88,7,shipping,117.3389588,23.104814288857035,84.81285714285715,200.0,600.0,1.0,2970.947126436781
89,7,user,4.1975172,0.9367155090925845,40.21999999999999,200.0,150.0,1.0,2.291900561347233
90,7,web,0.0,0.22363800153083174,12.584285714285715,200.0,150.0,1.0,417.4717249218528
