,Iteration,pod,cpu throttled total,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
0,1,webui,783.4378426222223,83.29021367817498,67.17774193548387,100.0,500.0,1.0,16392.507529142575
1,2,webui,2657.9786432759997,82.35005017079119,76.78032258064516,100.0,500.0,2.0,1174.782335169146
2,3,webui,1786.7097458239994,69.9867248577874,70.25354838709674,100.0,500.0,3.0,396.5692101331029
3,4,webui,482.5263484999999,63.54025576938182,96.59419354838712,100.0,500.0,4.0,884.255720983609
4,5,webui,842.2813883149998,71.92398208255699,99.75241935483871,100.0,500.0,5.0,655.3460058817923
5,6,webui,1133.32082123,70.65741645288463,95.91591397849459,100.0,550.0,1.0,486.2089880808006
6,7,webui,1330.1319250074998,68.47087551695076,92.4162096774195,100.0,550.0,2.0,413.72994872635223
7,8,webui,1392.455436712,65.08108949610754,91.91025806451624,100.0,550.0,3.0,405.4274001819433
8,9,webui,466.5946248800001,64.26860547656118,83.19419354838709,100.0,550.0,4.0,868.4949659675995
9,10,webui,849.04131793,71.85468078296974,88.2772580645161,100.0,550.0,5.0,663.0732060734653
10,11,webui,1156.2124708933334,70.70422373841387,87.02698924731176,100.0,600.0,1.0,491.98295575946975
11,12,webui,1350.6422715282054,69.37664579554247,85.04524193548393,100.0,600.0,2.0,419.0823567761031
12,13,webui,682.7779496999999,79.13934296245738,61.559032258064505,100.0,600.0,3.0,7587.512116233699
13,14,webui,1461.519680086,65.48270417390447,83.9978709677419,100.0,600.0,4.0,404.5149591515369
14,15,webui,507.6818130444444,63.19051443467615,81.26225806451612,100.0,600.0,5.0,785.2180910836328
15,16,webui,845.2163723842104,69.66652795065296,85.16709677419352,100.0,650.0,1.0,604.6155319224856
16,17,webui,1214.1797326714288,70.23631490932294,83.22064516129028,100.0,650.0,2.0,464.60534224245475
17,18,webui,1408.813283928205,69.28176392958383,80.7133870967742,100.0,650.0,3.0,400.3218194159119
18,19,webui,1454.864454468085,65.82028660722271,79.42154838709693,100.0,650.0,4.0,387.6806132717386
19,20,webui,497.8244787555556,62.622936762280304,75.12645161290321,100.0,650.0,5.0,786.002837120478
20,21,webui,886.7853933555557,66.27652913782806,79.84935483870966,100.0,700.0,1.0,575.6194725873368
21,22,webui,1190.9076668777777,68.54956608738364,78.42602150537628,100.0,700.0,2.0,442.18066302614693
22,23,webui,1400.0529156277776,70.67162587023174,75.5050806451613,100.0,700.0,3.0,392.98262207256965
