,Iteration,pod,cpu throttled total,cpu usage,latency95,median latency,memory usage,average response time,average rps,cpu limit,memory limit,number of pods,RPS,rps delta,ratio response time,ratio cpu usage,ratio memory usage
0,1,webui,194.6775429,63.37761082763535,4998.055555555556,1338.4833458339588,68.64999999999999,2919.2001235198913,0.5856543628355707,300.0,400.0,1.0,1.0,-0.4143456371644293,1893.0780805975073,89.63784736797115,97.09482799133805
1,2,webui,200.3153744,47.2562017844607,6227.052140928734,150.35690472222038,75.52214285714285,1464.2325167853014,0.7999985727142713,300.0,400.0,2.0,1.0,-0.20000142728572867,180.42850026892876,56.707509589455235,90.62667922024812
2,3,webui,206.13711306666664,30.377881192841475,6255.006082691726,201.66916641669164,81.03571428571429,1496.2462283959615,0.5999985721428429,300.0,400.0,3.0,1.0,-0.4000014278571571,282.3371209381309,42.529077045253146,113.45011570742463
3,4,webui,203.87379382499998,20.146129266472276,1466.785714285714,73.5,78.71178571428571,1210.69659814501,0.7571428571428571,300.0,400.0,4.0,1.0,-0.24285714285714288,91.35000000000001,25.0387606597584,97.82750510204082
4,5,webui,226.4542192375,27.930324778430982,5252.5068192750705,131.3094662698079,82.99057142857141,1215.0015871754774,0.7571385729999571,300.0,400.0,5.0,1.0,-0.24286142700004287,163.19947062670744,34.713523310695386,103.14578003326325
5,6,webui,183.14382905000002,73.5683160373715,7491.666666666666,244.33333333333334,60.72571428571429,2225.7544152725345,0.8000016701666834,300.0,450.0,1.0,1.0,-0.19999832983331656,293.199591922607,88.2818563734954,72.87075572079232
6,7,webui,188.68004910000002,42.46249506670945,6007.885711428856,85.00142842858573,67.27214285714285,1435.0840200804323,0.7714342874286286,300.0,450.0,2.0,1.0,-0.22856571257137137,104.42984048694984,52.16796550919024,82.6482481254888
7,8,webui,195.11619301666667,29.820566823305665,5804.974496735456,126.96458621989635,70.27000000000001,1211.952219652522,0.8285742874286,300.0,450.0,3.0,1.0,-0.17142571257140005,148.72958088397505,34.93257874027389,82.3160848223923
8,9,webui,200.803035625,23.158147321696553,2534.215722807621,78.27503095659931,72.74357142857143,1145.8438255285073,0.7857271507151006,300.0,450.0,4.0,1.0,-0.21427284928489942,95.04724486753356,28.12030953247594,88.33054374573103
9,10,webui,206.30242527000001,18.99659024161738,3935.991666666667,1338.4833458339588,72.69742857142856,1144.9667940190625,0.37142857142857144,300.0,450.0,5.0,1.0,-0.6285714285714286,2179.8157346438757,30.937304107776875,118.3929551020408
10,11,webui,157.68180519999999,80.99686067921736,7065.0,252.77777777777774,55.43714285714287,1890.233514909723,0.8142857142857142,300.0,500.0,1.0,1.0,-0.18571428571428583,299.72222222222223,96.03913480535775,65.73261224489798
11,12,webui,204.625085725,28.43501499709586,5492.142857142855,190.0,62.18785714285715,1291.5416452971936,0.8857142857142858,300.0,500.0,2.0,1.0,-0.11428571428571421,211.71428571428572,31.684730996763957,69.29504081632653
12,13,webui,209.73633304999998,34.16101604881095,2965.027777777776,119.58333333333333,64.66999999999999,1127.2437286758402,0.8714285714285713,300.0,500.0,3.0,1.0,-0.12857142857142867,134.95833333333331,38.55314668365807,72.98471428571428
13,14,webui,185.3719208,15.441011889034854,724.0476190476186,63.57142857142858,62.026071428571406,934.7370791093127,1.2285714285714284,300.0,500.0,4.0,1.0,0.22857142857142843,49.040816326530624,11.911637742969747,47.84868367346938
14,15,webui,204.37945032222225,26.14344275339675,5029.999999999998,137.33333333333334,62.50828571428571,901.3965841401093,0.5428571428571428,300.0,500.0,5.0,1.0,-0.4571428571428572,200.11428571428576,38.09473086923527,91.08350204081633
15,16,webui,182.0188214,71.46865128791794,6921.499999999998,190.41666666666669,47.78714285714286,2187.2319508448536,0.6333333333333333,300.0,550.0,1.0,1.0,-0.3666666666666667,260.23611111111114,97.67382342682119,65.30909523809524
16,17,webui,183.9841942,38.953947731685055,3389.121427143,104.16698410582151,55.198571428571434,1313.320494169528,0.7571271458569857,300.0,550.0,2.0,1.0,-0.2428728541430143,129.46631684307238,48.414804197417205,68.60480601604561
