,index,Iteration,pod,datapoint_x,cpu throttled total,datapoint_y,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
0,3,1,webui,58.3421052631579,200.827025975,13.5,28.49880754378457,41.71461538461539,200.0,500.0,1.0,1017.0
1,10,2,webui,134.4431137724551,479.0640540473684,59.5,30.294281014480465,42.41999999999998,200.0,500.0,2.0,1698.6591276252018
2,13,3,webui,105.90445859872611,38.1791904,60.0,10.056688219814891,21.26866666666668,200.0,500.0,3.0,308.6666666666667
3,16,4,webui,56.80246913580247,38.88196176666666,45.5,8.79013065656488,23.96020833333333,200.0,500.0,4.0,321.53846153846155
4,19,5,webui,48.588235294117645,30.83588118,20.0,4.938893292159701,36.163809523809526,200.0,500.0,5.0,294.0
5,26,6,webui,93.98058252427184,52.70092122222223,38.0,9.046496451015793,45.030000000000015,200.0,600.0,1.0,960.7979953739398
6,33,7,webui,140.47552447552448,158.3136389,45.0,21.69448675525747,61.380212765957424,200.0,600.0,2.0,584.7850433955534
7,40,8,webui,159.61748633879782,125.07185207333332,58.0,18.780997807378302,58.54749999999997,200.0,600.0,3.0,548.4120890774125
8,47,9,webui,64.62857142857143,57.385108366666664,22.0,12.958457627648512,49.05153846153847,200.0,600.0,4.0,652.9649227110583
9,54,10,webui,86.26315789473684,192.42872484,19.5,20.428532453206277,47.039999999999985,200.0,600.0,5.0,536.1472660996354
10,61,11,webui,81.44736842105263,135.12693527500002,32.5,15.221184961228651,41.5541176470588,200.0,700.0,1.0,520.0624370594159
11,68,12,webui,106.99115044247787,107.38535045454547,45.0,10.999157598713829,39.26851063829786,200.0,700.0,2.0,519.64230640295
12,75,13,webui,85.05172413793103,436.4055253857142,55.5,22.680147315108076,38.95290322580646,200.0,700.0,3.0,1718.8688665710185
13,82,14,webui,116.96402877697842,87.16248337333333,58.0,6.441535581785086,37.922333333333334,200.0,700.0,4.0,519.0405088717777
14,89,15,webui,62.945945945945944,101.0845339625,45.5,5.244371276402739,35.585625,200.0,700.0,5.0,519.122237106497
15,96,16,webui,74.0,30.345001000000003,20.0,5.030644455894737,26.44190476190476,200.0,800.0,1.0,389.0
16,103,17,webui,101.56382978723404,30.66979335,32.5,5.750401660309379,27.145588235294106,200.0,800.0,2.0,337.57142857142856
17,108,18,webui,102.36170212765957,31.52549389333334,45.5,6.300215237895242,27.405319148936176,200.0,800.0,3.0,306.09090909090907
18,111,19,webui,111.59281437125749,31.77961804736842,58.5,6.019273116716564,27.622166666666676,200.0,800.0,4.0,241.6
19,114,20,webui,55.87951807228916,31.203907015384615,49.5,5.595946387235106,26.943541666666672,200.0,800.0,5.0,226.75
20,117,21,webui,48.735849056603776,28.452407885714283,20.0,4.568999476689644,22.881904761904757,200.0,900.0,1.0,338.0
21,120,22,webui,59.44303797468354,29.413253990909087,33.0,5.394014799818617,23.470294117647057,200.0,900.0,2.0,194.0
22,123,23,webui,65.51515151515152,29.82291722,46.0,5.799726496941578,23.664255319148943,200.0,900.0,3.0,144.36363636363637
23,130,24,webui,71.83673469387755,109.53157502857142,24.0,21.921743472125506,26.482307692307693,200.0,900.0,4.0,962.0
24,133,25,webui,88.62043795620438,30.717358557894734,58.5,5.806055117734604,24.026000000000003,200.0,900.0,5.0,168.53333333333336
25,136,26,webui,57.43157894736842,30.73054247692307,53.0,5.544912822843111,23.870545454545464,300.0,500.0,1.0,173.20000000000002
26,139,27,webui,51.27272727272727,29.39574501428572,22.5,5.179844993802635,20.81923076923077,300.0,500.0,2.0,358.0
27,142,28,webui,76.71134020618557,30.678289763636368,33.0,5.9294027497234305,20.476470588235294,300.0,500.0,3.0,413.7142857142857
28,145,29,webui,86.97560975609755,30.716238293333337,46.0,6.133826104837723,21.305106382978714,300.0,500.0,4.0,308.1818181818182
29,148,30,webui,93.48251748251748,29.903499889473675,60.0,6.339348325947733,21.023934426229513,300.0,500.0,5.0,226.93333333333334
30,155,31,webui,107.62,131.79099756,34.5,27.228505005905692,24.551666666666666,300.0,600.0,1.0,1201.5714285714287
31,162,32,webui,108.04878048780488,149.3677897533333,45.5,28.8930235754564,26.85239130434784,300.0,600.0,2.0,903.7272727272727
32,165,33,webui,106.9,151.4957292277778,59.5,25.648751640053163,27.146440677966126,300.0,600.0,3.0,843.1333333333334
33,168,34,webui,54.9,135.04609434000002,50.0,23.428979890500973,26.72923076923076,300.0,600.0,4.0,862.2500000000001
34,171,35,webui,48.65384615384615,113.43174798333335,20.0,23.92516629402943,21.4945,300.0,600.0,5.0,1073.0
35,174,36,webui,57.285714285714285,131.72374131818182,33.0,27.36330245614558,23.04848484848485,300.0,700.0,1.0,676.1
36,177,37,webui,81.37391304347825,143.00169976923075,46.0,27.708244900459945,23.272608695652174,300.0,700.0,2.0,767.0
37,181,38,webui,62.13559322033898,158.62615567142856,20.5,17.95420666395595,36.72454545454545,300.0,700.0,3.0,585.4285714285714
38,184,39,webui,106.9,148.88687122777776,59.5,24.93560681290508,23.782372881355904,300.0,700.0,4.0,894.2
39,191,40,webui,96.68181818181819,841.6006204999999,13.5,63.796678987391346,38.8423076923077,300.0,700.0,5.0,2408.7289473684214
40,198,41,webui,85.32203389830508,710.8121121857145,20.5,64.36856089432587,30.469090909090905,300.0,800.0,1.0,1841.1026620370371
41,205,42,webui,81.31645569620254,517.727498909091,33.0,42.339198940197676,27.366764705882353,300.0,800.0,2.0,1811.8623699227928
