,index,Iteration,pod,datapoint_x,cpu throttled total,datapoint_y,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
0,6,1,webui,133.16666666666666,299.54469445,13.5,42.305387523161734,52.56230769230769,200.0,600.0,1.0,6033.2119863013695
1,13,2,webui,256.54635761589407,859.36723485625,65.5,60.13404476664248,54.474000000000075,200.0,600.0,2.0,1402.3928370652898
2,20,3,webui,275.0419161676647,346.31254438499997,65.5,41.06011701581562,40.8547692307692,200.0,600.0,3.0,624.7322611513212
3,27,4,webui,140.92307692307693,190.90598623333335,13.5,24.94500225664393,60.5123076923077,200.0,600.0,4.0,768.2566377133
4,34,5,webui,175.52985074626866,242.9535194625,26.5,44.21334051021328,66.55230769230769,200.0,600.0,5.0,701.2836520473206
5,41,6,webui,206.87817258883248,294.5655992090909,39.5,45.453194530286396,65.49512820512821,200.0,700.0,1.0,636.8501440820296
6,48,7,webui,235.74806201550388,272.17201885,52.5,40.1839431817037,65.99269230769231,200.0,700.0,2.0,605.4985033825286
7,55,8,webui,271.3761467889908,266.0973636947369,65.5,34.25463583944589,65.4555384615384,200.0,700.0,3.0,599.031281196782
8,62,9,webui,153.37878787878788,151.03942695,13.5,27.78226533292084,51.36538461538463,200.0,700.0,4.0,784.0890891496311
9,69,10,webui,188.5639097744361,240.35386678571427,26.5,44.28540690501066,56.5026923076923,200.0,700.0,5.0,751.8967646827299
10,76,11,webui,216.08163265306123,278.04168265,39.5,47.232201094258784,54.65564102564105,200.0,800.0,1.0,651.6920576288987
11,83,12,webui,250.51136363636363,267.81526602857144,52.5,40.744485439838826,54.06461538461534,200.0,800.0,2.0,616.419969143022
12,90,13,webui,134.40677966101694,271.0057956,13.5,40.66472723763232,41.20307692307692,200.0,800.0,3.0,5880.949389179755
13,97,14,webui,284.7027027027027,261.20693361578947,65.5,34.30288894887955,54.85784615384616,200.0,800.0,4.0,608.5886577057632
14,104,15,webui,154.72307692307692,174.3828899,13.5,26.90136928786828,43.45461538461538,200.0,800.0,5.0,766.9933633055019
