,timestamp,Iteration,container_cpu_usage_seconds_total,container_memory_usage_bytes,kube_deployment_spec_replicas,kube_pod_container_resource_limits_cpu_cores,kube_pod_container_resource_limits_memory_bytes,kube_pod_container_resource_requests_cpu_cores,kube_pod_container_resource_requests_memory_bytes,response_latency_ms_count,response_latency_ms_sum,datapoints,CPU usage [%],Memory usage [%],Response time [ms]
64,2021-02-01 20:24:13.876000000,3,0.1176187,1409024.0,1.0,0.5,524288000.0,0.1,209715200.0,2171.6666666666665,78.0,11,23.52374,0.26875,0.03591711435149655
65,2021-02-01 20:24:16.431000064,3,0.1176187,1409024.0,1.0,0.5,524288000.0,0.1,209715200.0,2172.0,78.0,12,23.52374,0.26875,0.03591160220994475
66,2021-02-01 20:24:24.041999872,3,0.1176187,1409024.0,1.0,0.5,524288000.0,0.1,209715200.0,2172.5,78.5,13,23.52374,0.26875,0.03613348676639816
67,2021-02-01 20:24:26.431000064,3,0.1176187,1409024.0,1.0,0.5,524288000.0,0.1,209715200.0,2173.0,79.0,14,23.52374,0.26875,0.03635526921306949
68,2021-02-01 20:24:29.259000064,3,0.1176187,1409024.0,1.0,0.5,524288000.0,0.1,209715200.0,2173.3333333333335,79.33333333333333,15,23.52374,0.26875,0.036503067484662574
69,2021-02-01 20:24:31.268000000,3,2.8436443,5677056.0,1.0,0.5,524288000.0,0.1,209715200.0,2173.6666666666665,79.66666666666667,16,568.7288599999999,1.0828125,0.036650820426314984
70,2021-02-01 20:24:36.431000064,3,2.96427185,6449152.0,1.0,0.5,524288000.0,0.1,209715200.0,2174.0,80.0,17,592.85437,1.230078125,0.03679852805887764
71,2021-02-01 20:24:38.785999872,3,3.0848994,7221248.0,1.0,0.5,524288000.0,0.1,209715200.0,2174.5,80.5,18,616.97988,1.3773437499999999,0.03702000459875834
72,2021-02-01 20:24:46.431000064,3,2.343079225,5768192.0,1.0,0.5,524288000.0,0.1,209715200.0,2175.0,81.0,19,468.615845,1.1001953125,0.037241379310344824
73,2021-02-01 20:24:54.041999872,3,1.60125905,4315136.0,1.0,0.5,524288000.0,0.1,209715200.0,2175.5,81.0,20,320.25181,0.8230468750000001,0.0372328200413698
74,2021-02-01 20:24:56.431000064,3,0.8594388749999999,2862080.0,1.0,0.5,524288000.0,0.1,209715200.0,2176.0,81.0,21,171.88777499999998,0.5458984375,0.03722426470588235
75,2021-02-01 20:25:03.352999936,3,0.1176187,1409024.0,1.0,0.5,524288000.0,0.1,209715200.0,2176.5,81.0,22,23.52374,0.26875,0.037215713301171606
76,2021-02-01 20:25:06.431000064,3,1.6032315,4315136.0,1.0,0.5,524288000.0,0.1,209715200.0,2177.0,81.0,23,320.6463,0.8230468750000001,0.03720716582452917
77,2021-02-01 20:25:08.276000000,3,3.0888443,7221248.0,1.0,0.5,524288000.0,0.1,209715200.0,2177.3333333333335,81.0,24,617.76886,1.3773437499999999,0.03720146968769136
78,2021-02-01 20:25:13.248000000,3,2.8491016,5677056.0,1.0,0.5,524288000.0,0.1,209715200.0,2177.6666666666665,81.0,25,569.82032,1.0828125,0.037195775294657896
79,2021-02-01 20:25:16.431000064,3,1.9386073000000001,4254378.666666667,1.0,0.5,524288000.0,0.1,209715200.0,2178.0,81.0,26,387.72146000000004,0.8114583333333335,0.0371900826446281
80,2021-02-01 20:25:24.041999872,3,1.028113,2831701.3333333335,1.0,0.5,524288000.0,0.1,209715200.0,2182.6666666666665,81.0,27,205.6226,0.5401041666666667,0.03711056811240074
81,2021-02-01 20:27:29.094000128,4,0.1176187,1409024.0,1.0,0.5,524288000.0,0.1,209715200.0,2187.3333333333335,81.0,1,23.52374,0.26875,0.037031392868028035
82,2021-02-01 20:27:36.431000064,4,1.49206665,3543040.0,1.0,0.5,524288000.0,0.1,209715200.0,2192.0,81.0,2,298.41333,0.67578125,0.03695255474452555
83,2021-02-01 20:27:39.352999936,4,2.8665146,5677056.0,1.0,0.5,524288000.0,0.1,209715200.0,2192.3333333333335,81.0,3,573.30292,1.0828125,0.03694693629314277
84,2021-02-01 20:27:43.217999872,4,3.1069428,7221248.0,1.0,0.5,524288000.0,0.1,209715200.0,2192.6666666666665,81.0,4,621.38856,1.3773437499999999,0.03694131955001521
85,2021-02-01 20:27:46.431000064,4,3.1075058,7221248.0,1.0,0.5,524288000.0,0.1,209715200.0,2193.0,81.0,5,621.50116,1.3773437499999999,0.036935704514363885
86,2021-02-01 20:27:54.041999872,4,3.1080688,7221248.0,1.0,0.5,524288000.0,0.1,209715200.0,2193.5,81.0,6,621.61376,1.3773437499999999,0.036927285160702074
87,2021-02-01 20:27:56.431000064,4,3.1086318,7221248.0,1.0,0.5,524288000.0,0.1,209715200.0,2194.0,81.0,7,621.72636,1.3773437499999999,0.03691886964448496
88,2021-02-01 20:28:00.217999872,4,3.1091948,7221248.0,1.0,0.5,524288000.0,0.1,209715200.0,2194.3333333333335,81.0,8,621.83896,1.3773437499999999,0.03691326143095853
89,2021-02-01 20:28:02.167000064,4,0.1176187,1409024.0,1.0,0.5,524288000.0,0.1,209715200.0,2194.6666666666665,81.0,9,23.52374,0.26875,0.03690765492102066
90,2021-02-01 20:28:06.431000064,4,1.49398495,3543040.0,1.0,0.5,524288000.0,0.1,209715200.0,2195.0,81.0,10,298.79699,0.67578125,0.03690205011389522
91,2021-02-01 20:28:07.414000128,4,2.8703512,5677056.0,1.0,0.5,524288000.0,0.1,209715200.0,2195.5,81.0,11,574.07024,1.0828125,0.036893646094283764
92,2021-02-01 20:28:16.431000064,4,2.182168075,4610048.0,1.0,0.5,524288000.0,0.1,209715200.0,2196.0,81.0,12,436.433615,0.879296875,0.036885245901639344
93,2021-02-01 20:28:24.041999872,4,1.49398495,3543040.0,1.0,0.5,524288000.0,0.1,209715200.0,2196.5,81.0,13,298.79699,0.67578125,0.03687684953334851
94,2021-02-01 20:28:26.431000064,4,0.8058018250000001,2476032.0,1.0,0.5,524288000.0,0.1,209715200.0,2197.0,81.0,14,161.160365,0.472265625,0.036868456986800184
95,2021-02-01 20:28:35.545999872,4,0.1176187,1409024.0,1.0,0.5,524288000.0,0.1,209715200.0,2197.3333333333335,81.0,15,23.52374,0.26875,0.0368628640776699
96,2021-02-01 20:28:35.880999936,4,3.1133751,7221248.0,1.0,0.5,524288000.0,0.1,209715200.0,2197.6666666666665,81.0,16,622.67502,1.3773437499999999,0.03685727286516002
97,2021-02-01 20:28:36.431000064,4,2.99395145,6449152.0,1.0,0.5,524288000.0,0.1,209715200.0,2198.0,81.0,17,598.79029,1.230078125,0.036851683348498636
