,index,Iteration,pod,datapoint_x,cpu throttled total,datapoint_y,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
0,6,1,webui,133.16666666666666,268.261139475,13.5,40.657568847735774,51.79076923076923,200.0,600.0,1.0,5136.752579405219
1,13,2,webui,258.5,819.43082951,65.5,59.764886328070034,53.448769230769265,200.0,600.0,2.0,1075.0803630484309
2,20,3,webui,264.41747572815535,317.49490124210524,65.5,39.726700361429096,40.0052307692308,200.0,600.0,3.0,543.8735880409308
3,27,4,webui,138.96923076923076,147.76323315,13.5,28.527030700222742,60.49999999999999,200.0,600.0,4.0,646.0695410594466
4,34,5,webui,170.70866141732284,266.88942602857145,26.5,43.877670397663934,67.76884615384613,200.0,600.0,5.0,586.725255775828
5,41,6,webui,207.25757575757575,265.1754785833333,39.5,46.37968025341681,67.80282051282047,200.0,700.0,1.0,507.030444738551
6,48,7,webui,238.4770992366412,259.66111893749996,52.5,39.991160058430374,67.64980769230763,200.0,700.0,2.0,511.89704745166955
7,55,8,webui,273.59574468085106,260.0289308058823,65.5,32.8079783925047,66.75415384615381,200.0,700.0,3.0,509.7163084491069
8,62,9,webui,141.98461538461538,168.1143987,13.5,26.9994597934271,50.83692307692308,200.0,700.0,4.0,703.6620500889558
9,69,10,webui,172.4418604651163,252.68999302857142,26.5,43.93043589277059,57.400769230769235,200.0,700.0,5.0,610.3123867321633
10,76,11,webui,206.87817258883248,247.16640843636367,39.5,45.45229638551701,57.29692307692307,200.0,800.0,1.0,541.8659898782081
11,83,12,webui,233.16929133858267,243.29054977857146,52.5,38.891986447788796,55.24865384615385,200.0,800.0,2.0,518.971356774695
12,90,13,webui,133.16666666666666,306.552078525,13.5,40.3217986450175,41.456923076923076,200.0,800.0,3.0,5162.78617191671
13,97,14,webui,269.3818181818182,251.11798099375005,65.5,32.813164968421454,54.80430769230772,200.0,800.0,4.0,512.1035460822251
14,104,15,webui,138.8,165.97857223333332,13.5,26.949230646903914,43.99230769230768,200.0,800.0,5.0,680.4702109184616
15,111,16,webui,167.2093023255814,251.6847426,26.5,43.5905792132717,50.542307692307695,200.0,900.0,1.0,600.393655605159
16,118,17,webui,201.88541666666666,262.45460167,39.5,45.4582621108207,51.22256410256411,200.0,900.0,2.0,530.6096502448377
17,125,18,webui,231.37751004016064,260.3466427923077,52.5,39.83368624378052,50.2351923076923,200.0,900.0,3.0,510.17762371148257
18,132,19,webui,274.531914893617,251.76396966000001,65.5,33.22721636996191,49.56369230769234,200.0,900.0,4.0,515.3452859063859
19,139,20,webui,141.98461538461538,162.33579110000002,13.5,25.910460639072692,38.78000000000001,200.0,900.0,5.0,740.4542157020796
20,146,21,webui,174.15267175572518,209.74301575714284,26.5,43.16075364962013,42.0323076923077,200.0,1000.0,1.0,614.3636863052207
21,153,22,webui,206.98461538461538,263.2321124,39.5,45.0925873365264,43.013846153846146,200.0,1000.0,2.0,535.0188782505669
22,160,23,webui,240.82824427480915,258.14262460000003,52.5,38.87585949788206,42.79769230769232,200.0,1000.0,3.0,512.8181390986606
23,167,24,webui,162.16666666666666,466.3831552,26.5,55.817130558019095,48.7307692307692,200.0,1000.0,4.0,2869.9366456790526
24,174,25,webui,274.531914893617,250.33432054,65.5,33.530606208236776,42.86646153846153,200.0,1000.0,5.0,507.2389386046925
25,181,26,webui,140.83333333333334,200.37509747500002,13.5,25.746400912159064,38.24615384615385,300.0,600.0,1.0,714.4568455667624
26,188,27,webui,170.375,264.5523289,26.5,43.35200253922618,41.86730769230769,300.0,600.0,2.0,604.0837512654324
27,195,28,webui,203.26288659793815,276.2520121083334,39.5,45.534739766518875,41.32974358974361,300.0,600.0,3.0,542.8344396378437
28,202,29,webui,241.47761194029852,260.1881189,52.5,38.97198902316112,41.36923076923079,300.0,600.0,4.0,533.0579258257015
29,209,30,webui,270.9698795180723,247.39857627,65.5,31.480568958539767,40.73938461538465,300.0,600.0,5.0,532.2404934687953
30,216,31,webui,194.73076923076923,623.8592359916667,39.5,59.449973965293744,50.27846153846154,300.0,700.0,1.0,1923.0223053045777
31,223,32,webui,231.61111111111111,728.7670929125,52.5,60.61719420538127,49.82500000000002,300.0,700.0,2.0,1410.0006147941301
32,230,33,webui,268.9691358024691,814.7460979150002,65.5,59.26500024127067,49.28261538461541,300.0,700.0,3.0,1119.064288369952
33,237,34,webui,133.16666666666666,288.05255554999997,13.5,41.31383197307124,40.06923076923078,300.0,700.0,4.0,4882.879363676536
34,244,35,webui,161.29661016949152,459.23645976250003,26.5,57.02711107842778,43.64269230769231,300.0,700.0,5.0,2688.891401989092
35,251,36,webui,202.375,605.3242084166667,39.5,58.515966703433655,44.65538461538464,300.0,800.0,1.0,1787.7929918091386
36,258,37,webui,237.1153846153846,724.6915751000001,52.5,60.24729308249617,43.731730769230765,300.0,800.0,2.0,1337.6601772266424
37,265,38,webui,168.61111111111111,440.5660457,26.5,57.25500634101122,62.79692307692306,300.0,800.0,3.0,3054.813394919169
38,272,39,webui,255.8421052631579,809.09948996,65.5,60.06946104804607,42.68184615384618,300.0,800.0,4.0,1086.358411724131
39,279,40,webui,133.16666666666666,281.32644295,13.5,39.45920188651821,31.66769230769231,300.0,800.0,5.0,5335.17121181054
40,286,41,webui,161.29661016949152,456.27186315,26.5,58.992314462817475,36.67038461538461,300.0,900.0,1.0,2819.6987145377657
41,293,42,webui,202.375,605.5087230666667,39.5,60.144840825120006,38.18461538461541,300.0,900.0,2.0,1798.775773734839
42,300,43,webui,225.7741935483871,716.8659798937499,52.5,59.90005045496522,38.8069230769231,300.0,900.0,3.0,1395.2057057639747
43,307,44,webui,266.375,808.80309434,65.5,60.250294564992195,39.21138461538456,300.0,900.0,4.0,1139.2228620808849
44,314,45,webui,138.375,219.89902005,13.5,37.24792206182125,54.45076923076923,300.0,900.0,5.0,2226.288051686525
45,321,46,webui,168.952,368.50758481428574,26.5,51.793553682271,60.702692307692274,300.0,1000.0,1.0,1546.7368725105657
46,328,47,webui,206.87817258883248,462.67937785454546,39.5,54.49642508974986,61.6692307692308,300.0,1000.0,2.0,1148.1707507383571
47,335,48,webui,235.6614785992218,598.2654959266669,52.5,55.28796058572095,62.74519230769231,300.0,1000.0,3.0,902.596335667923
48,342,49,webui,204.40721649484536,657.73292412,39.5,61.22743450173646,63.99384615384615,300.0,1000.0,4.0,1949.728670107363
49,349,50,webui,271.20552147239266,620.7335431277778,65.5,54.93364243075051,62.88676923076917,300.0,1000.0,5.0,762.0092491120436
50,356,51,webui,139.55555555555554,232.16522980000002,13.5,34.30893223573587,47.48769230769231,400.0,600.0,1.0,1849.5626555409165
51,363,52,webui,169.30645161290323,395.57714351666664,26.5,51.429092466042775,53.78423076923075,400.0,600.0,2.0,1336.1547075075714
52,370,53,webui,205.4051282051282,511.7574289090908,39.5,53.89147868603342,53.54153846153847,400.0,600.0,3.0,964.7136105497779
53,377,54,webui,233.0079365079365,569.1172524666666,52.5,55.105246706270705,53.46711538461537,400.0,600.0,4.0,786.2632963115913
54,384,55,webui,265.87697160883283,596.5858385647059,65.5,54.29562863813904,53.232769230769236,400.0,600.0,5.0,694.5650420161008
