,run,Unnamed: 0,Iteration,pod,cpu throttled total,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
58,1,58,59,webui,1924.9632529166677,78.82099959117139,74.61895161290325,200.0,550.0,4.0,935.74577915167
59,1,59,60,webui,2301.409619438889,87.93863106310808,82.39830645161291,200.0,550.0,5.0,1878.2715339429733
60,1,60,61,webui,2339.839679566,77.86858892700874,73.31064516129017,200.0,600.0,1.0,758.1242178438259
61,1,61,62,webui,644.08391161,76.09909597628513,65.83548387096774,200.0,600.0,2.0,3637.786100807959
62,1,62,63,webui,1135.95779888,82.57052588541012,73.16806451612904,200.0,600.0,3.0,1835.1064708405115
63,1,63,64,webui,1565.7592446633328,78.85848121136493,73.43903225806444,200.0,600.0,4.0,1094.7780086689434
64,1,64,65,webui,1943.8958692425003,75.63005377545794,72.91040322580655,200.0,600.0,5.0,788.6857679607818
65,1,65,66,webui,2286.9694244,76.3105208347503,71.58303225806449,200.0,650.0,1.0,638.9888638164819
66,1,66,67,webui,597.8012484,72.72223219506093,61.18322580645162,200.0,650.0,2.0,3018.325300754514
67,1,67,68,webui,1149.9523992789475,80.79524120876304,68.3879032258064,200.0,650.0,3.0,1704.640433445261
68,1,68,69,webui,1509.0032288133332,77.53092377873936,68.76516129032262,200.0,650.0,4.0,1043.6298783870998
69,1,69,70,webui,1909.1292610081075,76.65779151151237,66.87661290322578,200.0,650.0,5.0,753.6103283747868
70,1,70,71,webui,2726.4537074480004,85.47488332453321,81.56883870967738,200.0,700.0,1.0,1389.7487774022818
71,1,71,72,webui,2279.274304472917,75.16732448367883,66.41219354838705,200.0,700.0,2.0,614.0311533407771
72,1,72,73,webui,480.838873,69.36443934739364,86.48548387096777,200.0,700.0,3.0,2430.6317476847557
73,1,73,74,webui,924.077187436842,81.51927594256976,92.79935483870968,200.0,700.0,4.0,1319.582350541012
74,1,74,75,webui,1338.2548860407408,75.79410764545284,93.31903225806442,200.0,700.0,5.0,846.6288375343705
75,1,75,76,webui,1647.244136211111,73.2369757493664,92.17685483870974,250.0,500.0,1.0,629.7663897501997
76,1,76,77,webui,1960.9763009820008,74.14239847647634,90.177677419355,250.0,500.0,2.0,513.7505610559031
77,1,77,78,webui,557.45204888,69.09664827497662,79.6032258064516,250.0,500.0,3.0,1928.933108690856
78,1,78,79,webui,983.186665265,74.95600268536319,85.63032258064517,250.0,500.0,4.0,1119.881103854192
79,1,79,80,webui,1351.25481966,74.06500762396064,84.51763440860209,250.0,500.0,5.0,743.7104991431804
80,1,80,81,webui,1675.03162432,73.15632116722051,83.28580645161283,250.0,550.0,1.0,572.955412753185
81,1,81,82,webui,731.370126,79.83031792760266,66.40193548387096,250.0,550.0,2.0,7300.137081940882
82,1,82,83,webui,1928.7997539795915,72.12501400675976,81.04935483870976,250.0,550.0,3.0,481.2231843161638
83,1,83,84,webui,546.05866247,69.26622179333857,73.36064516129031,250.0,550.0,4.0,1668.2803185582695
84,1,84,85,webui,954.7581271368422,72.85648639338369,79.38645161290323,250.0,550.0,5.0,1038.050358363597
85,1,85,86,webui,1325.3987200206896,72.58302883751047,79.22268817204302,250.0,600.0,1.0,690.8294812124691
86,1,86,87,webui,1643.8336083589743,73.07597651032181,77.09282258064525,250.0,600.0,2.0,552.782008616574
87,1,87,88,webui,1979.9028486708337,72.65690014553695,75.09496774193552,250.0,600.0,3.0,472.6395023401869
88,1,88,89,webui,569.9514929666666,71.08272636051618,73.7283870967742,250.0,600.0,4.0,1761.0856423708271
89,1,89,90,webui,1008.139593305263,73.92975382405953,76.07693548387093,250.0,600.0,5.0,991.4172197441088
90,1,90,91,webui,1342.6372884999998,74.288850450907,74.86784946236565,250.0,650.0,1.0,696.2426829283254
91,1,91,92,webui,1678.212430016216,72.54092326169884,72.18354838709678,250.0,650.0,2.0,553.9250899656001
92,1,92,93,webui,1266.29451093,87.82918903793615,75.25693548387098,250.0,650.0,3.0,3476.503802935164
93,1,93,94,webui,1987.9028430829787,71.89911102882928,71.98600000000008,250.0,650.0,4.0,477.2123439126518
94,1,94,95,webui,509.44312822,70.37694481581546,70.28935483870966,250.0,650.0,5.0,1497.404811493178
95,1,95,96,webui,999.0657154222224,76.0949460778401,72.44145161290326,250.0,700.0,1.0,960.4215160373658
96,1,96,97,webui,1385.5795068777782,73.70028135147227,71.31107526881729,250.0,700.0,2.0,671.0454078843208
97,1,97,98,webui,1749.97132101,72.00010522995562,69.4906451612903,250.0,700.0,3.0,537.6020353694755
98,1,98,99,webui,2035.9085252800007,72.82763402980304,67.97774193548395,250.0,700.0,4.0,463.6988532384535
99,1,99,100,webui,508.01599624,65.8066746218282,87.94806451612901,250.0,700.0,5.0,1305.250175261085
100,1,100,101,webui,890.2651627950002,71.8971965714679,93.22129032258064,300.0,500.0,1.0,834.5029760105419
101,1,101,102,webui,1220.3338780033332,72.52816807595838,93.13860215053766,300.0,500.0,2.0,588.5161015282185
102,1,102,103,webui,1500.4011100525,71.61284999976661,90.54056451612917,300.0,500.0,3.0,474.2601059674198
103,1,103,104,webui,1786.2801003666666,88.810216641653,77.38494623655917,300.0,500.0,4.0,2049.1826326881524
104,1,104,105,webui,1697.379153386,70.23736684690535,89.1854838709677,300.0,500.0,5.0,418.9182030943461
105,1,105,106,webui,526.2421929,64.86860495781717,81.34000000000003,300.0,550.0,1.0,1054.616731573765
106,1,106,107,webui,925.10327819,74.49342845295152,86.5272580645161,300.0,550.0,2.0,740.8113107456197
107,1,107,108,webui,1264.17087726,72.72333609582073,85.73505376344083,300.0,550.0,3.0,548.1691076469895
108,1,108,109,webui,1545.34042264,71.20016488361111,82.9016935483871,300.0,550.0,4.0,459.2153214908635
109,1,109,110,webui,1781.1557178653056,70.15067526925785,81.59600000000003,300.0,550.0,5.0,410.35934179510514
110,1,110,111,webui,507.50622905,66.20825671989009,79.93870967741937,300.0,600.0,1.0,1182.4902408115545
111,1,111,112,webui,928.8225212749998,73.92105587989106,83.12919354838712,300.0,600.0,2.0,785.260990741283
112,1,112,113,webui,1284.2708922793104,72.19214482572481,81.41268817204293,300.0,600.0,3.0,566.8218157242751
113,1,113,114,webui,1551.1414459375003,71.46621836952144,79.4967741935483,300.0,600.0,4.0,457.86975895372416
114,1,114,115,webui,2240.463803355,83.80491288623756,76.84000000000005,300.0,600.0,5.0,1490.2859673770106
115,1,115,116,webui,1749.018238375999,69.99240386496318,78.26806451612913,300.0,650.0,1.0,407.2913167196968
116,1,116,117,webui,543.7900940777778,66.01197288556007,72.38870967741936,300.0,650.0,2.0,985.4946568957182
117,1,117,118,webui,948.7494885777778,71.01048269251228,76.33225806451615,300.0,650.0,3.0,692.3916029160791
118,1,118,119,webui,1301.030368286207,72.2528927405513,75.34139784946244,300.0,650.0,4.0,516.5386147453654
119,1,119,120,webui,1596.7411742729723,71.3418704092334,73.49145161290329,300.0,650.0,5.0,433.9439246854192
120,1,120,121,webui,1756.5496516866658,69.2230576742979,72.67987096774196,300.0,700.0,1.0,396.0801313253642
121,1,121,122,webui,526.6235796333334,61.95184735691027,72.48451612903224,300.0,700.0,2.0,963.8974177465312
122,1,122,123,webui,952.6208628222222,72.90444096973197,76.26,300.0,700.0,3.0,684.924767699731
123,1,123,124,webui,1323.3406735033334,71.55671309894659,73.44290322580642,300.0,700.0,4.0,514.883450732612
124,1,124,125,webui,1596.5592963100005,70.4290422956313,71.03548387096775,300.0,700.0,5.0,434.5480115727123
0,2,0,1,webui,551.84704154,69.11740789234146,62.538947368421056,100.0,500.0,1.0,7106.4283066944645
1,2,1,2,webui,1831.99651256,79.0963972786085,70.27568421052628,100.0,500.0,2.0,1214.5328779078511
2,2,2,3,webui,1098.157861324,60.0400253009142,64.5156842105263,100.0,500.0,3.0,306.9945780766884
3,2,3,4,webui,298.88679720000005,43.48363823881986,81.01368421052634,100.0,500.0,4.0,658.9263982331825
4,2,4,5,webui,564.1293043666667,58.63968701185679,88.25657894736844,100.0,500.0,5.0,540.7511774692304
5,2,5,6,webui,746.0039400333333,59.99930231117312,87.43192982456135,100.0,550.0,1.0,401.4400544805264
6,2,6,7,webui,877.8457466583333,59.25302528875047,87.06644736842108,100.0,550.0,2.0,334.6282069219752
7,2,7,8,webui,945.9461513433332,58.523567536987386,86.28578947368429,100.0,550.0,3.0,311.0176845638186
8,2,8,9,webui,330.5372849166667,46.55484609642389,77.2578947368421,100.0,550.0,4.0,695.1533472056557
9,2,9,10,webui,562.9721109083333,57.663785957950495,86.22842105263162,100.0,550.0,5.0,537.7282611567728
10,2,10,11,webui,740.7910445555557,59.02726728729097,84.57105263157888,100.0,600.0,1.0,383.4509781431486
11,2,11,12,webui,864.9056228208334,58.20493615451103,82.13302631578951,100.0,600.0,2.0,323.03052062118775
12,2,12,13,webui,527.5377154833333,68.15293352384477,53.72263157894736,100.0,600.0,3.0,6345.516947887115
13,2,13,14,webui,936.4613654733334,57.99795377064069,80.99652631578955,100.0,600.0,4.0,298.54585195412926
14,2,14,15,webui,321.40952426666666,48.31239875076171,73.1547368421053,100.0,600.0,5.0,674.1380742913001
15,2,15,16,webui,557.2146003666667,55.84083825099096,79.22710526315788,100.0,650.0,1.0,520.8082962098977
16,2,16,17,webui,740.3769254777777,59.43594870288839,77.8573684210527,100.0,650.0,2.0,376.61233993351726
17,2,17,18,webui,873.3533505291667,58.58012412324066,76.28552631578944,100.0,650.0,3.0,320.612317123593
18,2,18,19,webui,932.3778773103448,57.5740414608393,75.04399999999997,100.0,650.0,4.0,298.2099065864056
19,2,19,20,webui,315.1098342166667,48.6216022243311,68.90368421052632,100.0,650.0,5.0,626.1831665943274
20,2,20,21,webui,559.5630956250001,59.95424386800517,74.6110526315789,100.0,700.0,1.0,470.106531110356
21,2,21,22,webui,754.5144249411765,59.15529858184055,73.60491228070171,100.0,700.0,2.0,367.63063821015584
22,2,22,23,webui,908.6760546608696,62.71777457439503,70.40092105263159,100.0,700.0,3.0,334.6756548562239
23,2,23,24,webui,900.87659127,74.76757772103451,59.3971052631579,100.0,700.0,4.0,4176.7308594382985
24,2,24,25,webui,988.9155994777776,64.79255045728966,70.82263157894738,100.0,700.0,5.0,335.5709261477901
25,2,25,26,webui,318.4811119,48.06538611052133,63.021578947368425,150.0,500.0,1.0,661.2527963621159
26,2,26,27,webui,572.5393867299999,58.271899683669496,69.47921052631578,150.0,500.0,2.0,511.4339443156754
27,2,27,28,webui,755.9734037333332,58.43245805723628,68.63245614035085,150.0,500.0,3.0,392.86855274869873
28,2,28,29,webui,895.4425271571428,58.7436347972595,67.67394736842098,150.0,500.0,4.0,336.66538980850135
29,2,29,30,webui,961.6463476599998,56.25620355539471,66.72863157894746,150.0,500.0,5.0,311.2664577957179
30,2,30,31,webui,1198.368042535294,82.91343035035399,63.74017543859644,150.0,550.0,1.0,2329.4972984581445
31,2,31,32,webui,1552.634040971429,77.94600014573591,65.3481578947368,150.0,550.0,2.0,1551.4357260296736
32,2,32,33,webui,1736.739381242308,74.03114956035382,65.38326315789472,150.0,550.0,3.0,1172.9667555474452
33,2,33,34,webui,536.29449868,68.52280856305491,50.9621052631579,150.0,550.0,4.0,6808.296654929578
34,2,34,35,webui,863.0412292000001,74.71880091206613,57.3344736842105,150.0,550.0,5.0,3825.354528786872
35,2,35,36,webui,1276.9132138333337,81.56625446159315,60.09789473684212,150.0,600.0,1.0,2127.923634090321
36,2,36,37,webui,1553.6272129958334,77.47894010310839,61.24447368421047,150.0,600.0,2.0,1411.5696366494142
37,2,37,38,webui,831.4071044727273,76.23846153041414,69.48842105263161,150.0,600.0,3.0,3850.782518228864
38,2,38,39,webui,1817.818583263333,77.69615277138581,61.44968421052635,150.0,600.0,4.0,1089.087252072349
39,2,39,40,webui,527.1755858,68.46695568574437,47.09473684210526,150.0,600.0,5.0,6994.610839185642
40,2,40,41,webui,951.9068548090908,78.0551809019722,54.80368421052629,150.0,650.0,1.0,4064.053634476996
41,2,41,42,webui,1279.2056265799995,80.33634056404529,57.24157894736844,150.0,650.0,2.0,2041.2999073583635
42,2,42,43,webui,1598.6091984208335,78.69612037387714,58.72710526315789,150.0,650.0,3.0,1459.753498484127
43,2,43,44,webui,1859.1374668333333,77.59149345143834,58.32357894736848,150.0,650.0,4.0,1147.2872330948153
44,2,44,45,webui,466.81842366666666,64.68688635530494,68.54315789473684,150.0,650.0,5.0,3164.071023590159
45,2,45,46,webui,768.0068507666666,74.20687037661935,75.27368421052634,150.0,700.0,1.0,1614.2097758101463
46,2,46,47,webui,1046.3933907,73.42596208133466,81.64824561403505,150.0,700.0,2.0,998.941842713457
47,2,47,48,webui,1289.4522351999997,69.82360354885915,81.7386842105264,150.0,700.0,3.0,726.3938473939579
48,2,48,49,webui,1154.8242298,75.7599148868539,71.03122807017544,150.0,700.0,4.0,2038.0497701426116
49,2,49,50,webui,1494.7744414166666,69.27038784901553,80.53936842105259,150.0,700.0,5.0,578.6844140197051
50,2,50,51,webui,433.32734135,62.13589895581293,63.70842105263158,200.0,500.0,1.0,2684.6891602993
51,2,51,52,webui,743.2243432000001,74.13399288427236,71.79131578947366,200.0,500.0,2.0,1387.2637162639369
52,2,52,53,webui,1033.712007175,70.74549782629178,75.90087719298245,200.0,500.0,3.0,901.8785344246508
53,2,53,54,webui,1231.625402030435,71.28970966121472,76.24013157894738,200.0,500.0,4.0,706.4053884862753
54,2,54,55,webui,1499.5142561965515,68.1288179305975,76.0637894736841,200.0,500.0,5.0,581.1150273637747
55,2,55,56,webui,405.856003,62.02162165924948,62.60947368421055,200.0,550.0,1.0,2420.23026352443
56,2,56,57,webui,727.3111100166667,73.28648565660633,70.26131578947367,200.0,550.0,2.0,1506.4744711380372
57,2,57,58,webui,1058.248623,70.75050054858778,73.3070175438597,200.0,550.0,3.0,952.2212353452
58,2,58,59,webui,1295.4754415772727,69.14354396672557,72.11736842105262,200.0,550.0,4.0,715.4000618320059
59,2,59,60,webui,1519.0216670958334,80.58254988589914,74.66921052631578,200.0,550.0,5.0,1482.505162044048
60,2,60,61,webui,1444.5876767961538,66.25258300069748,71.81736842105256,200.0,600.0,1.0,575.0576465704294
61,2,61,62,webui,427.74187784,60.92062977261078,59.84684210526317,200.0,600.0,2.0,2716.198182696955
62,2,62,63,webui,782.7658792300001,75.25368437640174,67.67236842105267,200.0,600.0,3.0,1383.2783966802815
63,2,63,64,webui,1051.6390105866667,71.42375093699361,69.79473684210525,200.0,600.0,4.0,884.3371611673739
64,2,64,65,webui,1316.4731399875002,68.88231176994627,69.17526315789465,200.0,600.0,5.0,667.8366092006895
65,2,65,66,webui,1531.74340942,68.68373167745938,68.0329473684211,200.0,650.0,1.0,548.970201373008
66,2,66,67,webui,469.60140353333327,62.15467642358649,52.198421052631566,200.0,650.0,2.0,3078.072141787319
67,2,67,68,webui,808.3491027,75.78684831131085,63.025789473684185,200.0,650.0,3.0,1432.557447927578
68,2,68,69,webui,1100.5563579222226,76.74661466161054,64.76526315789474,200.0,650.0,4.0,884.1009377927616
69,2,69,70,webui,1345.3638776958337,71.55672984722989,63.02171052631576,200.0,650.0,5.0,713.274790737024
70,2,70,71,webui,1790.324695926667,76.61365264913071,74.85610526315796,200.0,700.0,1.0,1139.7312635362364
71,2,71,72,webui,1560.0386417233333,69.35090894886966,62.58515789473688,200.0,700.0,2.0,615.8378200374223
72,2,72,73,webui,380.7827913833333,55.79871015310638,71.98736842105262,200.0,700.0,3.0,1494.9370639872216
73,2,73,74,webui,627.4444730090909,67.17448523789263,85.22421052631582,200.0,700.0,4.0,1000.046587169212
74,2,74,75,webui,921.7467038117647,66.48390864146172,87.29403508771931,200.0,700.0,5.0,649.2118919386559
75,2,75,76,webui,1097.0016428869565,65.60375082713,85.7336842105263,250.0,500.0,1.0,488.10454592291575
76,2,76,77,webui,1277.5711492370367,62.67483207299456,85.39926315789474,250.0,500.0,2.0,405.0127329065897
77,2,77,78,webui,411.3134141666667,65.04469057661655,65.45421052631578,250.0,500.0,3.0,2868.9152793105877
78,2,78,79,webui,699.6498444727272,73.69417761204828,72.34736842105265,250.0,500.0,4.0,1651.7366005116355
79,2,79,80,webui,1024.49219691875,73.68174457155428,72.89947368421053,250.0,500.0,5.0,967.7899440001293
80,2,80,81,webui,1257.6406655714284,72.22424779782615,72.60368421052631,250.0,550.0,1.0,744.3544825977038
81,2,81,82,webui,569.9009517833333,68.7434800594589,57.67368421052631,250.0,550.0,2.0,7134.899706424523
82,2,82,83,webui,1470.791002757692,77.66329727355163,71.72199999999995,250.0,550.0,3.0,671.5761489110529
83,2,83,84,webui,487.60356375,65.55031441404174,58.31,250.0,550.0,4.0,3751.198190187258
84,2,84,85,webui,787.5909158249998,76.71360927474534,65.95789473684208,250.0,550.0,5.0,1730.0760381089342
85,2,85,86,webui,1055.2340046444444,74.02520723228388,67.98263157894742,250.0,600.0,1.0,968.2800445289585
86,2,86,87,webui,1282.318944241667,73.12346944808273,69.15368421052635,250.0,600.0,2.0,761.5442492741398
87,2,87,88,webui,1482.56330558,74.44663016240001,69.71252631578946,250.0,600.0,3.0,640.9827352653259
88,2,88,89,webui,404.44012248333337,57.60450804925087,63.2878947368421,250.0,600.0,4.0,1533.429152372509
89,2,89,90,webui,668.2609968636364,67.3117079042675,73.3065789473684,250.0,600.0,5.0,858.9114453862767
90,2,90,91,webui,942.809777777778,70.17737370106805,70.83192982456139,250.0,650.0,1.0,609.132555494578
91,2,91,92,webui,1119.2995757043482,64.65347202717851,71.3572368421052,250.0,650.0,2.0,477.3184739455276
92,2,92,93,webui,908.1170994583334,76.46205070168752,63.908684210526296,250.0,650.0,3.0,3928.8109338154377
93,2,93,94,webui,1290.565335725926,63.89869544859519,70.49410526315779,250.0,650.0,4.0,421.2353022535998
94,2,94,95,webui,472.4224904,63.08524697049887,56.76684210526314,250.0,650.0,5.0,1902.9384917169384
95,2,95,96,webui,787.44649932,78.30506178596129,65.20105263157895,250.0,700.0,1.0,991.092609860102
96,2,96,97,webui,994.96503229375,66.8146016867936,66.42578947368419,250.0,700.0,2.0,673.9553304352462
97,2,97,98,webui,1136.93914947619,63.11473290238431,66.0336842105264,250.0,700.0,3.0,537.1009192456526
98,2,98,99,webui,1341.34588994,62.86290788537766,65.87589473684216,250.0,700.0,4.0,449.92828833997686
99,2,99,100,webui,340.20169042000003,52.68091197436893,82.94315789473687,250.0,700.0,5.0,1175.3100868538402
100,2,100,101,webui,592.19713057,62.30670979948258,93.8244736842106,300.0,500.0,1.0,749.108267874296
101,2,101,102,webui,821.3134831499999,61.79903857098216,90.72280701754394,300.0,500.0,2.0,490.7406654596534
102,2,102,103,webui,990.0089356875,62.30690439309191,88.62118421052627,300.0,500.0,3.0,388.9604393156985
103,2,103,104,webui,1245.1555981277777,82.34728494281339,67.04736842105261,300.0,500.0,4.0,2378.437229003292
104,2,104,105,webui,1100.9928784233334,60.81120368260192,87.5613684210526,300.0,500.0,5.0,328.0771644823091
105,2,105,106,webui,348.68512830000003,50.91442892039227,75.09315789473685,300.0,550.0,1.0,1094.1824289405686
106,2,106,107,webui,609.102280775,63.82304995852616,84.18631578947372,300.0,550.0,2.0,657.576355226928
107,2,107,108,webui,817.2097535333335,61.99361869488326,82.49526315789474,300.0,550.0,3.0,457.59485316418215
108,2,108,109,webui,980.4196676583332,61.505112000538176,80.38960526315793,300.0,550.0,4.0,363.2694224251079
109,2,109,110,webui,1098.4394561533334,59.93527504550084,79.59136842105266,300.0,550.0,5.0,322.8781013965026
110,2,110,111,webui,360.7316847,53.36086049794006,71.42052631578947,300.0,600.0,1.0,951.5257006586164
111,2,111,112,webui,607.449339309091,60.405591802197726,75.73552631578947,300.0,600.0,2.0,594.7275452067922
112,2,112,113,webui,815.1047325555554,61.15554342766198,75.17280701754385,300.0,600.0,3.0,445.7645734244092
113,2,113,114,webui,1039.365478038095,60.84484047445,74.70513157894722,300.0,600.0,4.0,362.79861775491486
114,2,114,115,webui,1549.8427583125,81.56014108636055,69.03710526315791,300.0,600.0,5.0,1611.0445449078647
115,2,115,116,webui,1167.8330456962965,59.88776905615021,73.01715789473673,300.0,650.0,1.0,318.7486987322001
116,2,116,117,webui,340.3978754166667,51.404080386063626,67.39052631578947,300.0,650.0,2.0,923.0823417341652
117,2,117,118,webui,597.2269183583334,62.66916661757785,71.03421052631579,300.0,650.0,3.0,578.4332290149104
118,2,118,119,webui,792.7534764625,60.35783198515725,71.17912280701758,300.0,650.0,4.0,425.9416967606751
119,2,119,120,webui,963.269120695238,59.48735596121642,69.92710526315794,300.0,650.0,5.0,353.65391505496393
120,2,120,121,webui,1096.4167127703704,59.84594517719312,69.01863157894743,300.0,700.0,1.0,313.6908370364029
121,2,121,122,webui,320.5837785833334,51.51050444680265,60.82210526315792,300.0,700.0,2.0,882.8150218833828
122,2,122,123,webui,622.10191603,60.065338745417286,66.72315789473684,300.0,700.0,3.0,561.7826051802689
123,2,123,124,webui,773.6208386937501,58.235714446696015,66.63947368421047,300.0,700.0,4.0,412.87164857971095
124,2,124,125,webui,962.3246952095236,60.03554130192704,65.54513157894746,300.0,700.0,5.0,348.25345368820626
0,3,0,1,webui,535.9402107799999,66.98565290054641,20.71157894736842,100.0,2000.0,1.0,6392.030473737861
1,3,1,2,webui,1708.297530256667,70.93588162595636,25.92294736842107,100.0,2000.0,2.0,802.9286780785042
