Iteration,pod,Unnamed: 0,run,Unnamed: 0.1,index,datapoint_x,cpu throttled total,datapoint_y,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
65,webui,64.0,6.5,64.0,454.0,230.18093766620325,590.1654412088592,52.5,56.072740519785185,43.507628205128206,400.0,800.0,5.0,873.7001302832323
66,webui,65.0,6.5,65.0,461.0,263.79543360474645,626.1155259086141,65.5,55.77384130185572,43.471525641025636,400.0,900.0,1.0,775.0418681770319
67,webui,66.0,6.5,66.0,468.0,134.84143532263957,243.20118061736113,13.5,34.39488853143734,34.575705128205136,400.0,900.0,2.0,2128.119830783448
68,webui,67.0,6.5,67.0,475.0,166.20757520732568,390.88137448561514,26.5,52.192110551284976,38.82653846153847,400.0,900.0,3.0,1570.4973573466839
69,webui,68.0,6.5,68.0,482.0,201.05741523796698,513.3260865745581,39.5,55.319426604310316,39.23679487179487,400.0,900.0,4.0,1138.2344866204833
70,webui,69.0,6.5,69.0,489.0,234.08439664277782,589.0230864442957,52.5,56.35907040173945,39.30408653846154,400.0,900.0,5.0,913.7718343184048
71,webui,70.0,6.5,70.0,496.0,259.2223814231476,824.317193389321,65.5,60.10423436435014,62.516999999999996,400.0,1000.0,1.0,1222.060652979423
72,webui,71.0,6.5,71.0,503.0,264.3957966173623,624.2253668474015,65.5,55.2809670010756,39.412858974358976,400.0,1000.0,2.0,787.5949434122631
73,webui,72.0,6.5,72.0,510.0,136.81309731934732,202.98626764166667,13.5,31.063570300967417,57.52628205128206,400.0,1000.0,3.0,1190.532124634113
74,webui,73.0,6.5,73.0,517.0,169.46500920440798,340.4058254602679,26.5,47.79641625007765,64.45278846153845,400.0,1000.0,4.0,1018.4449898570296
75,webui,74.0,6.5,74.0,524.0,201.85430238806669,413.016258792639,39.5,51.79491488120056,64.26032051282051,400.0,1000.0,5.0,793.5459951174712
76,webui,75.0,6.5,75.0,531.0,234.51244457718988,447.92101021257054,52.5,52.30910303840354,63.79948717948718,500.0,600.0,1.0,686.9752323982584
77,webui,76.0,6.5,76.0,538.0,266.04679613621164,457.8686546937122,65.5,48.1319860570313,63.37015384615383,500.0,600.0,2.0,642.2873022974906
78,webui,77.0,6.5,77.0,545.0,136.81215543902036,208.703745575,13.5,30.88805918228991,48.36948717948718,500.0,600.0,3.0,1267.3202410986953
79,webui,78.0,6.5,78.0,552.0,168.6960712710653,338.9984317654762,26.5,48.62016499132207,55.76333333333333,500.0,600.0,4.0,1074.6475037050639
80,webui,79.0,6.5,79.0,559.0,202.94815160147277,428.7156063248612,39.5,53.07120627161469,55.208333333333336,500.0,600.0,5.0,835.8431727887838
81,webui,80.0,6.5,80.0,566.0,233.74807426398152,450.94314499309615,52.5,52.15368097684484,54.959855769230764,500.0,700.0,1.0,715.409168993138
82,webui,81.0,6.5,81.0,573.0,131.12578597221543,282.7852355368056,13.5,39.81013547459918,45.28224358974359,500.0,700.0,2.0,5466.750705084487
83,webui,82.0,6.5,82.0,580.0,267.9539718593789,462.5576177518091,65.5,48.18895219425976,54.93762820512819,500.0,700.0,3.0,670.4795827640044
84,webui,83.0,6.5,83.0,587.0,136.97995611206298,207.87112604166668,13.5,31.363976726510444,43.69692307692308,500.0,700.0,4.0,1188.5485861307516
85,webui,84.0,6.5,84.0,594.0,170.05670079714596,341.67082750704367,26.5,48.35523739099648,49.436282051282056,500.0,700.0,5.0,1008.971823119979
86,webui,85.0,6.5,85.0,601.0,201.50422980749943,423.309406090404,39.5,51.780761183272205,49.09072649572649,500.0,800.0,1.0,788.7845963405836
87,webui,86.0,6.5,86.0,608.0,233.92200054829334,452.3457804960417,52.5,51.62278396473369,48.845849358974355,500.0,800.0,2.0,680.426003839835
88,webui,87.0,6.5,87.0,615.0,265.76069270956594,456.8459835418211,65.5,47.73461752874218,48.67251282051283,500.0,800.0,3.0,637.0437960275298
89,webui,88.0,6.5,88.0,622.0,135.68340022246272,201.73549237916666,13.5,29.930458402699653,39.086282051282055,500.0,800.0,4.0,1269.4844473290982
90,webui,89.0,6.5,89.0,629.0,169.8930655639817,343.18748659499005,26.5,48.53294275928184,44.35532051282052,500.0,800.0,5.0,1053.174136127331
91,webui,90.0,6.5,90.0,636.0,202.30008051111176,422.80440968879634,39.5,51.52973860883375,44.16482905982906,500.0,900.0,1.0,796.7291597777448
92,webui,91.0,6.5,91.0,643.0,234.0337199705375,454.1017381783333,52.5,51.975523189950394,44.0632532051282,500.0,900.0,2.0,681.8180205994161
93,webui,92.0,6.5,92.0,650.0,161.42621992100445,457.85772468020826,26.5,57.416291583669526,52.943429487179486,500.0,900.0,3.0,2939.213120707262
94,webui,93.0,6.5,93.0,657.0,267.6426797248908,461.23846812765254,65.5,48.07894017780703,43.9565641025641,500.0,900.0,4.0,637.9606166150605
95,webui,94.0,6.5,94.0,664.0,136.22462549771018,211.16533489583335,13.5,30.90929252540359,35.184999999999995,500.0,900.0,5.0,1187.994145980893
96,webui,95.0,6.5,95.0,671.0,169.5232926455794,340.920236676885,26.5,48.07320689299169,39.610608974358975,500.0,1000.0,1.0,1010.8865029682471
97,webui,96.0,6.5,96.0,678.0,202.32708253855412,420.5584904585774,39.5,51.44286181437221,39.55688034188035,500.0,1000.0,2.0,780.9445299972608
98,webui,97.0,6.5,97.0,685.0,235.13208235670893,446.8507164689636,52.5,51.86905589699751,39.32783653846154,500.0,1000.0,3.0,671.9925922073925
99,webui,98.0,6.5,98.0,692.0,267.92326773506414,458.7802624511184,65.5,47.783418574631774,39.40292307692307,500.0,1000.0,4.0,627.9848035826419
100,webui,99.0,6.5,99.0,699.0,138.09713503622274,187.3058178777778,13.5,28.019453353687286,57.13115384615384,500.0,1000.0,5.0,888.7754239839081
101,webui,100.0,6.5,100.0,706.0,170.39625919889076,289.34355230119047,26.5,45.739561273538094,64.40782051282052,600.0,600.0,1.0,785.1722759229516
102,webui,101.0,6.5,101.0,713.0,202.30980757524551,334.7595641334386,39.5,49.19580878743307,64.3920512820513,600.0,600.0,2.0,658.8880639205904
103,webui,102.0,6.5,102.0,720.0,234.96380377053163,340.5534227980079,52.5,46.28082161094173,63.815592948717956,600.0,600.0,3.0,610.2700620493054
104,webui,103.0,6.5,103.0,727.0,195.82524712881582,609.0181403935186,39.5,59.74098104906938,53.467158119658116,600.0,600.0,4.0,1945.9397645371807
105,webui,104.0,6.5,104.0,734.0,270.64701193814756,339.08556323427473,65.5,39.98924822244435,63.38037179487181,600.0,600.0,5.0,590.9812908679543
106,webui,105.0,6.5,105.0,741.0,139.0137913460494,181.62010458541667,13.5,28.46048731266208,49.48897435897435,600.0,700.0,1.0,882.1817157897143
107,webui,106.0,6.5,106.0,748.0,171.28752391179583,286.10005936225195,26.5,45.57368487868218,55.654679487179486,600.0,700.0,2.0,780.8053992701938
108,webui,107.0,6.5,107.0,755.0,204.19840548021125,340.64397641648145,39.5,49.34381579689721,55.80745726495726,600.0,700.0,3.0,650.9005165697405
109,webui,108.0,6.5,108.0,762.0,236.98653542268562,345.56454035846156,52.5,46.63069222681145,55.28761217948718,600.0,700.0,4.0,598.0675446548133
110,webui,109.0,6.5,109.0,769.0,269.7514201539678,337.4307166185144,65.5,39.96052665880149,55.27199999999999,600.0,700.0,5.0,578.9912683212818
111,webui,110.0,6.5,110.0,776.0,139.1884257136306,181.5978814048611,13.5,28.423304052009467,44.665769230769236,600.0,800.0,1.0,870.7830827861986
112,webui,111.0,6.5,111.0,783.0,171.48811712080246,290.8432917913194,26.5,45.658916017087485,50.15096153846153,600.0,800.0,2.0,772.0078333714397
113,webui,112.0,6.5,112.0,790.0,204.3907931985566,341.43848346977694,39.5,49.08214596607014,49.826752136752134,600.0,800.0,3.0,647.1436146193959
114,webui,113.0,6.5,113.0,797.0,236.94982805492666,340.329417243225,52.5,46.1889184783212,49.30173076923077,600.0,800.0,4.0,599.4475011198999
115,webui,114.0,6.5,114.0,804.0,228.96576900136267,714.5725991179464,52.5,60.46974549603167,53.93139423076923,600.0,800.0,5.0,1491.2447802678626
116,webui,115.0,6.5,115.0,811.0,270.25446268915204,338.9713318928473,65.5,39.658234715789995,49.113987179487175,600.0,900.0,1.0,586.4126765116215
117,webui,116.0,6.5,116.0,818.0,138.00399665922535,182.2184701145833,13.5,28.011540976901546,39.55634615384616,600.0,900.0,2.0,879.8649351453163
118,webui,117.0,6.5,117.0,825.0,171.07476519138515,295.68122803447415,26.5,46.21386791356579,44.24153846153846,600.0,900.0,3.0,779.2643714295838
119,webui,118.0,6.5,118.0,832.0,202.53568149622888,340.2136391393645,39.5,49.250694784529166,43.937863247863255,600.0,900.0,4.0,650.6706058839828
120,webui,119.0,6.5,119.0,839.0,235.17578060612811,345.83921519426593,52.5,46.70811366136002,43.732836538461534,600.0,900.0,5.0,603.4847813370734
121,webui,120.0,6.5,120.0,846.0,269.0253666181647,339.31927862132284,65.5,40.261144956142225,43.651679487179486,600.0,1000.0,1.0,586.7088310751818
122,webui,121.0,6.5,121.0,853.0,138.42155022800515,178.64292601944445,13.5,28.375757702467734,35.686666666666675,600.0,1000.0,2.0,864.4163196546301
123,webui,122.0,6.5,122.0,860.0,171.4962015106812,291.0955169675595,26.5,45.730224825474316,40.38554487179487,600.0,1000.0,3.0,766.4505742750515
124,webui,123.0,6.5,123.0,867.0,205.33510935993243,343.1428668459764,39.5,48.8110058089437,40.187756410256405,600.0,1000.0,4.0,637.5995059805588
125,webui,124.0,6.5,124.0,874.0,236.90865870257485,346.6380901439671,52.5,45.419034336221465,39.966730769230765,600.0,1000.0,5.0,590.6417912409833
