Iteration,pod,Unnamed: 0,run,Unnamed: 0.1,index,datapoint_x,cpu throttled total,datapoint_y,cpu usage,memory usage,cpu limit,memory limit,number of pods,average response time
1,webui,0.0,6.5,0.0,6.0,127.03957745475721,302.6690161965278,13.5,39.83645211925013,53.04974358974359,200.0,600.0,1.0,5623.301637057101
2,webui,1.0,6.5,1.0,13.0,257.91686803839934,823.7808051242218,65.5,60.321641498907006,53.8116153846154,200.0,600.0,2.0,1204.4689896422103
3,webui,2.0,6.5,2.0,20.0,269.91910829058133,339.0641909044457,65.5,39.742045010801604,39.97889743589744,200.0,600.0,3.0,580.41010789056
4,webui,3.0,6.5,3.0,27.0,139.83210955710953,161.52563923402775,13.5,25.975507564339978,58.29410256410258,200.0,600.0,4.0,744.7346085252376
5,webui,4.0,6.5,4.0,34.0,172.361150911446,249.21791556552577,26.5,43.59652959731733,65.46910256410256,200.0,600.0,5.0,664.727370734608
6,webui,5.0,6.5,5.0,41.0,204.32608502869923,269.0950207967298,39.5,45.70856047950559,65.54143162393162,200.0,700.0,1.0,581.2436733910604
7,webui,6.0,6.5,6.0,48.0,237.63164856140625,265.48626832051286,52.5,39.84263397233517,64.72855769230769,200.0,700.0,2.0,556.0107996959536
8,webui,7.0,6.5,7.0,55.0,270.7333841133673,257.9931424569723,65.5,33.49604887473168,64.44994871794871,200.0,700.0,3.0,552.2475765746568
9,webui,8.0,6.5,8.0,62.0,139.96867594211344,164.11481201180555,13.5,26.132745145028206,49.82532051282052,200.0,700.0,4.0,754.2916893341426
10,webui,9.0,6.5,9.0,69.0,172.5102960442761,256.694020576736,26.5,44.12037427016261,56.153076923076924,200.0,700.0,5.0,665.8075126131663
11,webui,10.0,6.5,10.0,76.0,205.95002191975416,273.2579378893266,39.5,46.33880356463036,55.40393162393163,200.0,800.0,1.0,584.5810152929527
12,webui,11.0,6.5,11.0,83.0,237.62173234894817,263.58359173042163,52.5,40.16060501651023,54.924102564102576,200.0,800.0,2.0,556.7650850673364
13,webui,12.0,6.5,12.0,90.0,131.35518980744638,290.6926560881945,13.5,40.30825763978867,40.65826923076923,200.0,800.0,3.0,5514.51646246098
14,webui,13.0,6.5,13.0,97.0,271.49703916110815,256.72555544280885,65.5,33.672475748917,54.86988461538463,200.0,800.0,4.0,550.7290951090498
15,webui,14.0,6.5,14.0,104.0,140.43894035566828,170.80365663958332,13.5,25.980487206490295,43.565641025641035,200.0,800.0,5.0,737.7249883209573
16,webui,15.0,6.5,15.0,111.0,173.18806709122953,250.2982214313988,26.5,44.29817116628168,49.58128205128205,200.0,900.0,1.0,653.5651917853303
17,webui,16.0,6.5,16.0,118.0,205.20730367613533,270.3284172944191,39.5,45.990363067536784,49.39149572649573,200.0,900.0,2.0,576.0202405378774
18,webui,17.0,6.5,17.0,125.0,238.89743943721246,263.5794550146463,52.5,39.83405893290708,48.8918108974359,200.0,900.0,3.0,554.808510382382
19,webui,18.0,6.5,18.0,132.0,272.5877008990971,257.8411550922094,65.5,33.62507620489081,48.694871794871794,200.0,900.0,4.0,551.1558636609712
20,webui,19.0,6.5,19.0,139.0,140.35314685314682,161.75817918888887,13.5,26.860305104551188,39.86391025641026,200.0,900.0,5.0,744.5799463186019
21,webui,20.0,6.5,20.0,146.0,172.62929195314527,250.39085074156745,26.5,44.127389638651216,44.420352564102565,200.0,1000.0,1.0,657.2029082303725
22,webui,21.0,6.5,21.0,153.0,207.1438120663356,272.09302233087124,39.5,45.654124371615474,44.616388888888885,200.0,1000.0,2.0,577.8719721317553
23,webui,22.0,6.5,22.0,160.0,240.53479468672785,268.5470825022168,52.5,39.666664276418125,44.25535256410257,200.0,1000.0,3.0,556.9893280809658
24,webui,23.0,6.5,23.0,167.0,163.00945934225442,467.6577531899802,26.5,57.400963098310065,46.730192307692306,200.0,1000.0,4.0,2986.9927486428637
25,webui,24.0,6.5,24.0,174.0,273.4473669377815,261.3533804921485,65.5,33.7431521180543,44.06229487179488,200.0,1000.0,5.0,552.5339683727292
26,webui,25.0,6.5,25.0,181.0,141.97922779834542,166.14561684722221,13.5,26.12879681206748,35.97788461538462,300.0,600.0,1.0,718.838773042023
27,webui,26.0,6.5,26.0,188.0,173.34956335478478,252.93526796989082,26.5,44.25993371080151,40.04878205128205,300.0,600.0,2.0,642.4602011632057
28,webui,27.0,6.5,27.0,195.0,206.58798071668892,272.6681079063973,39.5,45.99191013870319,40.12463675213676,300.0,600.0,3.0,571.353348087113
29,webui,28.0,6.5,28.0,202.0,242.21786390399498,263.47368126961265,52.5,39.87274340723561,39.82344551282052,300.0,600.0,4.0,552.429603331508
30,webui,29.0,6.5,29.0,209.0,273.4700693514026,255.03336581211443,65.5,33.39118257848853,39.598743589743584,300.0,600.0,5.0,551.0014401710988
31,webui,30.0,6.5,30.0,216.0,197.0229401407045,610.3444188118056,39.5,60.02082202999224,47.699850427350434,300.0,700.0,1.0,1967.1958654279726
32,webui,31.0,6.5,31.0,223.0,228.81297335989265,722.5287433355655,52.5,60.63098656658378,47.99838141025642,300.0,700.0,2.0,1480.8417966306158
33,webui,32.0,6.5,32.0,230.0,260.4302709664834,809.0544250866234,65.5,60.14763985514296,48.14638461538462,300.0,700.0,3.0,1197.0137978475138
34,webui,33.0,6.5,33.0,237.0,129.51768783687254,282.2120602729167,13.5,41.17393995879246,36.76,300.0,700.0,4.0,5329.8520156274735
35,webui,34.0,6.5,34.0,244.0,161.31725758505414,464.0709452821429,26.5,57.22480337186104,42.06602564102564,300.0,700.0,5.0,2840.9098218146078
36,webui,35.0,6.5,35.0,251.0,194.6701260189474,607.2951593431187,39.5,59.45240639280059,42.91771367521369,300.0,800.0,1.0,1893.9406148845658
37,webui,36.0,6.5,36.0,258.0,230.2984021850344,730.0964102793429,52.5,60.66288869480508,43.24078525641025,300.0,800.0,2.0,1456.6900683122612
38,webui,37.0,6.5,37.0,265.0,161.3081371041644,470.1300447548612,26.5,57.23451247362024,61.521185897435885,300.0,800.0,3.0,3079.594114347654
39,webui,38.0,6.5,38.0,272.0,258.7232203429358,825.4632881786109,65.5,60.754524981474276,43.25465384615385,300.0,800.0,4.0,1198.7809335157483
40,webui,39.0,6.5,39.0,279.0,130.40751048978882,279.0647977368056,13.5,40.67657013436397,33.15461538461539,300.0,800.0,5.0,5657.611924963167
41,webui,40.0,6.5,40.0,286.0,163.18581539374856,455.12623203199405,26.5,57.38219873862112,38.30006410256411,300.0,900.0,1.0,2954.9791887230645
42,webui,41.0,6.5,41.0,293.0,197.05455818511578,612.3709032173106,39.5,59.77578181371789,39.02822649572651,300.0,900.0,2.0,1937.5908990516957
43,webui,42.0,6.5,42.0,300.0,228.1416043761021,717.890499906039,52.5,60.29560454446612,39.513381410256414,300.0,900.0,3.0,1459.8241379931142
44,webui,43.0,6.5,43.0,307.0,260.87406431026204,815.1560342300172,65.5,60.497847072662466,39.56784615384615,300.0,900.0,4.0,1181.390621732429
45,webui,44.0,6.5,44.0,314.0,134.7760701882661,233.46510001319447,13.5,33.24958523679393,55.245320512820506,300.0,900.0,5.0,2074.4608362748204
46,webui,45.0,6.5,45.0,321.0,168.87474114298274,385.7533163720238,26.5,50.940331043777256,62.813621794871786,300.0,1000.0,1.0,1508.2103628643729
47,webui,46.0,6.5,46.0,328.0,200.69128185990974,502.019741047702,39.5,54.871105056951166,62.913739316239315,300.0,1000.0,2.0,1086.9883337041888
48,webui,47.0,6.5,47.0,335.0,234.0880394195524,584.6158346225621,52.5,55.56847193416942,62.78258012820513,300.0,1000.0,3.0,875.4099206914756
49,webui,48.0,6.5,48.0,342.0,195.1472481784639,625.1851991861953,39.5,59.823135085768854,62.63126068376067,300.0,1000.0,4.0,2043.293493475512
50,webui,49.0,6.5,49.0,349.0,265.3252309183665,618.6222793253038,65.5,55.262723887616524,62.83925641025642,300.0,1000.0,5.0,760.2101014893769
51,webui,50.0,6.5,50.0,356.0,134.64451119407158,232.8979537034722,13.5,34.5757787864213,47.990448717948716,400.0,600.0,1.0,2027.3178352123048
52,webui,51.0,6.5,51.0,363.0,166.66046282852588,386.79127373759917,26.5,52.08868119166209,54.37173076923079,400.0,600.0,2.0,1497.491085479064
53,webui,52.0,6.5,52.0,370.0,199.67900106972345,510.1315342685395,39.5,55.15739916665864,54.56547008547009,400.0,600.0,3.0,1090.3305578752593
54,webui,53.0,6.5,53.0,377.0,232.44806594127974,577.967336048447,52.5,55.55046353625332,54.33905448717949,400.0,600.0,4.0,877.7622908217862
55,webui,54.0,6.5,54.0,384.0,263.76791614858877,616.2404210438998,65.5,55.27527016617228,54.36337179487182,400.0,600.0,5.0,764.62252526333
56,webui,55.0,6.5,55.0,391.0,134.93463249407526,229.2235749673611,13.5,33.803203096648474,43.33108974358975,400.0,700.0,1.0,2029.5816958243802
57,webui,56.0,6.5,56.0,398.0,166.55125901781358,383.21005947197426,26.5,51.23169191783537,48.960865384615374,400.0,700.0,2.0,1506.2045207120466
58,webui,57.0,6.5,57.0,405.0,202.0487369409228,500.1411389706861,39.5,54.69268322923195,48.89705128205128,400.0,700.0,3.0,1089.7194258120032
59,webui,58.0,6.5,58.0,412.0,233.23220144073102,565.1854272025599,52.5,55.51984614232659,49.00971153846154,400.0,700.0,4.0,879.67620016007
60,webui,59.0,6.5,59.0,419.0,228.13905343273484,724.8737534962452,52.5,60.388905343501726,62.73227564102564,400.0,700.0,5.0,1533.538964638408
61,webui,60.0,6.5,60.0,426.0,263.47640518048297,612.0965618340396,65.5,55.112876175876146,48.80723076923078,400.0,800.0,1.0,764.5963007946538
62,webui,61.0,6.5,61.0,433.0,135.49555704898447,228.55863807777772,13.5,33.79311492077964,38.359679487179484,400.0,800.0,2.0,2009.056921435381
63,webui,62.0,6.5,62.0,440.0,167.73298614654462,390.4127085480655,26.5,52.13764753141904,43.73599358974358,400.0,800.0,3.0,1490.6211671124813
64,webui,63.0,6.5,63.0,447.0,200.26937855801225,508.03072450334184,39.5,54.8743861969985,43.59491452991454,400.0,800.0,4.0,1062.5002389047281
