timestamp,metric,container,pod,value
1616606803,cpu,teastore-webui,teastore-webui-5fdd869878-cjnpl,3.978456590174964
1616606813,cpu,teastore-webui,teastore-webui-5fdd869878-cjnpl,3.978456590174964
1616606823,cpu,teastore-webui,teastore-webui-5fdd869878-cjnpl,12.903193557542226
1616606833,cpu,teastore-webui,teastore-webui-5fdd869878-cjnpl,12.903193557542226
1616606843,cpu,teastore-webui,teastore-webui-5fdd869878-cjnpl,12.903193557542226
1616606853,cpu,teastore-webui,teastore-webui-5fdd869878-cjnpl,22.4973651307111
1616606863,cpu,teastore-webui,teastore-webui-5fdd869878-cjnpl,22.4973651307111
1616606803,cpu,teastore-webui,teastore-webui-5fdd869878-hrlhr,5.790336572663923
1616606813,cpu,teastore-webui,teastore-webui-5fdd869878-hrlhr,5.790336572663923
1616606833,cpu,teastore-webui,teastore-webui-5fdd869878-hrlhr,38.31828508702371
1616606843,cpu,teastore-webui,teastore-webui-5fdd869878-hrlhr,38.31828508702371
1616606853,cpu,teastore-webui,teastore-webui-5fdd869878-hrlhr,25.550529998766493
1616606863,cpu,teastore-webui,teastore-webui-5fdd869878-hrlhr,32.81611798698441
1616606803,cpu,teastore-webui,teastore-webui-5fdd869878-p2xl6,12.387617037037039
1616606813,cpu,teastore-webui,teastore-webui-5fdd869878-p2xl6,14.861514922402389
1616606823,cpu,teastore-webui,teastore-webui-5fdd869878-p2xl6,47.531539934115685
1616606833,cpu,teastore-webui,teastore-webui-5fdd869878-p2xl6,56.50444075225401
1616606863,cpu,teastore-webui,teastore-webui-5fdd869878-p2xl6,96.0412973536999
1616606803,memory,,teastore-webui-5fdd869878-cjnpl,86.91
1616606813,memory,,teastore-webui-5fdd869878-cjnpl,86.91
1616606823,memory,,teastore-webui-5fdd869878-cjnpl,86.92
1616606833,memory,,teastore-webui-5fdd869878-cjnpl,86.92
1616606843,memory,,teastore-webui-5fdd869878-cjnpl,86.92
1616606853,memory,,teastore-webui-5fdd869878-cjnpl,87.06
1616606863,memory,,teastore-webui-5fdd869878-cjnpl,87.06
1616606803,memory,,teastore-webui-5fdd869878-hrlhr,80.9
1616606813,memory,,teastore-webui-5fdd869878-hrlhr,80.73
1616606823,memory,,teastore-webui-5fdd869878-hrlhr,80.73
1616606833,memory,,teastore-webui-5fdd869878-hrlhr,81.87
1616606843,memory,,teastore-webui-5fdd869878-hrlhr,81.87
1616606853,memory,,teastore-webui-5fdd869878-hrlhr,81.87
1616606863,memory,,teastore-webui-5fdd869878-hrlhr,82.19
1616606803,memory,,teastore-webui-5fdd869878-p2xl6,42.3
1616606813,memory,,teastore-webui-5fdd869878-p2xl6,42.3
1616606823,memory,,teastore-webui-5fdd869878-p2xl6,56.65
1616606833,memory,,teastore-webui-5fdd869878-p2xl6,61.15
1616606843,memory,,teastore-webui-5fdd869878-p2xl6,61.15
1616606853,memory,,teastore-webui-5fdd869878-p2xl6,69.11
1616606863,memory,,teastore-webui-5fdd869878-p2xl6,69.11
1616606803,rps,,,0
1616606813,rps,,,3.3
1616606823,rps,,,14.7
1616606833,rps,,,13.2
1616606843,rps,,,15.1
1616606853,rps,,,15.6
1616606863,rps,,,12.8994100589941
1616606803,response_time,,,1348.7746212121212
1616606813,response_time,,,1321.9975262832406
1616606823,response_time,,,1256.7944349801248
1616606833,response_time,,,1195.0873015873017
1616606843,response_time,,,1138.234428641491
1616606853,response_time,,,1103.8325771324864
1616606863,response_time,,,1047.8289136013686
1616606803,median_latency,,,NaN
1616606813,median_latency,,,18.75
1616606823,median_latency,,,23.749999999999996
1616606833,median_latency,,,27.5
1616606843,median_latency,,,61.249999999999986
1616606853,median_latency,,,79.16666666666664
1616606863,median_latency,,,18.333597213426224
1616606804,latency95,,,160
1616606814,latency95,,,176.87499999999974
1616606824,latency95,,,134.1666666666662
1616606834,latency95,,,3749.9999999999955
1616606844,latency95,,,4149.999999999997
1616606854,latency95,,,6449.999999999978
1616606864,latency95,,,530.0299970002982
