Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,903,12,0,5.823920265770675,0,16.00000000325963,15.787375415282392,15.05290951579677,0.2000386646617511,16,16
GET,/square/1,924,11,0,5.53354978365738,0,16.00000000325963,12.845238095238095,15.402977178954835,0.1833687759399385,16,16
GET,/square/10,923,11,0,5.682556879695518,0,16.00000000325963,14.821235102925243,15.386307290233022,0.1833687759399385,16,16
GET,/square/2,924,11,0,6.024891774784494,0,16.00000000325963,12.845238095238095,15.402977178954835,0.1833687759399385,16,16
GET,/square/3,924,10,0,5.729437229344564,0,16.00000000325963,12.85930735930736,15.402977178954835,0.16669888721812592,16,16
GET,/square/4,924,11,0,5.938311688281262,0,31.000000002677552,13.833333333333334,15.402977178954835,0.1833687759399385,31,31
GET,/square/5,924,11,0,5.771645021675133,0,16.00000000325963,13.833333333333334,15.402977178954835,0.1833687759399385,16,16
GET,/square/6,924,11,0,5.85930735932777,0,31.000000002677552,13.833333333333334,15.402977178954835,0.1833687759399385,31,31
GET,/square/7,923,12,0,5.902491874390212,0,31.9999999992433,13.817984832069339,15.386307290233022,0.2000386646617511,32,32
GET,/square/8,923,11,0,5.793066088905503,0,31.000000002677552,13.833152762730228,15.386307290233022,0.1833687759399385,31,31
GET,/square/9,923,11,0,6.188515709641965,0,16.00000000325963,13.833152762730228,15.386307290233022,0.1833687759399385,16,16
,Aggregated,10139,122,0,5.840714074366762,0,31.9999999992433,13.827004635565638,169.01600175045786,2.033726424061136,32,32
