Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,885,4,0,5.801129943443236,0,16.00000000325963,15.927683615819209,14.752563397456186,0.06667825264386976,16,16
GET,/square/1,916,5,0,5.99017467248222,0,31.9999999992433,12.929039301310043,15.269319855446176,0.0833478158048372,32,32
GET,/square/10,915,4,0,5.871038251329669,0,16.00000000325963,14.934426229508198,15.252650292285209,0.06667825264386976,16,16
GET,/square/2,915,6,0,5.896174863376528,0,31.000000002677552,12.914754098360655,15.252650292285209,0.10001737896580465,31,31
GET,/square/3,915,5,0,5.649180327958168,0,16.00000000325963,12.92896174863388,15.252650292285209,0.0833478158048372,16,16
GET,/square/4,915,5,0,6.200000000010688,0,16.00000000325963,13.923497267759563,15.252650292285209,0.0833478158048372,16,16
GET,/square/5,915,5,0,5.653551912578993,0,16.00000000325963,13.923497267759563,15.252650292285209,0.0833478158048372,16,16
GET,/square/6,915,5,0,6.021857923563109,0,16.00000000325963,13.923497267759563,15.252650292285209,0.0833478158048372,16,16
GET,/square/7,915,5,0,5.822950819673594,0,16.00000000325963,13.923497267759563,15.252650292285209,0.0833478158048372,16,16
GET,/square/8,915,4,0,5.868852459027208,0,31.000000002677552,13.93879781420765,15.252650292285209,0.06667825264386976,31,31
GET,/square/9,915,4,0,6.022950819606989,0,31.000000002677552,13.93879781420765,15.252650292285209,0.06667825264386976,31,31
,Aggregated,10036,52,0,5.8909924272628835,0,31.9999999992433,13.921781586289358,167.29573588346923,0.8668172843703069,32,32
