Timestamp,User Count,Type,Name,Requests/s,Failures/s,9000%,9500%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1612482999,0,,Aggregated,0.000000,0.000000,N/A,N/A,0,0,0,0,0,0,0
1612483000,1,GET,/healthcheck,0.000000,0.000000,16,16,9,0,15,8.66666666762386,0,16.00000000325963,16.0
1612483000,1,GET,/square/1,0.000000,0.000000,16,16,16,0,0,5.8750000002874,0,16.00000000325963,13.0
1612483000,1,GET,/square/10,0.000000,0.000000,16,16,15,0,0,4.20000000061312,0,16.00000000325963,15.0
1612483000,1,GET,/square/2,0.000000,0.000000,15,15,16,0,0,3.749999999854481,0,14.999999999417923,13.0
1612483000,1,GET,/square/3,0.000000,0.000000,16,16,16,0,0,6.8125000002510205,0,16.00000000325963,13.0
1612483000,1,GET,/square/4,0.000000,0.000000,16,16,16,0,0,5.812500000502041,0,16.00000000325963,14.0
1612483000,1,GET,/square/5,0.000000,0.000000,16,16,16,0,0,5.937499999163265,0,16.00000000325963,14.0
1612483000,1,GET,/square/6,0.000000,0.000000,16,16,16,0,0,5.812499999592546,0,16.00000000325963,14.0
1612483000,1,GET,/square/7,0.000000,0.000000,16,16,16,0,0,3.8749999994251993,0,15.999999995983671,14.0
1612483000,1,GET,/square/8,0.000000,0.000000,16,16,15,0,15,9.466666666655025,0,16.00000000325963,14.0
1612483000,1,GET,/square/9,0.000000,0.000000,16,16,15,0,0,6.333333332925879,0,16.00000000325963,14.0
1612483000,1,,Aggregated,0.000000,0.000000,16,16,166,0,0,5.927710843353857,0,16.00000000325963,13.909638554216867
1612483001,1,GET,/healthcheck,0.000000,0.000000,16,16,29,0,0,6.00000000072057,0,16.00000000325963,16.0
1612483001,1,GET,/square/1,0.000000,0.000000,16,16,31,0,0,5.483870967920314,0,16.00000000325963,13.0
1612483001,1,GET,/square/10,0.000000,0.000000,16,16,30,0,0,5.700000000069849,0,16.00000000325963,15.0
1612483001,1,GET,/square/2,0.000000,0.000000,16,16,31,0,0,5.935483870768709,0,16.00000000325963,13.0
1612483001,1,GET,/square/3,0.000000,0.000000,16,16,31,0,0,6.032258064454166,0,16.00000000325963,13.0
1612483001,1,GET,/square/4,0.000000,0.000000,16,16,31,0,0,5.580645161136354,0,16.00000000325963,14.0
1612483001,1,GET,/square/5,0.000000,0.000000,16,16,31,0,0,7.161290322161926,0,16.00000000325963,14.0
1612483001,1,GET,/square/6,0.000000,0.000000,16,16,30,0,0,4.633333333185874,0,16.00000000325963,14.0
1612483001,1,GET,/square/7,0.000000,0.000000,16,16,30,0,0,5.2000000000892515,0,16.00000000325963,14.0
1612483001,1,GET,/square/8,0.000000,0.000000,16,16,30,0,0,7.866666666814126,0,16.00000000325963,14.0
1612483001,1,GET,/square/9,0.000000,0.000000,16,16,30,0,0,5.7333333330461755,0,16.00000000325963,14.0
1612483001,1,,Aggregated,0.000000,0.000000,16,16,334,0,0,5.940119760469282,0,16.00000000325963,13.98502994011976
1612483002,1,GET,/healthcheck,1.000000,0.000000,16,16,39,0,0,6.051282051768608,0,16.00000000325963,16.0
1612483002,1,GET,/square/1,5.000000,0.000000,16,16,47,0,0,5.25531914900057,0,16.00000000325963,13.0
1612483002,1,GET,/square/10,4.000000,0.000000,16,16,46,0,0,6.108695652548467,0,16.00000000325963,15.0
1612483002,1,GET,/square/2,5.000000,0.000000,16,16,47,0,0,5.893617020851804,0,16.00000000325963,13.0
1612483002,1,GET,/square/3,5.000000,0.000000,16,16,47,0,0,5.638297872018426,0,16.00000000325963,13.0
1612483002,1,GET,/square/4,5.000000,0.000000,16,16,46,0,0,5.4782608690995565,0,16.00000000325963,14.0
1612483002,1,GET,/square/5,5.000000,0.000000,16,16,46,0,0,6.891304347727387,0,16.00000000325963,14.0
1612483002,1,GET,/square/6,4.000000,0.000000,16,16,46,0,0,5.108695652186567,0,16.00000000325963,14.0
1612483002,1,GET,/square/7,4.000000,0.000000,16,16,46,0,0,5.434782608853825,0,16.00000000325963,14.0
1612483002,1,GET,/square/8,4.000000,0.000000,16,16,46,0,0,7.500000000341654,0,16.00000000325963,14.0
1612483002,1,GET,/square/9,4.000000,0.000000,16,16,46,0,0,5.7173913041681415,0,16.00000000325963,14.0
1612483002,1,,Aggregated,46.000000,0.000000,16,16,502,0,0,5.912350597596575,0,16.00000000325963,13.966135458167331
1612483003,1,GET,/healthcheck,7.500000,0.000000,16,16,61,0,0,5.672131147861603,0,16.00000000325963,16.0
1612483003,1,GET,/square/1,10.000000,0.000000,16,16,61,0,0,4.803278688608562,0,16.00000000325963,13.0
1612483003,1,GET,/square/10,10.000000,0.000000,16,16,60,0,0,6.750000000223129,0,16.00000000325963,15.0
1612483003,1,GET,/square/2,10.000000,0.000000,16,16,61,0,0,6.590163934098931,0,16.00000000325963,13.0
1612483003,1,GET,/square/3,10.000000,0.000000,16,16,60,0,0,5.7166666661942145,0,16.00000000325963,13.0
1612483003,1,GET,/square/4,10.000000,0.000000,16,16,60,0,0,5.783333332995729,0,16.00000000325963,14.0
1612483003,1,GET,/square/5,10.000000,0.000000,16,16,60,0,0,7.116666666600698,0,16.00000000325963,14.0
1612483003,1,GET,/square/6,10.000000,0.000000,16,16,60,0,0,4.699999999987388,0,16.00000000325963,14.0
1612483003,1,GET,/square/7,10.000000,0.000000,16,16,60,0,0,7.016666666944123,0,16.00000000325963,14.0
