Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,933,32,0,5.762057877802025,0,31.9999999992433,15.45123258306538,15.552570029804148,0.5334214801219,32,32
GET,/square/1,921,19,0,6.00434310534274,0,16.00000000325963,12.731813246471226,15.352536974758436,0.31671900382237816,16,16
GET,/square/10,921,19,0,5.82953311615699,0,31.9999999992433,14.690553745928339,15.352536974758436,0.31671900382237816,32,32
GET,/square/2,921,19,0,5.90336590662115,0,16.00000000325963,12.731813246471226,15.352536974758436,0.31671900382237816,16,16
GET,/square/3,921,19,0,5.761129207454917,0,47.0000000022992,12.731813246471226,15.352536974758436,0.31671900382237816,47,47
GET,/square/4,921,21,0,5.675352877325888,0,30.999999999039574,13.680781758957655,15.352536974758436,0.3500578463299969,31,31
GET,/square/5,921,20,0,6.121606948987188,0,16.00000000325963,13.695982627578719,15.352536974758436,0.33338842507618754,16,16
GET,/square/6,921,20,0,5.735070575484333,0,16.00000000325963,13.695982627578719,15.352536974758436,0.33338842507618754,16,16
GET,/square/7,921,19,0,5.908794788268686,0,16.00000000325963,13.711183496199784,15.352536974758436,0.31671900382237816,16,16
GET,/square/8,921,19,0,5.715526601467883,0,47.0000000022992,13.711183496199784,15.352536974758436,0.31671900382237816,47,47
GET,/square/9,921,20,0,5.752442996666388,0,16.00000000325963,13.695982627578719,15.352536974758436,0.33338842507618754,16,16
,Aggregated,10143,227,0,5.833481218573118,0,47.0000000022992,13.68648328896776,169.0779397773885,3.7839586246147285,47,47
