Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,904,3,0,5.724557522119064,0,16.00000000325963,15.946902654867257,15.070197762176372,0.05001171823731097,16,16
GET,/square/1,926,4,0,5.346652267764578,0,16.00000000325963,12.943844492440604,15.43695036258332,0.06668229098308129,16,16
GET,/square/10,925,4,0,6.37405405408621,0,31.000000002677552,14.935135135135136,15.420279789837549,0.06668229098308129,31,31
GET,/square/2,926,4,0,6.369330453580561,0,30.999999995401595,12.943844492440604,15.43695036258332,0.06668229098308129,31,31
GET,/square/3,926,5,0,5.505399568008974,0,16.00000000325963,12.929805615550755,15.43695036258332,0.08335286372885162,16,16
GET,/square/4,926,6,0,5.852051835823525,0,31.9999999992433,13.909287257019438,15.43695036258332,0.10002343647462195,32,32
GET,/square/5,926,6,0,6.220302375812135,0,30.999999995401595,13.909287257019438,15.43695036258332,0.10002343647462195,31,31
GET,/square/6,926,4,0,5.253779697692707,0,16.00000000325963,13.939524838012959,15.43695036258332,0.06668229098308129,16,16
GET,/square/7,925,4,0,6.222702702743353,0,31.000000002677552,13.93945945945946,15.420279789837549,0.06668229098308129,31,31
GET,/square/8,925,4,0,5.518918918914514,0,30.999999995401595,13.93945945945946,15.420279789837549,0.06668229098308129,31,31
GET,/square/9,925,4,0,5.754594594559544,0,31.000000002677552,13.93945945945946,15.420279789837549,0.06668229098308129,31,31
,Aggregated,10160,48,0,5.8312992125990615,0,31.9999999992433,13.929724409448818,169.37301909702649,0.8001874917969756,32,32
