Timestamp,User Count,Type,Name,Requests/s,Failures/s,9000%,9500%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1612485163,0,,Aggregated,0.000000,0.000000,N/A,N/A,0,0,0,0,0,0,0
1612485164,1,GET,/healthcheck,0.000000,0.000000,120,120,12,0,15,19.58333333338184,0,125.0,16.0
1612485164,1,GET,/square/1,0.000000,0.000000,16,16,14,0,0,7.642857143114919,0,16.00000000325963,13.0
1612485164,1,GET,/square/10,0.000000,0.000000,16,16,13,0,0,2.3846153842616613,0,15.999999995983671,15.0
1612485164,1,GET,/square/2,0.000000,0.000000,16,16,14,0,0,3.428571428230498,0,16.00000000325963,13.0
1612485164,1,GET,/square/3,0.000000,0.000000,16,16,13,0,0,7.307692307222169,0,16.00000000325963,13.0
1612485164,1,GET,/square/4,0.000000,0.000000,16,16,13,0,0,4.923076922400819,0,16.00000000325963,14.0
1612485164,1,GET,/square/5,0.000000,0.000000,16,16,13,0,0,1.2307692310199714,0,16.00000000325963,14.0
1612485164,1,GET,/square/6,0.000000,0.000000,16,16,13,0,15,9.615384615384615,0,16.00000000325963,14.0
1612485164,1,GET,/square/7,0.000000,0.000000,16,16,13,0,0,4.9230769240798855,0,16.00000000325963,14.0
1612485164,1,GET,/square/8,0.000000,0.000000,16,16,13,0,15,8.307692308265429,0,16.00000000325963,14.0
1612485164,1,GET,/square/9,0.000000,0.000000,16,16,13,0,0,5.92307692288439,0,16.00000000325963,14.0
1612485164,1,,Aggregated,0.000000,0.000000,120,120,144,0,0,6.736111111119196,0,125.0,13.972222222222221
1612485165,1,GET,/healthcheck,0.000000,0.000000,120,120,20,0,15,14.099999999962165,0,125.0,16.0
1612485165,1,GET,/square/1,0.000000,0.000000,16,16,28,0,0,7.1785714288645455,0,16.00000000325963,13.0
1612485165,1,GET,/square/10,0.000000,0.000000,16,16,27,0,0,3.4074074072931477,0,16.00000000325963,15.0
1612485165,1,GET,/square/2,0.000000,0.000000,16,16,28,0,0,5.6071428563362655,0,16.00000000325963,13.0
1612485165,1,GET,/square/3,0.000000,0.000000,16,16,28,0,0,6.678571428502827,0,16.00000000325963,13.0
1612485165,1,GET,/square/4,0.000000,0.000000,16,16,28,0,0,5.142857142345747,0,16.00000000325963,14.0
1612485165,1,GET,/square/5,0.000000,0.000000,16,16,28,0,0,5.071428571422335,0,16.00000000325963,14.0
1612485165,1,GET,/square/6,0.000000,0.000000,16,16,28,0,0,7.857142857184434,0,16.00000000325963,14.0
