Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,917,12,0,6.158124318426615,0,32.00000000288128,15.790621592148309,15.287455556577896,0.20005394403373475,32,32
GET,/square/1,930,7,0,6.060215053773674,0,31.9999999992433,12.902150537634409,15.504180662614443,0.1166981340196786,32,32
GET,/square/10,929,7,0,5.433799784701777,0,16.00000000325963,14.88697524219591,15.487509500611631,0.1166981340196786,16,16
GET,/square/2,930,6,0,5.540860215048162,0,30.999999999039574,12.916129032258064,15.504180662614443,0.10002697201686737,31,31
GET,/square/3,930,6,0,5.703225806467354,0,16.00000000325963,12.916129032258064,15.504180662614443,0.10002697201686737,16,16
GET,/square/4,930,8,0,5.869892473132769,0,31.9999999992433,13.879569892473118,15.504180662614443,0.1333692960224898,32,32
GET,/square/5,930,9,0,5.591397849502266,0,16.00000000325963,13.864516129032259,15.504180662614443,0.15004045802530105,16,16
GET,/square/6,930,10,0,5.817204301039906,0,30.999999999039574,13.849462365591398,15.504180662614443,0.1667116200281123,31,31
GET,/square/7,930,11,0,5.904301075243374,0,30.999999999039574,13.834408602150537,15.504180662614443,0.1833827820309235,31,31
GET,/square/8,929,9,0,5.888051668473712,0,30.999999999039574,13.864370290635092,15.487509500611631,0.15004045802530105,31,31
GET,/square/9,929,8,0,5.7115177610104055,0,31.9999999992433,13.879440258342303,15.487509500611631,0.1333692960224898,32,32
,Aggregated,10214,93,0,5.788525553161238,0,32.00000000288128,13.868709614254945,170.2792486967139,1.5504180662614442,32,32
