timestamp,container,endpoint,id,image,instance,job,metrics_path,name,namespace,node,pod,service,value,cpu
1612476601,webserver,https-metrics,/kubepods/kubepods/burstable/pod4071791c-373d-4a4d-ad95-16c061e599ab/8669bb8d748b04d4ecef5db2a1f36bc11fbad3f5004b5074d83d802d4c6c6aad,sha256:32f9c4bd2e3cac9cb5ec446866ddd30ec44e8de5af00e2800991bfbd0ce0b4d0,192.168.65.3:10250,kubelet,/metrics/cadvisor,k8s_webserver_sandbox-deployment-55464f8fcc-kqtct_sandbox_4071791c-373d-4a4d-ad95-16c061e599ab_0,sandbox,docker-desktop,sandbox-deployment-55464f8fcc-kqtct,prometheus-kube-prometheus-kubelet,336144.9019532147,
1612476540,webserver,https-metrics,/kubepods/kubepods/burstable/pod99c7e0b1-879f-4ab1-b79c-75f54b702f86/bbc3494cae86af18373831e7e0afae85b2b2a9d11c72328cf665adaa7208a584,sha256:32f9c4bd2e3cac9cb5ec446866ddd30ec44e8de5af00e2800991bfbd0ce0b4d0,192.168.65.3:10250,kubelet,/metrics/cadvisor,k8s_webserver_sandbox-deployment-55464f8fcc-t9f49_sandbox_99c7e0b1-879f-4ab1-b79c-75f54b702f86_0,sandbox,docker-desktop,sandbox-deployment-55464f8fcc-t9f49,prometheus-kube-prometheus-kubelet,384003.1983208815,
1612476601,webserver,https-metrics,/kubepods/kubepods/burstable/pod99c7e0b1-879f-4ab1-b79c-75f54b702f86/bbc3494cae86af18373831e7e0afae85b2b2a9d11c72328cf665adaa7208a584,sha256:32f9c4bd2e3cac9cb5ec446866ddd30ec44e8de5af00e2800991bfbd0ce0b4d0,192.168.65.3:10250,kubelet,/metrics/cadvisor,k8s_webserver_sandbox-deployment-55464f8fcc-t9f49_sandbox_99c7e0b1-879f-4ab1-b79c-75f54b702f86_0,sandbox,docker-desktop,sandbox-deployment-55464f8fcc-t9f49,prometheus-kube-prometheus-kubelet,638394.9843260188,
1612476540,webserver,https-metrics,/kubepods/kubepods/burstable/podd683ae93-b60f-4033-bb51-ae132400b68e/3fed89f474a689202d1022d33f888c2d63c93d18a923e502a1e1aa336eadfc17,sha256:32f9c4bd2e3cac9cb5ec446866ddd30ec44e8de5af00e2800991bfbd0ce0b4d0,192.168.65.3:10250,kubelet,/metrics/cadvisor,k8s_webserver_sandbox-deployment-55464f8fcc-g4d7s_sandbox_d683ae93-b60f-4033-bb51-ae132400b68e_0,sandbox,docker-desktop,sandbox-deployment-55464f8fcc-g4d7s,prometheus-kube-prometheus-kubelet,10355.132725700218,
1612476601,webserver,https-metrics,/kubepods/kubepods/burstable/podd683ae93-b60f-4033-bb51-ae132400b68e/3fed89f474a689202d1022d33f888c2d63c93d18a923e502a1e1aa336eadfc17,sha256:32f9c4bd2e3cac9cb5ec446866ddd30ec44e8de5af00e2800991bfbd0ce0b4d0,192.168.65.3:10250,kubelet,/metrics/cadvisor,k8s_webserver_sandbox-deployment-55464f8fcc-g4d7s_sandbox_d683ae93-b60f-4033-bb51-ae132400b68e_0,sandbox,docker-desktop,sandbox-deployment-55464f8fcc-g4d7s,prometheus-kube-prometheus-kubelet,631907.390917186,
1612476601,webserver,https-metrics,/kubepods/kubepods/burstable/pod4071791c-373d-4a4d-ad95-16c061e599ab/8669bb8d748b04d4ecef5db2a1f36bc11fbad3f5004b5074d83d802d4c6c6aad,sha256:32f9c4bd2e3cac9cb5ec446866ddd30ec44e8de5af00e2800991bfbd0ce0b4d0,192.168.65.3:10250,kubelet,/metrics/cadvisor,k8s_webserver_sandbox-deployment-55464f8fcc-kqtct_sandbox_4071791c-373d-4a4d-ad95-16c061e599ab_0,sandbox,docker-desktop,sandbox-deployment-55464f8fcc-kqtct,prometheus-kube-prometheus-kubelet,0.003577850248977435,total
1612476540,webserver,https-metrics,/kubepods/kubepods/burstable/pod99c7e0b1-879f-4ab1-b79c-75f54b702f86/bbc3494cae86af18373831e7e0afae85b2b2a9d11c72328cf665adaa7208a584,sha256:32f9c4bd2e3cac9cb5ec446866ddd30ec44e8de5af00e2800991bfbd0ce0b4d0,192.168.65.3:10250,kubelet,/metrics/cadvisor,k8s_webserver_sandbox-deployment-55464f8fcc-t9f49_sandbox_99c7e0b1-879f-4ab1-b79c-75f54b702f86_0,sandbox,docker-desktop,sandbox-deployment-55464f8fcc-t9f49,prometheus-kube-prometheus-kubelet,0.03902380549186677,total
1612476601,webserver,https-metrics,/kubepods/kubepods/burstable/pod99c7e0b1-879f-4ab1-b79c-75f54b702f86/bbc3494cae86af18373831e7e0afae85b2b2a9d11c72328cf665adaa7208a584,sha256:32f9c4bd2e3cac9cb5ec446866ddd30ec44e8de5af00e2800991bfbd0ce0b4d0,192.168.65.3:10250,kubelet,/metrics/cadvisor,k8s_webserver_sandbox-deployment-55464f8fcc-t9f49_sandbox_99c7e0b1-879f-4ab1-b79c-75f54b702f86_0,sandbox,docker-desktop,sandbox-deployment-55464f8fcc-t9f49,prometheus-kube-prometheus-kubelet,0.10051152690700103,total
1612476540,webserver,https-metrics,/kubepods/kubepods/burstable/podd683ae93-b60f-4033-bb51-ae132400b68e/3fed89f474a689202d1022d33f888c2d63c93d18a923e502a1e1aa336eadfc17,sha256:32f9c4bd2e3cac9cb5ec446866ddd30ec44e8de5af00e2800991bfbd0ce0b4d0,192.168.65.3:10250,kubelet,/metrics/cadvisor,k8s_webserver_sandbox-deployment-55464f8fcc-g4d7s_sandbox_d683ae93-b60f-4033-bb51-ae132400b68e_0,sandbox,docker-desktop,sandbox-deployment-55464f8fcc-g4d7s,prometheus-kube-prometheus-kubelet,0.02371396779988026,total
1612476601,webserver,https-metrics,/kubepods/kubepods/burstable/podd683ae93-b60f-4033-bb51-ae132400b68e/3fed89f474a689202d1022d33f888c2d63c93d18a923e502a1e1aa336eadfc17,sha256:32f9c4bd2e3cac9cb5ec446866ddd30ec44e8de5af00e2800991bfbd0ce0b4d0,192.168.65.3:10250,kubelet,/metrics/cadvisor,k8s_webserver_sandbox-deployment-55464f8fcc-g4d7s_sandbox_d683ae93-b60f-4033-bb51-ae132400b68e_0,sandbox,docker-desktop,sandbox-deployment-55464f8fcc-g4d7s,prometheus-kube-prometheus-kubelet,0.08768956557689865,total
