Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,934,8,0,5.734475374720399,0,31.9999999992433,15.862955032119915,15.57032713597753,0.13336468638952917,32,32
GET,/square/1,920,15,0,5.389130434781217,0,30.999999999039574,12.78804347826087,15.336938934795853,0.2500587869803672,31,31
GET,/square/10,919,13,0,6.323177366668957,0,16.00000000325963,14.787812840043525,15.320268348997162,0.2167176153829849,16,16
GET,/square/2,920,15,0,6.338043478266943,0,30.999999999039574,12.78804347826087,15.336938934795853,0.2500587869803672,31,31
GET,/square/3,920,14,0,5.590217391288562,0,16.00000000325963,12.802173913043479,15.336938934795853,0.23338820118167602,16,16
GET,/square/4,920,15,0,5.861956521727299,0,16.00000000325963,13.771739130434783,15.336938934795853,0.2500587869803672,16,16
GET,/square/5,920,15,0,6.06413043481592,0,30.999999999039574,13.771739130434783,15.336938934795853,0.2500587869803672,31,31
GET,/square/6,920,14,0,5.581521739191964,0,16.00000000325963,13.78695652173913,15.336938934795853,0.23338820118167602,16,16
GET,/square/7,920,14,0,6.176086956530407,0,30.999999999039574,13.78695652173913,15.336938934795853,0.23338820118167602,31,31
GET,/square/8,920,12,0,5.70543478260452,0,16.00000000325963,13.817391304347826,15.336938934795853,0.20004702958429374,16,16
GET,/square/9,919,13,0,5.585418933601526,0,16.00000000325963,13.80195865070729,15.320268348997162,0.2167176153829849,16,16
,Aggregated,10132,148,0,5.849782866167362,0,31.9999999992433,13.799644690090801,168.9063753123387,2.4672466982062895,32,32
