Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,933,0,0,5.9967845659410415,0,30.999999995401595,16.0,15.552362410854816,0.0,31,31
GET,/square/1,907,1,0,5.9128996692205105,0,31.000000002677552,12.985667034178611,15.118963243992837,0.01666919872546068,31,31
GET,/square/10,906,1,0,5.7836644591348065,0,62.000000005355105,14.983443708609272,15.102294045267376,0.01666919872546068,62,62
GET,/square/2,907,1,0,5.873208379301655,0,30.999999995401595,12.985667034178611,15.118963243992837,0.01666919872546068,31,31
GET,/square/3,907,1,0,6.069459757503405,0,30.999999995401595,12.985667034178611,15.118963243992837,0.01666919872546068,31,31
GET,/square/4,907,0,0,5.875413451055175,0,31.000000002677552,14.0,15.118963243992837,0.0,31,31
GET,/square/5,906,0,0,5.535320088291547,0,31.000000002677552,14.0,15.102294045267376,0.0,31,31
GET,/square/6,906,0,0,6.239514348695798,0,16.00000000325963,14.0,15.102294045267376,0.0,16,16
GET,/square/7,906,0,0,5.942604856461965,0,31.000000002677552,14.0,15.102294045267376,0.0,31,31
GET,/square/8,906,0,0,5.868653421596419,0,31.000000002677552,14.0,15.102294045267376,0.0,31,31
GET,/square/9,906,0,0,5.942604856534242,0,31.9999999992433,14.0,15.102294045267376,0.0,32,32
,Aggregated,9997,4,0,5.912973892169933,0,62.000000005355105,13.999699909972993,166.64197965843042,0.06667679490184272,62,62
