Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,9000%,9500%
GET,/healthcheck,887,0,0,5.583990980852188,0,30.999999995401595,16.0,14.786194822232853,0.0,31,31
GET,/square/1,904,0,0,6.137168141539349,0,31.9999999992433,13.0,15.069582998081733,0.0,32,32
GET,/square/10,903,0,0,6.114064230440699,0,16.00000000325963,15.0,15.052913105384741,0.0,16,16
GET,/square/2,904,0,0,5.910398230065187,0,30.999999995401595,13.0,15.069582998081733,0.0,31,31
GET,/square/3,903,0,0,5.858250276791434,0,31.9999999992433,13.0,15.052913105384741,0.0,32,32
GET,/square/4,903,0,0,6.335548172754961,0,31.000000002677552,14.0,15.052913105384741,0.0,31,31
GET,/square/5,903,0,0,5.651162790652423,0,16.00000000325963,14.0,15.052913105384741,0.0,16,16
GET,/square/6,903,0,0,5.9999999999573275,0,16.00000000325963,14.0,15.052913105384741,0.0,16,16
GET,/square/7,903,0,0,6.1384274640548195,0,31.9999999992433,14.0,15.052913105384741,0.0,32,32
GET,/square/8,903,0,0,5.729789590285906,0,31.000000002677552,14.0,15.052913105384741,0.0,31,31
GET,/square/9,903,0,0,5.872646733103663,0,16.00000000325963,14.0,15.052913105384741,0.0,16,16
,Aggregated,9919,0,0,5.939812481092613,0,31.9999999992433,13.996572235104345,165.34866566147426,0.0,32,32
