Timestamp,User Count,Type,Name,Requests/s,Failures/s,9000%,9500%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1612485523,0,,Aggregated,0.000000,0.000000,N/A,N/A,0,0,0,0,0,0,0
1612485524,1,GET,/healthcheck,0.000000,0.000000,16,16,13,0,0,6.0000000001029825,0,16.00000000325963,16.0
1612485524,1,GET,/square/1,0.000000,0.000000,16,16,16,0,0,5.937499999618012,0,16.00000000325963,13.0
1612485524,1,GET,/square/10,0.000000,0.000000,16,16,15,0,0,4.199999999642993,0,16.00000000325963,15.0
1612485524,1,GET,/square/2,0.000000,0.000000,16,16,16,0,0,6.87500000003638,0,16.00000000325963,13.0
1612485524,1,GET,/square/3,0.000000,0.000000,16,16,15,0,0,5.133333332681407,0,15.999999995983671,13.0
1612485524,1,GET,/square/4,0.000000,0.000000,16,16,15,0,0,6.333333334381071,0,16.00000000325963,14.0
1612485524,1,GET,/square/5,0.000000,0.000000,16,16,15,0,0,4.133333333690341,0,16.00000000325963,14.0
1612485524,1,GET,/square/6,0.000000,0.000000,16,16,15,0,0,7.333333333857202,0,16.00000000325963,14.0
1612485524,1,GET,/square/7,0.000000,0.000000,16,16,15,0,0,6.06666666668995,0,16.00000000325963,14.0
1612485524,1,GET,/square/8,0.000000,0.000000,16,16,15,0,0,5.199999999604188,0,16.00000000325963,14.0
1612485524,1,GET,/square/9,0.000000,0.000000,16,16,15,0,15,8.33333333284827,0,16.00000000325963,14.0
1612485524,1,,Aggregated,0.000000,0.000000,16,16,165,0,0,5.963636363616608,0,16.00000000325963,13.963636363636363
1612485525,1,GET,/healthcheck,0.000000,0.000000,16,16,34,0,0,5.500000000157503,0,16.00000000325963,16.0
1612485525,1,GET,/square/1,0.000000,0.000000,16,16,30,0,0,6.833333332906477,0,16.00000000325963,13.0
1612485525,1,GET,/square/10,0.000000,0.000000,16,16,29,0,0,5.413793103171288,0,16.00000000325963,15.0
1612485525,1,GET,/square/2,0.000000,0.000000,16,16,29,0,0,6.551724138011321,0,16.00000000325963,13.0
1612485525,1,GET,/square/3,0.000000,0.000000,31,31,29,0,0,5.827586206703864,0,31.000000002677552,13.0
1612485525,1,GET,/square/4,0.000000,0.000000,16,16,29,0,0,5.965517241967408,0,16.00000000325963,14.0
1612485525,1,GET,/square/5,0.000000,0.000000,16,16,29,0,0,5.37931034517081,0,16.00000000325963,14.0
1612485525,1,GET,/square/6,0.000000,0.000000,16,16,29,0,0,7.034482758799327,0,16.00000000325963,14.0
1612485525,1,GET,/square/7,0.000000,0.000000,16,16,29,0,0,5.793103448201597,0,16.00000000325963,14.0
1612485525,1,GET,/square/8,0.000000,0.000000,16,16,29,0,0,5.931034482461561,0,16.00000000325963,14.0
1612485525,1,GET,/square/9,0.000000,0.000000,16,16,29,0,0,5.931034482712456,0,16.00000000325963,14.0
1612485525,1,,Aggregated,0.000000,0.000000,31,31,325,0,0,6.009230769234889,0,31.000000002677552,14.027692307692307
1612485526,1,GET,/healthcheck,8.000000,0.000000,16,16,49,0,0,5.408163265442732,0,16.00000000325963,16.0
1612485526,1,GET,/square/1,4.000000,0.000000,16,16,44,0,0,6.068181817847124,0,16.00000000325963,13.0
1612485526,1,GET,/square/10,3.000000,0.000000,16,16,43,0,0,5.790697674329262,0,16.00000000325963,15.0
