metric,response time exceeded,response time valid,cpu in threshold,cpu out of threshold,memory in threshold,memory out of threshold,average cpu limit,average memory limit,average pods,metric 50/50,metric 60/40,average response time,average cpu usage,average memory usage
timestamp,39,12,26,26,6,46,392.094356261023,408.86494708994707,3.3333333333333335,38.333333333333336,38.46666666666666,3437.825287534397,68.47587660924106,54.130012973137966
cpu,0,0,26,26,6,46,392.094356261023,408.86494708994707,3.3333333333333335,18.833333333333332,15.066666666666666,3437.825287534397,68.47587660924106,54.130012973137966
latency95,39,12,0,0,0,0,392.094356261023,408.86494708994707,3.3333333333333335,20.333333333333332,24.066666666666666,3437.825287534397,68.47587660924106,54.130012973137966
median_latency,39,12,0,0,0,0,392.094356261023,408.86494708994707,3.3333333333333335,20.333333333333332,24.066666666666666,3437.825287534397,68.47587660924106,54.130012973137966
memory,0,0,26,26,6,46,392.094356261023,408.86494708994707,3.3333333333333335,18.833333333333332,15.066666666666666,3437.825287534397,68.47587660924106,54.130012973137966
response_time,39,12,0,0,0,0,392.094356261023,408.86494708994707,3.3333333333333335,20.333333333333332,24.066666666666666,3437.825287534397,68.47587660924106,54.130012973137966
rps,39,12,0,0,0,0,392.094356261023,408.86494708994707,3.3333333333333335,20.333333333333332,24.066666666666666,3437.825287534397,68.47587660924106,54.130012973137966
