,timestamp,cpu,latency95,median_latency,memory,response_time,rps
0,0.0,51.85599238242792,975.0000000000005,90.0,55.29,2408.28125,2.3000000000000003
1,0.16666666666666666,48.29430348938896,950.0,30.0,61.48,1841.9431818181815,2.3000000000000003
2,0.3333333333333333,71.7970764727406,272.4999999999999,89.28571428571428,64.54,1407.3361344537816,3.1
3,0.5,51.89612349243812,290.83333333333337,58.33333333333338,64.54,1139.6133333333332,3.1
4,0.6666666666666666,39.92994408031469,1149.9999999999998,143.75000000000006,66.47,924.0348258706468,5.1000000000000005
5,0.8333333333333334,53.46533819187699,429.9999999999993,57.142857142857125,66.47,768.9919678714859,5.198440467859642
6,1.0,53.46533819187699,1133.3333333333298,96.42857142857142,35.089999999999996,656.8566978193146,7.002100630189056
7,1.1666666666666667,52.38780216641506,357.5,54.41176470588236,52.67,554.1628498727736,7.2
8,1.3333333333333333,65.74686890642371,204.99999999999943,28.75,52.67,490.1507760532151,5.7
9,1.5,72.94603081679674,289.9999999999999,34.99999999999999,52.67,506.8706099815157,9.1
10,1.6666666666666667,70.113657688036,7450.769461377034,141.76967415206235,67.22,569.7584459459459,4.9983911262116525
11,1.8333333333333333,62.0119806633041,5149.369558691088,188.06561517201945,67.22,593.7053701015965,9.801260882617832
12,2.0,56.39654850474721,853.1249999999993,60.71428571428571,69.14,528.6818181818181,14.1
13,2.1666666666666665,51.751483830480595,193.12375785908029,28.333122229259025,69.22999999999999,491.8037486218302,7.599480051994801
14,2.3333333333333335,43.52211787353592,435.00239999999934,41.66738891296375,69.22999999999999,443.5843023255814,12.0009600960096
15,2.5,43.82251665398778,229.9999999999997,43.333333333333336,70.555,399.1529914529914,13.8
16,2.6666666666666665,45.35528087407133,188.75,29.230769230769223,70.745,367.4816232771822,13.7
17,2.8333333333333335,45.355280874071326,425.00000000000045,47.727272727272734,70.745,347.3761276891048,13.6
18,3.0,,205.7142857142861,23.636363636363637,71.78999999999999,316.1959082455053,17.0
19,3.1666666666666665,61.03727597402597,195.29450689064947,30.000388862964684,71.78999999999999,298.9132446500868,11.5996300369963
20,3.3333333333333335,49.761026161275865,185.58461610855852,22.50033332962966,71.985,274.2288842544317,19.100090191000906
21,3.5,49.761026161275865,130.55608644924712,15.681741731367165,71.985,259.43122858541363,12.3004500450045
22,3.6666666666666665,33.57708833160042,168.57142857142833,18.666666666666664,72.36500000000001,244.8740301232314,14.8
23,3.8333333333333335,38.159373872481694,94.16666666666669,16.4,72.36500000000001,232.9754416199914,13.2
24,4.0,33.64665704848072,128.63636363636348,18.333333333333336,72.36500000000001,219.03402722177745,17.8
25,4.166666666666667,36.03364773624524,145.71428571428555,15.625000000000004,72.475,209.5167046317388,13.4
