,CPU,Memory,Pods
1,300,400,1
2,300,400,2
3,300,400,3
4,300,500,1
5,300,500,2
6,300,500,3
7,300,600,1
8,300,600,2
9,300,600,3
10,400,400,1
11,400,400,2
12,400,400,3
13,400,500,1
14,400,500,2
15,400,500,3
16,400,600,1
17,400,600,2
18,400,600,3
19,500,400,1
20,500,400,2
21,500,400,3
22,500,500,1
23,500,500,2
24,500,500,3
25,500,600,1
26,500,600,2
27,500,600,3
