metric,response time exceeded,response time valid,cpu in threshold,cpu out of threshold,memory in threshold,memory out of threshold,average cpu limit,average memory limit,average pods,metric 50/50,median response time,average cpu usage,average memory usage
timestamp,52,9,5,54,3,58,643.6785714285716,578.3976327838827,5.25,320.0,1466.551763110307,49.10888646959201,52.625506440281036
cpu,51,8,5,54,2,57,643.6785714285716,578.3976327838827,5.25,316.875,1466.551763110307,49.10888646959201,52.625506440281036
latency95,52,9,5,54,3,58,643.6785714285716,578.3976327838827,5.25,320.0,1466.551763110307,49.10888646959201,52.625506440281036
median_latency,52,9,5,54,3,58,643.6785714285716,578.3976327838827,5.25,320.0,1466.551763110307,49.10888646959201,52.625506440281036
memory,52,9,5,54,3,58,643.6785714285716,578.3976327838827,5.25,320.0,1466.551763110307,49.10888646959201,52.625506440281036
response_time,52,9,5,54,3,58,643.6785714285716,578.3976327838827,5.25,320.0,1466.551763110307,49.10888646959201,52.625506440281036
rps,52,9,5,54,3,58,643.6785714285716,578.3976327838827,5.25,320.0,1466.551763110307,49.10888646959201,52.625506440281036
